GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15
8600000US75013,75013,ZCTA5 75013,11503,312,9449,378,8287,393,2054,291,128877,5184,144679,10210,(X),(X),63869,10937,155801,8919,169598,10578,N,N,89516,13671
8600000US75019,75019,ZCTA5 75019,14628,281,11580,256,9946,315,3048,358,111759,5054,129432,7708,141121,7576,61542,12486,136284,5276,153170,6360,N,N,70447,5759
8600000US75020,75020,ZCTA5 75020,8900,366,5804,323,4266,327,3096,309,43117,4121,61323,3618,(X),(X),22780,2688,59546,3942,73661,5836,N,N,30918,3082
8600000US75021,75021,ZCTA5 75021,3229,173,2199,185,1571,182,1030,159,39039,2639,53042,3832,(X),(X),20809,5964,54632,4941,66230,7166,N,N,28565,4687
8600000US75022,75022,ZCTA5 75022,7344,262,6553,178,5936,221,791,219,147008,6154,154343,5959,(X),(X),70316,13605,178487,9035,187906,9298,N,N,89939,20914
8600000US75023,75023,ZCTA5 75023,18111,278,13118,393,10293,446,4993,396,73518,3689,81201,2586,89803,4708,50070,5117,90057,3276,100044,3903,N,N,61646,4767
8600000US75024,75024,ZCTA5 75024,17033,361,10444,484,9026,466,6589,449,89265,3140,119562,4507,(X),(X),55815,2057,116606,4794,145416,7256,N,N,69403,5353
8600000US75025,75025,ZCTA5 75025,19008,356,14464,411,12412,407,4544,414,109397,5421,130279,5896,141164,6405,52271,4322,129353,6584,144547,5567,N,N,77373,19954
8600000US75028,75028,ZCTA5 75028,14943,248,12565,275,10758,328,2378,302,112144,5060,118735,4738,129460,4739,69355,13742,125098,3601,133674,4183,N,N,77465,6709
8600000US75032,75032,ZCTA5 75032,10548,348,8665,368,7114,432,1883,332,95169,3885,104535,7239,(X),(X),44443,8187,121171,7075,135449,8439,N,N,53078,7221
8600000US75034,75034,ZCTA5 75034,28635,429,22854,536,19590,563,5781,577,112995,3493,125912,3811,136426,5718,58886,6370,135604,3931,147949,4786,N,N,81022,7061
8600000US75035,75035,ZCTA5 75035,18214,361,15148,353,12522,418,3066,320,112373,4458,120178,4060,130072,4013,69250,13187,124227,3796,130126,4103,N,N,88637,10897
8600000US75038,75038,ZCTA5 75038,12237,392,7061,489,4594,446,5176,462,46991,3147,48974,3932,65424,3397,42469,3789,63032,2873,68558,5203,N,N,53243,4213
8600000US75039,75039,ZCTA5 75039,7702,349,3778,336,3161,321,3924,414,79154,5456,101250,8071,(X),(X),61132,5112,108709,10096,133364,18012,N,N,83371,8678
8600000US75040,75040,ZCTA5 75040,18039,372,14232,385,10212,444,3807,333,55345,2372,59096,2736,66581,2875,36002,4428,66538,2217,69528,2491,N,N,48408,4962
8600000US75041,75041,ZCTA5 75041,9615,237,7200,334,4801,334,2415,290,39609,1708,41527,2414,49032,3886,29375,3725,52101,3518,52839,2788,N,N,43714,12108
8600000US75042,75042,ZCTA5 75042,11596,277,8809,364,5724,432,2787,324,38658,2904,38591,2975,49208,3975,30935,3049,47537,1979,48428,2392,57518,2887,37808,3449
8600000US75043,75043,ZCTA5 75043,20666,390,15111,425,10479,477,5555,442,55076,1779,61009,2626,73053,3760,39527,2449,66640,2398,71294,2525,N,N,49465,5490
8600000US75044,75044,ZCTA5 75044,15065,397,11157,447,8176,471,3908,345,61193,1904,64959,2603,79222,8161,49754,4262,79497,3265,86182,4174,N,N,57692,4727
8600000US75048,75048,ZCTA5 75048,7317,314,6113,320,5049,399,1204,339,89428,8649,95634,8648,104160,4928,48548,16354,99517,5763,106727,6161,N,N,60656,8295
8600000US75050,75050,ZCTA5 75050,15023,405,9505,423,6586,441,5518,417,47048,2343,51609,2489,62146,5105,40112,3503,58180,2854,64367,3504,N,N,44892,3657
8600000US75051,75051,ZCTA5 75051,13086,419,9663,405,5774,355,3423,345,40504,2734,42823,2883,54203,4605,26933,2519,51235,2783,54781,3639,65757,4636,35846,4497
8600000US75052,75052,ZCTA5 75052,28693,584,23148,546,16712,629,5545,579,68620,3096,73269,2703,86056,4157,51309,4014,80528,2590,84443,2697,N,N,58397,6813
8600000US75054,75054,ZCTA5 75054,2240,199,1942,224,1711,217,298,130,111826,6063,114386,15908,(X),(X),47109,32922,120128,8876,127247,10114,N,N,69617,18588
8600000US75056,75056,ZCTA5 75056,19095,718,13031,566,10430,610,6064,734,80323,4824,96032,8918,108729,7584,52989,7834,107606,7562,124844,10817,N,N,66419,5220
8600000US75057,75057,ZCTA5 75057,5004,181,3081,219,2036,214,1923,214,49607,3157,50456,7457,(X),(X),47690,2903,56898,3666,58481,4841,N,N,51887,4542
8600000US75058,75058,ZCTA5 75058,951,101,736,88,631,83,215,83,71250,20022,89167,13881,(X),(X),27120,19726,98648,21196,115200,25955,N,N,38696,12359
8600000US75060,75060,ZCTA5 75060,14554,250,11357,325,7988,431,3197,281,46563,3244,50055,2927,56891,4581,30447,4111,57924,2510,60767,2848,N,N,41205,5585
8600000US75061,75061,ZCTA5 75061,17432,327,11817,376,7749,412,5615,315,40783,899,42432,2452,50239,2659,30280,2041,52606,1855,56333,2138,64986,2794,41042,2630
8600000US75062,75062,ZCTA5 75062,16354,398,10860,469,7183,360,5494,405,46436,2190,49022,2520,58681,2360,37183,2780,60539,2258,65412,2619,77489,3498,46620,3597
8600000US75063,75063,ZCTA5 75063,15993,335,9482,452,7451,399,6511,495,78656,5488,103967,4721,118761,6844,53897,6215,105722,5318,128475,8284,N,N,71418,6191
8600000US75065,75065,ZCTA5 75065,4322,240,3250,153,2344,218,1072,272,73240,6067,79811,8265,(X),(X),54545,12425,82394,5404,86143,5861,N,N,65432,14684
8600000US75067,75067,ZCTA5 75067,25098,533,15544,511,10587,509,9554,579,56134,1950,66444,2623,79919,4953,42847,2965,67801,1858,76437,2852,N,N,50338,3183
8600000US75068,75068,ZCTA5 75068,14497,513,11941,414,9231,366,2556,391,87542,3819,90121,4154,100330,4510,55253,5520,97560,4386,101042,4672,N,N,68080,12211
8600000US75069,75069,ZCTA5 75069,13356,455,8954,449,6626,526,4402,470,48980,3593,62227,8503,74785,5591,33043,5277,75439,6522,90005,9340,N,N,41688,4041
8600000US75070,75070,ZCTA5 75070,28934,601,23104,527,19012,629,5830,612,95988,5820,108760,3275,116261,3922,50018,4780,111984,3662,123538,4677,N,N,62259,5330
8600000US75071,75071,ZCTA5 75071,14073,445,11373,492,9370,545,2700,358,85486,4867,94219,4557,100889,5574,58773,11899,101592,4465,109484,5583,N,N,62897,5925
8600000US75074,75074,ZCTA5 75074,16097,365,11750,409,8002,392,4347,398,55883,2933,62846,4437,83686,4589,37616,5890,71951,3058,79421,4010,N,N,47426,4956
8600000US75075,75075,ZCTA5 75075,13648,284,10081,342,7821,330,3567,344,75077,4618,91658,5172,104508,2685,40970,7925,93140,4229,106005,5617,N,N,54389,4937
8600000US75076,75076,ZCTA5 75076,3076,248,2095,236,1620,211,981,209,53714,5778,69980,7585,(X),(X),26910,2682,74995,11037,93610,14934,N,N,34896,5645
8600000US75077,75077,ZCTA5 75077,12882,339,10077,372,8585,428,2805,325,100296,4069,111042,3756,(X),(X),46829,4980,116698,3996,128168,4910,N,N,68332,8559
8600000US75078,75078,ZCTA5 75078,4601,217,3918,186,3468,219,683,170,118980,14927,130735,11566,(X),(X),45956,34465,138396,7792,150319,9543,N,N,67516,18872
8600000US75080,75080,ZCTA5 75080,17973,405,11284,393,8716,416,6689,476,65028,2971,84289,3936,(X),(X),34362,4760,83760,2937,102530,4428,N,N,48882,3746
8600000US75081,75081,ZCTA5 75081,13813,399,9700,393,7480,424,4113,438,65938,4482,74833,4482,(X),(X),49382,2567,81351,3678,89068,4800,N,N,61241,5948
8600000US75082,75082,ZCTA5 75082,8291,268,6343,238,5508,252,1948,241,115054,7337,124583,11847,(X),(X),68380,10948,136128,7619,150129,8146,N,N,86753,11488
8600000US75087,75087,ZCTA5 75087,10445,354,8429,376,7110,357,2016,303,92149,6553,104534,5476,111861,4996,38315,7874,106693,5702,118059,6672,N,N,52764,6268
8600000US75088,75088,ZCTA5 75088,8671,294,7151,269,5618,341,1520,224,82799,4076,92019,8567,101958,5992,41094,10011,92942,4471,100502,5062,N,N,51523,7958
8600000US75089,75089,ZCTA5 75089,9709,328,8398,342,6871,499,1311,335,85962,9650,91552,8814,(X),(X),49266,6062,95062,6696,99175,7343,N,N,63598,10535
8600000US75090,75090,ZCTA5 75090,8114,352,5633,371,3716,346,2481,353,37621,3219,41305,3212,(X),(X),21258,4157,48534,2742,54213,3594,N,N,30870,4334
8600000US75092,75092,ZCTA5 75092,9853,326,6137,355,4653,336,3716,353,55432,3181,74203,4658,81029,3135,31040,4073,69957,3855,86620,5225,N,N,40978,4731
8600000US75093,75093,ZCTA5 75093,19430,339,13384,453,11504,436,6046,437,100866,2608,128394,6679,143092,9934,52039,4656,148394,7610,177893,10213,N,N,80610,10513
8600000US75094,75094,ZCTA5 75094,5999,300,5481,270,4774,327,518,202,115724,8208,120487,14486,134459,15472,64750,18009,137266,10140,141487,11223,N,N,86763,19383
8600000US75098,75098,ZCTA5 75098,16210,503,13062,443,10691,504,3148,426,82943,4316,87538,4175,(X),(X),54470,11403,91800,4105,97137,4671,N,N,63935,8518
8600000US75101,75101,ZCTA5 75101,178,30,148,31,115,31,30,17,32500,4771,34375,3916,(X),(X),22143,8726,38408,6410,40530,7379,N,N,27937,9987
8600000US75102,75102,ZCTA5 75102,457,98,413,95,283,96,44,29,38005,9449,38963,7570,42212,14507,(X),(X),45084,7028,47337,7352,N,N,16561,10344
8600000US75103,75103,ZCTA5 75103,4916,285,3113,265,2620,262,1803,251,44203,5509,64619,5737,70583,6756,23632,3380,60131,5123,76185,6920,N,N,31888,4804
8600000US75104,75104,ZCTA5 75104,16065,484,11668,428,8107,416,4397,499,68016,2947,77415,3372,90242,4899,43156,3923,79667,2729,89520,3351,N,N,51174,4231
8600000US75105,75105,ZCTA5 75105,78,35,28,19,22,17,50,33,(X),(X),50417,4198,48750,48355,17679,2759,38133,11671,58914,13065,N,N,26496,8298
8600000US75109,75109,ZCTA5 75109,1569,144,1245,131,1000,99,324,78,63250,9480,73313,13484,88065,10108,27917,7044,75829,7394,81070,7513,N,N,52433,19501
8600000US75110,75110,ZCTA5 75110,10172,409,7126,329,4829,324,3046,375,40336,2662,48179,4923,62019,4688,23581,4776,54847,2835,62566,4159,N,N,33036,4566
8600000US75114,75114,ZCTA5 75114,1555,168,1244,161,992,157,311,110,58482,6818,64423,7047,71125,16704,31677,9618,72009,5632,79678,7250,N,N,37945,6153
8600000US75115,75115,ZCTA5 75115,18576,617,13286,422,9309,478,5290,545,60782,3666,75415,3300,90827,5375,33626,4069,75791,3837,86024,4702,N,N,47309,7663
8600000US75116,75116,ZCTA5 75116,6879,289,5311,292,3360,301,1568,222,48580,5055,55521,5891,67459,4882,32083,7272,58505,3634,62702,4269,N,N,39730,5182
8600000US75117,75117,ZCTA5 75117,1435,116,987,124,819,125,448,92,39583,6133,50635,6312,(X),(X),17500,7303,58261,11252,71913,16484,N,N,26128,6100
8600000US75119,75119,ZCTA5 75119,9226,416,6755,324,5059,362,2471,363,43985,3879,51312,4004,61286,5060,25634,4892,56560,3099,64589,3936,N,N,30740,3204
8600000US75124,75124,ZCTA5 75124,1444,173,1007,160,803,120,437,103,46607,8296,59836,10108,(X),(X),23601,4822,58074,4954,68555,6702,N,N,28437,5064
8600000US75125,75125,ZCTA5 75125,2029,239,1437,231,1163,236,592,171,40369,11699,46359,8148,(X),(X),24118,7030,54726,6534,57715,7149,N,N,46158,17784
8600000US75126,75126,ZCTA5 75126,11510,396,9537,437,7604,397,1973,338,80654,7294,88379,6604,101813,6192,53494,10867,90599,3978,94611,4138,N,N,65314,8612
8600000US75127,75127,ZCTA5 75127,579,91,459,85,389,78,120,35,48250,9675,57938,5246,(X),(X),20417,8347,54154,5422,60754,6307,N,N,28757,6062
8600000US75132,75132,ZCTA5 75132,379,167,336,162,336,162,43,46,59908,16253,59883,17750,59883,17750,-,**,84201,32636,88961,36034,N,N,N,N
8600000US75134,75134,ZCTA5 75134,7027,320,5115,272,2696,309,1912,335,47289,6260,52910,5751,66228,9843,30526,13396,53215,3718,57926,4849,N,N,37519,5563
8600000US75135,75135,ZCTA5 75135,1903,185,1557,182,1245,175,346,119,61641,20540,75083,11567,(X),(X),39423,15389,77178,8574,83403,10810,N,N,43609,9512
8600000US75137,75137,ZCTA5 75137,6981,199,5235,275,3282,258,1746,258,56788,2760,62319,3067,83442,5640,40161,4242,69836,3615,76887,4363,N,N,46399,5235
8600000US75140,75140,ZCTA5 75140,2257,171,1598,159,1234,154,659,132,41931,6316,52111,5724,60598,5556,22902,5479,52880,5306,59851,6233,N,N,33977,6880
8600000US75141,75141,ZCTA5 75141,1306,117,979,100,669,103,327,91,36939,5323,42841,11509,56827,11003,22014,14041,51013,6757,56762,7829,N,N,33045,10683
8600000US75142,75142,ZCTA5 75142,5877,281,4449,256,3129,260,1428,222,52583,5580,62218,5233,74963,7317,26995,5053,65300,3839,74006,4436,N,N,32406,3910
8600000US75143,75143,ZCTA5 75143,5829,273,4024,291,3180,281,1805,261,41346,3083,50759,5657,63317,5570,26155,1458,55001,3497,62626,4436,N,N,34492,4330
8600000US75144,75144,ZCTA5 75144,1291,124,900,123,550,90,391,88,33070,2550,43750,10040,68929,15035,20313,4033,56826,7596,67990,9685,N,N,26460,6116
8600000US75146,75146,ZCTA5 75146,6644,309,4735,356,2997,285,1909,343,55438,3665,60412,7241,(X),(X),40168,5412,66616,9013,72964,12034,N,N,48904,8886
8600000US75147,75147,ZCTA5 75147,2518,279,1939,242,1453,241,579,174,40469,9735,51849,10744,(X),(X),19160,3521,60527,9814,65891,9853,N,N,40148,31279
8600000US75148,75148,ZCTA5 75148,2139,167,1523,157,1009,116,616,100,33345,1756,40891,3380,(X),(X),16315,1244,45389,3415,53356,4537,N,N,22982,3273
8600000US75149,75149,ZCTA5 75149,18342,481,14110,533,8525,493,4232,476,44675,1765,47161,2772,61921,3556,28929,4284,56497,2679,59523,3085,72922,4296,39887,3975
8600000US75150,75150,ZCTA5 75150,21675,477,14967,471,9017,522,6708,539,45541,1952,51640,3551,68583,3820,32901,2823,58441,1903,64345,2629,N,N,41552,3808
8600000US75152,75152,ZCTA5 75152,1548,197,1289,197,1076,186,259,80,54155,8008,54981,10518,(X),(X),46276,5092,64933,6675,66996,7669,N,N,51060,9531
8600000US75153,75153,ZCTA5 75153,150,58,130,56,122,55,20,15,35104,3611,35104,3424,(X),(X),(X),(X),49943,21145,43499,16344,N,N,91830,73795
8600000US75154,75154,ZCTA5 75154,12269,414,9912,437,7612,401,2357,300,71380,2655,77243,3870,87253,3619,37516,4990,82796,3600,90406,4278,N,N,45448,5245
8600000US75155,75155,ZCTA5 75155,896,102,700,104,569,94,196,78,40000,7413,44688,10349,(X),(X),(X),(X),47156,5472,52186,5691,N,N,23887,9233
8600000US75156,75156,ZCTA5 75156,5976,359,3877,329,3080,342,2099,333,41115,3476,48955,2684,53305,5562,24492,2374,54850,4146,63566,5363,N,N,37196,5107
8600000US75157,75157,ZCTA5 75157,119,33,83,30,56,24,36,18,40536,14668,46875,24964,(X),(X),13125,8401,44482,10198,52153,10611,N,N,26800,13728
8600000US75158,75158,ZCTA5 75158,1447,160,1070,153,910,149,377,112,59875,11004,71000,17665,(X),(X),33221,12642,72380,8436,82879,10032,N,N,39392,9210
8600000US75159,75159,ZCTA5 75159,5391,325,4110,250,3160,291,1281,275,45835,3193,49554,6953,56184,5925,29911,12432,61127,4761,64495,5999,N,N,39886,7695
8600000US75160,75160,ZCTA5 75160,8053,413,5882,374,4119,393,2171,313,43795,3167,52199,5726,(X),(X),25366,6272,64823,7820,73412,10853,N,N,38475,6081
8600000US75161,75161,ZCTA5 75161,2333,243,1760,232,1389,234,573,195,51513,10179,56994,15744,(X),(X),20744,4685,62183,7841,68470,8259,N,N,28998,8592
8600000US75163,75163,ZCTA5 75163,907,149,556,123,457,119,351,105,51464,12808,60729,17959,(X),(X),29732,15958,85024,26305,99599,39526,N,N,61296,26182
8600000US75164,75164,ZCTA5 75164,192,45,165,44,146,41,27,18,55500,12320,61250,23054,(X),(X),39375,13912,71973,11794,77280,13004,N,N,36026,13026
8600000US75165,75165,ZCTA5 75165,14114,372,10559,355,8089,350,3555,364,57717,1835,65364,2617,74823,3781,39534,7240,71915,3284,80032,4161,N,N,43949,4394
8600000US75166,75166,ZCTA5 75166,1188,123,1031,112,919,118,157,62,84671,8140,91083,15370,(X),(X),63523,15131,103970,12604,109909,13947,N,N,58655,10217
8600000US75167,75167,ZCTA5 75167,3181,269,2654,263,2333,270,527,187,79690,6155,82962,8008,(X),(X),54607,10783,91018,8638,95748,9630,N,N,57288,12966
8600000US75169,75169,ZCTA5 75169,4689,295,3298,264,2431,226,1391,194,41878,3164,53031,5621,(X),(X),21438,4100,65163,10266,77117,13529,N,N,34513,6967
8600000US75172,75172,ZCTA5 75172,1095,121,887,94,506,108,208,75,34792,9072,29476,6689,(X),(X),35781,12741,41615,4491,36292,4700,N,N,47433,12753
8600000US75173,75173,ZCTA5 75173,1410,156,1141,141,990,135,269,94,66489,9145,73672,6307,(X),(X),25560,8365,75869,6907,83363,7178,N,N,42764,13696
8600000US75180,75180,ZCTA5 75180,6434,316,5211,266,3137,275,1223,246,38972,3404,40772,2868,53280,4614,24192,8281,48474,4031,52119,4824,N,N,28837,3861
8600000US75181,75181,ZCTA5 75181,8061,228,7000,284,5052,395,1061,244,72887,2832,74902,6934,92698,7254,47535,18056,81144,4137,84334,4400,N,N,47611,9816
8600000US75182,75182,ZCTA5 75182,1750,116,1651,100,1453,107,99,59,124911,22470,125339,22703,(X),(X),111397,96741,143295,21864,144157,23654,N,N,97152,43202
8600000US75189,75189,ZCTA5 75189,7376,378,5912,319,5106,359,1464,263,75669,8100,81558,5259,(X),(X),46048,8579,80585,5712,85016,5716,N,N,59769,15433
8600000US75201,75201,ZCTA5 75201,7007,419,1728,271,1264,236,5279,425,81376,3477,114833,21645,(X),(X),74135,9886,124191,17758,207293,64488,N,N,96240,9113
8600000US75202,75202,ZCTA5 75202,1403,200,278,124,239,122,1125,185,81397,15960,93750,67480,101375,76706,80809,15766,103292,16158,102064,43040,N,N,103596,18481
8600000US75203,75203,ZCTA5 75203,5931,286,3172,325,1348,233,2759,293,30314,2422,33802,3609,49630,14436,24583,6348,41945,2666,43918,4316,N,N,35981,4782
8600000US75204,75204,ZCTA5 75204,15682,495,4505,433,2716,337,11177,583,68263,4331,81719,14750,(X),(X),65198,6558,99502,6364,116443,13815,N,N,91467,8103
8600000US75205,75205,ZCTA5 75205,9041,244,5491,200,4459,227,3550,255,121024,12762,207760,18941,(X),(X),55466,4166,223955,14683,310035,22256,N,N,88875,11480
8600000US75206,75206,ZCTA5 75206,20563,433,6912,443,4832,356,13651,480,56071,2088,73210,7821,91944,7914,50261,2896,82942,4058,111279,10015,N,N,66741,3984
8600000US75207,75207,ZCTA5 75207,1295,134,173,69,132,55,1122,134,81677,13299,123281,44878,154063,80960,73235,14698,105484,19738,168444,41781,N,N,95776,22004
8600000US75208,75208,ZCTA5 75208,10060,289,6501,294,4154,300,3559,278,46788,2190,47111,2692,59115,8163,39192,3469,74318,5245,77821,6456,N,N,62346,7613
8600000US75209,75209,ZCTA5 75209,6499,263,3552,303,2716,303,2947,324,78917,8595,102171,9418,135952,29740,58909,7153,148090,15194,187680,22629,N,N,99634,15764
8600000US75210,75210,ZCTA5 75210,2518,170,1573,189,403,106,945,137,19882,3231,24311,2834,32750,13312,13312,2030,25727,2487,28184,3200,N,N,19124,4170
8600000US75211,75211,ZCTA5 75211,21266,378,15891,485,9580,476,5375,403,36886,1646,39052,1872,46812,2591,24196,1832,45438,1227,46896,1509,55194,2429,34681,2252
8600000US75212,75212,ZCTA5 75212,7245,192,5508,276,2820,246,1737,212,29860,3181,33143,2327,42559,5059,14254,2592,38243,2470,41862,3427,N,N,21705,2848
8600000US75214,75214,ZCTA5 75214,15627,411,7831,350,6417,347,7796,445,75955,7200,126626,6335,(X),(X),43992,4464,121534,5894,172263,10189,N,N,69495,5248
8600000US75215,75215,ZCTA5 75215,5825,306,3130,250,1159,186,2695,277,25473,1340,31441,3528,(X),(X),15938,3163,35542,2502,39492,3295,N,N,29420,4066
8600000US75216,75216,ZCTA5 75216,17106,442,10807,466,4532,333,6299,458,23426,1327,28007,1574,35490,3181,14105,1647,32119,1638,35210,1641,44130,2760,23601,3469
8600000US75217,75217,ZCTA5 75217,22413,434,17847,493,10246,506,4566,437,33259,1930,36375,1775,41917,2408,18223,1468,41323,1511,43796,1723,51368,2559,26124,3814
8600000US75218,75218,ZCTA5 75218,10247,231,5636,348,4265,338,4611,362,70073,5758,88767,11991,104009,7758,50492,4969,97241,6952,123094,11971,N,N,63588,5700
8600000US75219,75219,ZCTA5 75219,12561,421,3461,319,2464,266,9100,454,62066,2834,76679,18922,(X),(X),59081,3927,111422,12670,173549,34820,N,N,86978,10394
8600000US75220,75220,ZCTA5 75220,14369,367,9574,394,6189,370,4795,397,39863,2334,38627,3431,45919,3361,38626,4460,78539,5317,88029,7983,N,N,56893,7645
8600000US75223,75223,ZCTA5 75223,4395,186,2839,175,1933,200,1556,203,36583,3895,42409,6023,57708,5415,24537,4966,57646,4550,67249,6646,N,N,35886,4613
8600000US75224,75224,ZCTA5 75224,10619,292,7593,336,4082,310,3026,284,35547,2486,37991,2313,47567,4931,22237,5550,47306,3112,49202,3813,60108,6239,37122,4113
8600000US75225,75225,ZCTA5 75225,8505,267,5983,257,5417,299,2522,258,151967,16688,211847,23072,227036,21565,56000,7424,245231,18219,300338,25008,N,N,111191,25234
8600000US75226,75226,ZCTA5 75226,1552,224,359,109,328,103,1193,203,50739,5577,54321,24217,(X),(X),50256,8331,61852,10793,59473,10511,N,N,62459,13235
8600000US75227,75227,ZCTA5 75227,17040,394,12923,488,7498,551,4117,367,36994,1987,38263,2201,45451,2572,27837,3136,44733,1739,45458,2213,N,N,36886,3786
8600000US75228,75228,ZCTA5 75228,24786,412,16098,585,8818,528,8688,566,36457,1844,40775,2192,49826,3612,26098,1801,49349,1759,53406,2478,65067,3581,38340,2859
8600000US75229,75229,ZCTA5 75229,11018,252,8177,310,6536,298,2841,287,78806,7036,90707,7160,107083,6567,49975,6477,133695,6869,151021,9660,N,N,79129,8397
8600000US75230,75230,ZCTA5 75230,12208,361,7045,408,5674,389,5163,404,69893,7791,121221,15651,155167,24082,41323,2464,148170,10825,203097,18320,N,N,72183,9075
8600000US75231,75231,ZCTA5 75231,15314,497,8293,506,4843,365,7021,557,31891,1259,36663,5277,50230,7045,26897,2826,59154,2971,72356,5146,N,N,42304,4602
8600000US75232,75232,ZCTA5 75232,10000,342,6807,409,3462,335,3193,391,34105,3146,39259,4421,49294,6178,22173,2485,44395,2734,50278,3381,N,N,28884,3534
8600000US75233,75233,ZCTA5 75233,4681,231,3416,258,1950,243,1265,223,39066,4016,40000,4608,(X),(X),21223,7040,50867,5721,53171,5134,N,N,36863,13881
8600000US75234,75234,ZCTA5 75234,10741,290,7536,272,5327,331,3205,337,56573,2675,61081,3559,67670,4096,40035,4831,73835,4836,82228,6208,N,N,50659,5174
8600000US75235,75235,ZCTA5 75235,6973,326,3259,388,1830,291,3714,394,44620,2943,39983,6982,(X),(X),45173,3869,53701,3470,51417,6050,N,N,53416,4534
8600000US75236,75236,ZCTA5 75236,5764,317,4011,322,2087,272,1753,245,39155,2838,41004,2135,(X),(X),29938,7885,51920,5773,57569,8292,N,N,35753,4974
8600000US75237,75237,ZCTA5 75237,7810,364,4280,361,1203,171,3530,292,27742,2101,32370,3161,50236,14991,20460,4863,33180,2082,37114,2799,N,N,26270,2816
8600000US75238,75238,ZCTA5 75238,12314,263,7799,349,5618,318,4515,343,51838,3882,67956,7272,98836,6775,36698,3704,82899,5566,100958,7822,N,N,50339,5132
8600000US75240,75240,ZCTA5 75240,9908,349,5666,355,3012,305,4242,363,37306,1552,36595,3070,53162,11910,35814,2026,59253,3619,63694,5562,N,N,49331,6091
8600000US75241,75241,ZCTA5 75241,10018,285,6825,351,2494,353,3193,314,33481,3044,39161,3944,50553,3870,20665,5507,45098,6281,52482,8640,N,N,27692,3792
