GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US73430,73430,ZCTA5 73430,437,59,337,51,287,49,100,39,62589,6539,66250,6828,68304,7228,41071,23582
8600000US73931,73931,ZCTA5 73931,217,36,146,33,112,27,71,24,53854,7284,68000,9285,74167,27817,35536,9138
8600000US73949,73949,ZCTA5 73949,533,72,376,61,317,56,157,47,47330,9476,62500,12439,63194,9193,25515,14214
8600000US75001,75001,ZCTA5 75001,8384,310,2879,227,2181,248,5505,437,70020,5492,85052,8152,94284,9157,57331,7791
8600000US75002,75002,ZCTA5 75002,22000,490,18156,432,15188,480,3844,468,96060,3042,103784,4134,113241,4382,58949,6766
8600000US75006,75006,ZCTA5 75006,17852,392,11980,370,8849,328,5872,388,56577,2067,63704,2958,74133,4591,47156,4361
8600000US75007,75007,ZCTA5 75007,19273,417,14873,386,11577,431,4400,388,78488,3249,88559,3767,98359,4006,53036,3923
8600000US75009,75009,ZCTA5 75009,3462,247,2789,263,2447,243,673,180,92661,4927,103467,13922,107369,18950,32269,23106
8600000US75010,75010,ZCTA5 75010,10064,378,6278,314,5017,344,3786,448,78217,6462,99115,4732,105620,7551,52696,6554
8600000US75013,75013,ZCTA5 75013,12151,318,9928,358,8554,422,2223,355,122010,7942,140861,11744,153028,11551,61181,7680
8600000US75019,75019,ZCTA5 75019,14883,272,11697,198,10038,265,3186,296,114642,4912,132151,5799,147784,6659,63125,10948
8600000US75020,75020,ZCTA5 75020,8786,392,5794,282,4233,318,2992,364,47853,5733,64029,4302,71721,5422,23394,2744
8600000US75021,75021,ZCTA5 75021,3216,190,2348,198,1754,168,868,138,41512,7533,53800,4849,62136,8218,21776,6077
8600000US75022,75022,ZCTA5 75022,7328,203,6633,192,6088,216,695,149,149149,2925,152901,6717,162019,8608,75213,14997
8600000US75023,75023,ZCTA5 75023,18443,322,13674,420,10858,454,4769,377,77237,4043,85944,4030,95732,5228,52770,3966
8600000US75024,75024,ZCTA5 75024,17212,381,10663,382,9085,333,6549,410,88525,3849,115795,7287,127108,9356,55980,3224
8600000US75025,75025,ZCTA5 75025,19016,357,14399,442,12511,442,4617,435,109257,5726,129079,5776,139192,7388,52605,3623
8600000US75028,75028,ZCTA5 75028,15485,337,13155,262,11015,351,2330,242,110326,3970,118692,4728,130093,3222,65000,13046
8600000US75032,75032,ZCTA5 75032,10634,320,8785,382,7276,457,1849,318,96494,4249,104604,8023,117009,9736,47617,11475
8600000US75034,75034,ZCTA5 75034,30892,415,24144,419,20930,488,6748,444,114629,2999,130124,3351,141317,6364,56827,6000
8600000US75035,75035,ZCTA5 75035,19657,311,16209,350,13838,386,3448,271,118550,5564,127334,4367,135385,3298,67037,9483
8600000US75038,75038,ZCTA5 75038,12377,411,7013,504,4495,390,5364,498,46992,4006,53027,8805,70510,4888,41068,2093
8600000US75039,75039,ZCTA5 75039,8290,262,3870,330,3225,304,4420,334,82754,5189,100000,9519,105694,14087,67453,3801
8600000US75040,75040,ZCTA5 75040,18213,380,14255,360,10269,426,3958,336,57075,2091,60719,2315,68528,4482,36556,4916
8600000US75041,75041,ZCTA5 75041,9792,269,7505,289,5013,339,2287,259,39791,2488,41954,4559,48591,5497,28393,2924
8600000US75042,75042,ZCTA5 75042,11584,260,8536,378,5577,424,3048,375,41918,2806,42205,3357,52862,4594,32459,4250
8600000US75043,75043,ZCTA5 75043,20737,385,15105,413,10504,459,5632,415,56800,2165,63136,3457,75040,2807,39643,3080
8600000US75044,75044,ZCTA5 75044,15116,332,11149,433,7894,435,3967,345,60623,2759,63754,2754,77787,8159,49093,5062
8600000US75048,75048,ZCTA5 75048,7353,344,6177,342,4992,431,1176,297,93270,5996,96867,5792,104056,5669,48889,13404
8600000US75050,75050,ZCTA5 75050,14797,482,9409,449,6280,425,5388,483,47230,2566,50917,2508,60500,5814,38686,4185
8600000US75051,75051,ZCTA5 75051,12533,361,9286,378,5617,444,3247,331,39762,2703,44207,3809,55353,4616,26921,2353
8600000US75052,75052,ZCTA5 75052,28784,540,23630,522,17097,664,5154,465,72137,1917,75769,2242,86396,1904,55081,4320
8600000US75054,75054,ZCTA5 75054,2896,200,2586,203,2253,221,310,110,113967,5656,117540,9292,121152,14427,53529,36986
8600000US75056,75056,ZCTA5 75056,19961,519,13523,479,10707,469,6438,601,80941,4897,97377,6428,108575,7564,57267,5292
8600000US75057,75057,ZCTA5 75057,5041,205,3192,210,2117,208,1849,209,49729,2099,50143,5226,61058,7794,47823,3340
8600000US75058,75058,ZCTA5 75058,925,124,696,99,585,97,229,88,65069,11080,82969,15999,92891,15167,-,**
8600000US75060,75060,ZCTA5 75060,14568,259,11335,353,8017,379,3233,327,49695,3663,51424,1666,61250,2302,28891,4728
8600000US75061,75061,ZCTA5 75061,17575,391,12061,368,7764,383,5514,394,41727,974,43699,2660,50886,2573,31987,2158
8600000US75062,75062,ZCTA5 75062,16513,393,11007,399,7228,348,5506,410,48338,2085,51690,3206,62764,5026,36726,2015
8600000US75063,75063,ZCTA5 75063,15725,356,9359,411,7707,471,6366,468,83898,4923,108553,6151,119777,8123,56827,5755
8600000US75065,75065,ZCTA5 75065,4389,266,3316,224,2514,232,1073,242,74949,3687,79665,7935,89810,8799,58791,5466
8600000US75067,75067,ZCTA5 75067,25014,571,15768,538,10861,491,9246,550,57325,2010,66936,2697,79785,3680,42073,1950
8600000US75068,75068,ZCTA5 75068,15804,531,12903,456,10149,412,2901,388,88698,3465,92258,3281,101042,4524,56103,3169
8600000US75069,75069,ZCTA5 75069,13547,458,8921,435,6359,432,4626,478,50595,2158,62740,6469,75401,5525,35219,5365
8600000US75070,75070,ZCTA5 75070,30528,495,24095,519,20336,616,6433,506,96322,3802,109075,3092,116404,3857,53516,3016
8600000US75071,75071,ZCTA5 75071,15032,409,11901,419,10060,397,3131,413,88501,2762,97890,4962,104917,5930,60855,13762
8600000US75074,75074,ZCTA5 75074,16263,353,11920,434,8240,465,4343,448,59611,2888,66773,4957,84643,6233,37207,6712
8600000US75075,75075,ZCTA5 75075,13997,271,10028,392,7594,375,3969,358,71118,4197,90392,5972,106372,2497,40040,4007
8600000US75076,75076,ZCTA5 75076,3113,204,2080,236,1622,211,1033,199,53240,6098,74167,11622,74633,16809,26644,2227
8600000US75077,75077,ZCTA5 75077,12897,294,10020,381,8533,396,2877,352,101380,4794,114477,4654,124758,3976,46406,4471
8600000US75078,75078,ZCTA5 75078,5300,230,4490,232,4045,223,810,177,124600,7607,140119,10822,148750,9656,39828,24117
8600000US75080,75080,ZCTA5 75080,18431,446,11472,440,8972,479,6959,488,66865,3598,87073,5547,97375,5888,37989,5662
8600000US75081,75081,ZCTA5 75081,14360,385,10028,376,7819,397,4332,453,67673,3549,79403,5573,88492,4509,48406,4389
8600000US75082,75082,ZCTA5 75082,8564,306,6679,259,5779,285,1885,260,117810,5854,126509,8481,136336,7283,70858,20444
8600000US75087,75087,ZCTA5 75087,10930,313,8631,310,7503,328,2299,326,94060,6775,110219,4807,117829,4167,38464,3285
8600000US75088,75088,ZCTA5 75088,8666,288,7013,291,5450,314,1653,245,84500,4838,94631,7806,103874,6414,45016,8733
8600000US75089,75089,ZCTA5 75089,10177,286,8663,335,7059,439,1514,308,88137,10838,95981,7274,101795,6167,49873,4932
8600000US75090,75090,ZCTA5 75090,8041,326,5637,349,3609,311,2404,285,37240,2101,39609,2914,52853,3646,22699,4444
8600000US75092,75092,ZCTA5 75092,9781,364,6071,323,4576,294,3710,366,55401,3051,76418,4670,82733,3526,31954,3165
8600000US75093,75093,ZCTA5 75093,19431,332,13628,421,11681,446,5803,417,102323,3836,128917,6741,144859,7871,55010,6240
8600000US75094,75094,ZCTA5 75094,6079,228,5548,207,4908,288,531,195,117065,7338,123056,12894,134653,9715,70182,11659
8600000US75098,75098,ZCTA5 75098,16402,533,13254,512,10593,556,3148,463,82680,3927,91128,3881,102586,5632,45504,6528
8600000US75101,75101,ZCTA5 75101,191,43,140,36,102,31,51,26,34821,6083,36875,6930,36875,15078,27969,13427
8600000US75102,75102,ZCTA5 75102,499,120,441,123,330,112,58,32,39410,9852,39882,16128,49688,20182,22500,22349
8600000US75103,75103,ZCTA5 75103,5022,300,3235,244,2679,249,1787,269,45802,4607,63356,10906,70785,8873,22873,3429
8600000US75104,75104,ZCTA5 75104,15845,440,11718,369,8178,306,4127,422,68455,3405,77581,2556,89943,5662,42550,3939
8600000US75105,75105,ZCTA5 75105,87,39,39,23,32,22,48,36,-,**,53393,7497,49375,26226,17045,2048
8600000US75109,75109,ZCTA5 75109,1527,170,1171,152,953,120,356,92,64088,7989,76217,10586,88850,8734,28828,6147
8600000US75110,75110,ZCTA5 75110,10097,425,7491,406,5079,311,2606,364,41685,3330,46559,3641,62558,5242,25740,4159
8600000US75114,75114,ZCTA5 75114,1744,178,1377,165,1069,143,367,115,57227,13861,67379,8421,76827,17639,31801,18954
8600000US75115,75115,ZCTA5 75115,19325,519,13544,386,9070,609,5781,595,60797,3085,74227,4202,91019,4133,32735,4118
8600000US75116,75116,ZCTA5 75116,6733,261,5268,254,3179,244,1465,246,45693,5287,50653,4943,67260,5291,28839,4587
8600000US75117,75117,ZCTA5 75117,1497,133,1020,136,830,123,477,114,42697,7615,52136,5116,61875,10891,21047,6629
8600000US75119,75119,ZCTA5 75119,9149,383,6783,286,5075,399,2366,307,46662,3383,54993,5386,68191,10167,26481,5242
8600000US75124,75124,ZCTA5 75124,1509,167,1111,159,855,146,398,93,49962,8917,65781,13660,73438,11691,18676,6501
8600000US75125,75125,ZCTA5 75125,2039,245,1522,234,1202,214,517,160,48024,7731,55818,8855,61818,6404,24196,10987
8600000US75126,75126,ZCTA5 75126,12051,360,10115,398,7861,443,1936,335,82473,8234,91410,5196,105524,7758,52778,10190
8600000US75127,75127,ZCTA5 75127,602,85,452,82,376,77,150,37,45417,15986,57955,4404,58788,3352,17188,4261
8600000US75132,75132,ZCTA5 75132,490,176,449,171,435,173,41,51,61923,10491,61799,12354,61992,14772,-,**
8600000US75134,75134,ZCTA5 75134,7090,306,5323,305,2934,310,1767,278,49559,5183,54581,5145,67850,6454,35569,7300
8600000US75135,75135,ZCTA5 75135,2010,183,1624,175,1298,169,386,124,67500,16078,78607,6729,83092,8590,37670,9060
8600000US75137,75137,ZCTA5 75137,6920,228,5285,237,3001,231,1635,282,56582,2243,62508,3629,83673,5534,38014,3247
8600000US75140,75140,ZCTA5 75140,2178,188,1572,145,1201,139,606,132,40795,4495,49677,5791,60740,5446,24390,4342
8600000US75141,75141,ZCTA5 75141,1191,118,897,94,609,101,294,88,38431,5327,46118,9451,55598,8346,22074,6426
8600000US75142,75142,ZCTA5 75142,6019,320,4466,296,3172,325,1553,212,52454,3038,62080,5515,75923,4710,29320,4008
8600000US75143,75143,ZCTA5 75143,5432,310,3704,289,2762,256,1728,205,42500,3778,49590,6495,65456,6422,26043,1997
8600000US75144,75144,ZCTA5 75144,1372,155,972,132,590,95,400,112,34663,6390,51406,14626,66786,17118,20250,3272
8600000US75146,75146,ZCTA5 75146,6602,307,4915,299,2994,308,1687,295,55701,3008,63370,7869,73774,3296,38903,7412
8600000US75147,75147,ZCTA5 75147,2338,200,1746,197,1331,203,592,152,43421,9079,52379,9841,67326,10964,19458,2522
8600000US75148,75148,ZCTA5 75148,2143,141,1538,153,1003,133,605,99,32601,2934,38935,5005,48973,2168,16155,1233
8600000US75149,75149,ZCTA5 75149,17983,469,13676,453,8342,521,4307,487,45569,2431,48646,3970,63542,3614,31964,6003
8600000US75150,75150,ZCTA5 75150,21361,532,14657,527,8730,379,6704,527,46845,1896,53631,3731,70737,4323,34678,3276
8600000US75152,75152,ZCTA5 75152,1550,202,1287,194,1014,159,263,91,53176,7081,53735,5935,60703,14491,46891,3969
8600000US75153,75153,ZCTA5 75153,150,58,131,56,124,55,19,19,36827,8061,36587,7692,36731,8136,-,**
8600000US75154,75154,ZCTA5 75154,12464,446,9938,367,7444,441,2526,357,71279,2301,77854,3813,86674,4013,39917,5024
8600000US75155,75155,ZCTA5 75155,904,108,708,105,557,93,196,77,45323,7174,53333,10714,57019,4370,18750,18162
8600000US75156,75156,ZCTA5 75156,5975,338,4033,275,3175,278,1942,312,46097,3199,54239,5658,59616,3699,28730,4639
8600000US75157,75157,ZCTA5 75157,94,35,66,25,41,18,28,17,37500,23947,43750,35467,70625,17450,13750,9710
8600000US75158,75158,ZCTA5 75158,1437,151,1035,133,887,134,402,115,54661,7427,64355,3748,76250,14695,32841,12183
8600000US75159,75159,ZCTA5 75159,5233,305,3985,243,2933,312,1248,302,48180,4244,51867,7697,59571,4233,30978,14326
8600000US75160,75160,ZCTA5 75160,7977,343,5685,308,3963,305,2292,285,46232,3878,52577,7230,64428,8013,31757,4728
8600000US75161,75161,ZCTA5 75161,2175,255,1595,212,1117,203,580,181,47433,4511,51599,6261,75030,18552,19730,4975
8600000US75163,75163,ZCTA5 75163,1046,143,627,130,501,125,419,114,43378,11212,52460,14762,77656,35235,28661,13826
8600000US75164,75164,ZCTA5 75164,235,75,169,49,139,45,66,60,47470,17225,71094,16838,74306,16673,45488,5282
8600000US75165,75165,ZCTA5 75165,14366,385,10826,414,8263,452,3540,392,59542,2354,67842,4186,79905,4790,38816,6281
8600000US75166,75166,ZCTA5 75166,1227,110,1034,106,935,111,193,59,84543,8137,94375,14363,100156,11339,53036,14855
8600000US75167,75167,ZCTA5 75167,3252,219,2668,219,2340,235,584,194,77123,8274,83229,9143,87941,9968,46944,20959
8600000US75169,75169,ZCTA5 75169,4939,273,3419,231,2584,228,1520,226,43581,4608,56555,6857,66020,11703,21304,5891
8600000US75172,75172,ZCTA5 75172,1114,113,852,96,464,102,262,87,37683,6891,31786,9667,37689,7086,35625,13423
8600000US75173,75173,ZCTA5 75173,1420,156,1202,154,1059,161,218,83,66622,12544,71389,10389,75450,11069,33889,17001
8600000US75180,75180,ZCTA5 75180,6251,306,5078,243,3132,293,1173,245,41340,2916,42267,4414,54675,5347,24082,9526
8600000US75181,75181,ZCTA5 75181,7993,231,6960,267,5046,389,1033,210,74324,3354,77656,5031,94637,8228,47983,20033
8600000US75182,75182,ZCTA5 75182,1783,138,1691,128,1490,139,92,56,126250,10792,126707,10064,132571,13431,-,**
8600000US75189,75189,ZCTA5 75189,7673,290,6220,351,5276,416,1453,257,74575,11678,85536,7004,90117,5333,46620,10034
8600000US75201,75201,ZCTA5 75201,7994,403,2058,340,1588,292,5936,408,84817,7631,119891,18598,130667,20101,80045,3305
8600000US75202,75202,ZCTA5 75202,1417,195,305,98,239,96,1112,182,85089,17778,101513,39213,102303,71125,80500,14132
8600000US75203,75203,ZCTA5 75203,6213,295,3309,317,1448,231,2904,343,30394,2152,32847,3684,50933,10455,27500,6188
8600000US75204,75204,ZCTA5 75204,16323,460,4482,395,2547,346,11841,549,67569,4569,76154,26668,128542,23972,66047,4460
8600000US75205,75205,ZCTA5 75205,8933,324,5485,236,4606,215,3448,311,125269,11007,223777,26394,"250,000+",***,58456,6602
8600000US75206,75206,ZCTA5 75206,20632,510,6864,412,4932,395,13768,555,58943,3200,78345,7800,96318,7923,52465,1946
8600000US75207,75207,ZCTA5 75207,1362,147,178,68,145,57,1184,142,80610,13245,141250,37196,157344,36780,71833,10739
8600000US75208,75208,ZCTA5 75208,10170,301,6726,309,4399,294,3444,232,51152,2636,53170,3584,66042,7289,41587,3922
8600000US75209,75209,ZCTA5 75209,6641,263,3542,240,2948,224,3099,329,85721,5805,110563,11426,126481,29356,57299,9544
8600000US75210,75210,ZCTA5 75210,2788,169,1667,163,473,112,1121,151,21515,3248,23750,2814,34350,13467,15040,4944
8600000US75211,75211,ZCTA5 75211,21450,405,16223,449,9721,491,5227,407,37557,2311,39521,2169,48123,2132,24650,1958
8600000US75212,75212,ZCTA5 75212,7334,188,5716,233,2808,228,1618,209,30587,3120,34810,3033,46340,1542,14806,2827
8600000US75214,75214,ZCTA5 75214,15746,391,7910,382,6465,328,7836,409,82876,4477,131096,7539,149637,12705,47865,5960
8600000US75215,75215,ZCTA5 75215,5918,288,3188,250,1223,197,2730,268,26316,1613,32111,2918,47481,8463,15034,3624
8600000US75216,75216,ZCTA5 75216,17140,472,10644,501,4458,393,6496,449,24481,1481,29778,1366,37404,3383,14463,1541
8600000US75217,75217,ZCTA5 75217,22825,628,18120,660,10356,593,4705,457,32850,1785,35519,1379,40804,2940,18403,1316
8600000US75218,75218,ZCTA5 75218,10441,225,5984,334,4535,355,4457,325,72482,6571,85556,6644,103517,13111,51991,5439
8600000US75219,75219,ZCTA5 75219,13361,481,3735,303,2812,276,9626,509,65838,4414,97670,7484,122102,16797,60949,2165
8600000US75220,75220,ZCTA5 75220,14469,322,9689,429,6549,419,4780,351,40568,1765,40425,3119,47027,4173,38238,5215
8600000US75223,75223,ZCTA5 75223,4538,200,3068,209,1977,207,1470,185,37820,4360,43030,5383,58472,5023,25833,4552
8600000US75224,75224,ZCTA5 75224,10732,279,7425,376,3909,303,3307,306,36530,2185,40893,2598,52683,6229,21273,4023
8600000US75225,75225,ZCTA5 75225,8828,300,6139,272,5570,306,2689,271,158418,17856,233850,21539,"250,000+",***,58594,7097
8600000US75226,75226,ZCTA5 75226,1649,215,401,108,319,101,1248,198,51677,2501,53750,1497,54375,10253,50561,6725
8600000US75227,75227,ZCTA5 75227,16962,435,12924,538,7967,429,4038,478,36550,1908,38954,2358,46674,3671,27146,4979
8600000US75228,75228,ZCTA5 75228,25361,415,16343,631,8971,540,9018,585,37986,1778,42022,2388,54286,3344,27567,2800
8600000US75229,75229,ZCTA5 75229,11169,233,8308,268,6717,293,2861,251,84227,5818,94907,5870,111611,8200,53454,7754
8600000US75230,75230,ZCTA5 75230,12555,331,7151,385,5847,353,5404,384,76457,5206,129144,9984,163407,26220,42774,3578
8600000US75231,75231,ZCTA5 75231,15829,412,8579,492,5023,426,7250,429,33795,2483,38450,2918,50021,9555,28929,3580
8600000US75232,75232,ZCTA5 75232,10188,343,6724,367,3380,338,3464,294,35059,4746,41320,2267,50822,7414,22829,3130
8600000US75233,75233,ZCTA5 75233,4798,214,3640,258,2164,269,1158,213,42895,3783,45145,7269,56331,4005,22045,6873
8600000US75234,75234,ZCTA5 75234,11127,291,7905,249,5391,306,3222,303,57754,2367,62207,4675,72233,6069,41314,2985
8600000US75235,75235,ZCTA5 75235,6967,366,3381,386,1966,287,3586,403,46158,3083,45048,3812,52756,11084,44714,8158
8600000US75236,75236,ZCTA5 75236,6177,276,4257,262,2240,277,1920,305,40354,2589,42292,4002,63465,9763,29052,5421
8600000US75237,75237,ZCTA5 75237,7974,305,4408,364,1221,236,3566,292,28193,2204,30711,2472,50625,10314,19815,3302
8600000US75238,75238,ZCTA5 75238,12674,207,8236,294,5927,319,4438,315,55434,3653,72618,5914,104963,6288,36105,3057
8600000US75240,75240,ZCTA5 75240,9983,371,5480,340,2881,295,4503,337,38743,2138,38931,3873,60674,11261,36112,3091
8600000US75241,75241,ZCTA5 75241,10264,313,6839,392,2518,300,3425,373,33256,2362,39293,4279,51869,5243,17185,4504
8600000US75243,75243,ZCTA5 75243,26227,573,15281,687,8808,559,10946,587,37005,1752,39793,2084,54037,4656,31582,2278
8600000US75244,75244,ZCTA5 75244,5932,190,3393,219,2583,196,2539,225,77345,6689,111010,12425,134005,11025,53946,7713
8600000US75246,75246,ZCTA5 75246,1357,148,404,105,260,78,953,140,25784,7722,37159,15183,38929,21117,21847,7041
8600000US75247,75247,ZCTA5 75247,217,61,9,15,9,15,208,64,16227,2577,-,**,-,**,16019,2884
8600000US75248,75248,ZCTA5 75248,16110,295,9725,439,7263,400,6385,463,74579,5036,99147,8172,125946,7806,46544,4135
8600000US75249,75249,ZCTA5 75249,4846,210,3728,277,2516,257,1118,242,51756,8767,60545,5694,69430,8006,42036,6443
8600000US75251,75251,ZCTA5 75251,1595,236,574,180,443,157,1021,228,58337,10683,46429,38625,-,**,58642,7627
8600000US75252,75252,ZCTA5 75252,12266,320,6154,290,4832,319,6112,356,59681,3947,95980,3980,114321,11158,37644,5859
8600000US75253,75253,ZCTA5 75253,5843,343,4801,370,2821,315,1042,229,40182,4228,39619,4970,45967,5108,27792,8529
8600000US75254,75254,ZCTA5 75254,11526,329,5464,410,3009,317,6062,399,44600,2639,44217,4178,74434,14551,42015,1816
8600000US75270,75270,ZCTA5 75270,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US75287,75287,ZCTA5 75287,27041,557,11801,499,7306,398,15240,822,49084,1394,60770,3405,86111,7048,43587,2127
8600000US75390,75390,ZCTA5 75390,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US75401,75401,ZCTA5 75401,6404,253,4139,292,2835,273,2265,286,32209,1889,35663,4185,46949,7661,25330,6539
8600000US75402,75402,ZCTA5 75402,6080,329,4173,311,3263,332,1907,326,61500,4688,69164,3862,77192,5896,38445,9771
8600000US75407,75407,ZCTA5 75407,5446,299,3923,255,2976,291,1523,298,53203,4370,63891,4475,72321,13475,26889,7911
8600000US75409,75409,ZCTA5 75409,4430,300,3914,310,3175,388,516,198,75806,10116,77419,10913,83782,12307,39333,38402
8600000US75410,75410,ZCTA5 75410,1798,196,1244,191,1118,187,554,182,50293,5846,59375,14198,62292,15271,26288,13467
8600000US75411,75411,ZCTA5 75411,459,100,353,96,309,83,106,48,50795,31731,67386,25618,75052,15479,28571,8127
8600000US75412,75412,ZCTA5 75412,212,58,134,51,129,50,78,33,41364,6396,48750,18996,51042,18191,26563,18481
8600000US75413,75413,ZCTA5 75413,82,25,53,24,29,18,29,18,50313,18989,53250,11457,53250,9276,31563,3939
8600000US75414,75414,ZCTA5 75414,1229,156,940,145,717,125,289,77,56875,13475,65417,22343,85156,16882,50172,31684
8600000US75415,75415,ZCTA5 75415,74,51,34,27,30,26,40,43,-,**,62273,46817,73333,42125,-,**
8600000US75416,75416,ZCTA5 75416,1011,154,763,140,609,123,248,93,43750,7621,48209,11236,54688,16868,22083,4509
8600000US75417,75417,ZCTA5 75417,1092,93,715,90,487,81,377,83,35857,6884,50601,10152,50208,22506,17468,3532
8600000US75418,75418,ZCTA5 75418,4545,264,2972,199,2134,200,1573,192,40349,3643,49250,5432,62432,6886,23468,3773
8600000US75420,75420,ZCTA5 75420,397,80,298,82,251,71,99,50,61094,18618,73000,23307,79688,19584,38490,14049
8600000US75421,75421,ZCTA5 75421,285,77,225,75,162,64,60,28,55869,7228,56171,5195,56984,20796,-,**
8600000US75422,75422,ZCTA5 75422,995,134,778,133,632,121,217,64,54663,11786,61250,18905,75500,25557,26094,21625
8600000US75423,75423,ZCTA5 75423,1030,102,808,101,634,99,222,70,57500,16194,65109,12479,77917,14538,29750,9011
8600000US75424,75424,ZCTA5 75424,1248,157,1008,131,897,129,240,68,57568,7205,63182,6895,63693,7798,26696,4754
8600000US75426,75426,ZCTA5 75426,2107,223,1259,153,823,167,848,208,30882,5836,38094,7585,40972,3201,21550,4704
8600000US75428,75428,ZCTA5 75428,3440,244,1881,183,1294,156,1559,207,25504,3010,51516,9312,66500,9423,15785,2219
8600000US75431,75431,ZCTA5 75431,737,121,582,117,491,112,155,55,39417,14103,49239,9297,51356,8178,16958,10955
8600000US75432,75432,ZCTA5 75432,1324,111,954,104,657,82,370,77,36607,6514,44875,13288,65188,11121,21731,4872
8600000US75433,75433,ZCTA5 75433,1058,112,766,96,624,91,292,65,52059,7453,64853,7395,70595,6186,24688,5980
8600000US75435,75435,ZCTA5 75435,606,114,429,108,365,114,177,58,40347,12625,43708,8088,44821,13469,15083,6824
8600000US75436,75436,ZCTA5 75436,753,106,542,95,420,93,211,54,38125,14900,59188,4880,61265,1338,18750,6869
8600000US75437,75437,ZCTA5 75437,467,55,370,52,337,52,97,40,60938,11456,70833,7422,71583,8545,20417,9219
8600000US75438,75438,ZCTA5 75438,355,52,277,48,254,47,78,26,67813,15168,74779,5183,76250,5420,44167,20637
8600000US75439,75439,ZCTA5 75439,351,56,244,50,197,43,107,30,47159,14705,57500,13630,57321,10002,25417,9011
8600000US75440,75440,ZCTA5 75440,2494,188,1792,178,1375,181,702,135,50873,6452,59321,5474,63417,8228,17231,3614
8600000US75441,75441,ZCTA5 75441,49,33,41,30,18,25,8,15,51319,11530,51875,14572,-,**,-,**
8600000US75442,75442,ZCTA5 75442,3281,239,2614,219,2140,230,667,178,66120,10176,71750,9270,78967,14438,24677,14425
8600000US75446,75446,ZCTA5 75446,1267,106,953,104,737,106,314,57,39508,10919,56042,10470,66477,8472,14226,2050
8600000US75447,75447,ZCTA5 75447,380,61,330,63,283,60,50,29,59643,28342,72800,32606,80188,15829,24250,6046
8600000US75448,75448,ZCTA5 75448,224,59,186,61,171,61,38,28,59643,24316,73833,21742,72679,29502,19000,9062
8600000US75449,75449,ZCTA5 75449,553,92,340,79,195,52,213,62,34671,8929,41304,4781,50491,8193,21641,5625
8600000US75450,75450,ZCTA5 75450,69,34,55,33,55,33,14,19,44948,13297,44740,27232,44740,27232,-,**
8600000US75451,75451,ZCTA5 75451,474,118,280,98,190,75,194,81,37944,11742,48750,13635,53542,18721,-,**
8600000US75452,75452,ZCTA5 75452,1571,140,1225,127,941,130,346,84,56380,6972,67703,5118,69821,4751,19167,3508
8600000US75453,75453,ZCTA5 75453,1333,150,962,181,796,146,371,107,48217,5187,53684,6883,56452,12843,24779,13888
8600000US75454,75454,ZCTA5 75454,2385,195,2125,181,1862,163,260,109,85994,11878,93750,25298,110250,29406,52679,19828
8600000US75455,75455,ZCTA5 75455,9224,298,7295,305,5371,305,1929,237,45632,2474,50572,3842,58890,2835,24772,2439
8600000US75457,75457,ZCTA5 75457,2448,230,1579,204,1250,192,869,150,42647,6605,64492,11811,75474,6162,20162,2769
8600000US75459,75459,ZCTA5 75459,1742,182,1304,164,963,173,438,102,60088,10733,71378,5312,80069,16824,26618,14937
8600000US75460,75460,ZCTA5 75460,9119,334,5608,296,3319,256,3511,363,31517,1926,40233,2853,54335,5176,20417,3478
8600000US75462,75462,ZCTA5 75462,4390,262,3326,236,2765,243,1064,227,55854,2838,67115,7076,75355,8722,28581,9524
8600000US75468,75468,ZCTA5 75468,343,119,310,112,263,108,33,49,40481,27636,40962,28025,42212,26196,-,**
8600000US75469,75469,ZCTA5 75469,160,52,135,48,123,48,25,17,33088,6245,34632,10070,34338,18211,21250,13752
8600000US75470,75470,ZCTA5 75470,152,72,122,63,102,56,30,32,28700,12169,28200,8858,29200,10056,-,**
8600000US75471,75471,ZCTA5 75471,462,101,340,89,296,85,122,65,55556,25162,66452,10593,67500,18738,17857,11093
8600000US75472,75472,ZCTA5 75472,1435,123,978,123,664,109,457,89,45613,4553,55435,4772,59125,7952,22750,5003
8600000US75473,75473,ZCTA5 75473,1428,139,1204,134,1055,123,224,84,58549,4166,60160,5784,64583,11533,23198,2006
