Median Income (dollars),Month,Number of Households,Year,Zip Code
44205.25,9,14717,2014,75050
44167.166666666664,10,14720,2014,75050
44129.083333333336,11,14723,2014,75050
44091.0,12,14727,2014,75050
44337.416666666664,1,14751,2015,75050
44583.833333333336,2,14776,2015,75050
44830.25,3,14801,2015,75050
45076.666666666664,4,14825,2015,75050
45323.083333333336,5,14850,2015,75050
45569.5,6,14875,2015,75050
45815.916666666664,7,14899,2015,75050
46062.333333333336,8,14924,2015,75050
46308.75,9,14949,2015,75050
46555.166666666664,10,14973,2015,75050
46801.583333333336,11,14998,2015,75050
47048.0,12,15023,2015,75050
47063.166666666664,1,15004,2016,75050
47078.333333333336,2,14985,2016,75050
47093.5,3,14966,2016,75050
47108.666666666664,4,14947,2016,75050
47123.833333333336,5,14928,2016,75050
47139.0,6,14910,2016,75050
47154.166666666664,7,14891,2016,75050
47169.333333333336,8,14872,2016,75050
47184.5,9,14853,2016,75050
47199.666666666664,10,14834,2016,75050
47214.833333333336,11,14815,2016,75050
47230.0,12,14797,2016,75050
37527.0,1,12883,2011,75051
37527.0,2,12883,2011,75051
37527.0,3,12883,2011,75051
37527.0,4,12883,2011,75051
37527.0,5,12883,2011,75051
37527.0,6,12883,2011,75051
37527.0,7,12883,2011,75051
37527.0,8,12883,2011,75051
37527.0,9,12883,2011,75051
37527.0,10,12883,2011,75051
37527.0,11,12883,2011,75051
37527.0,12,12883,2011,75051
37570.416666666664,1,12884,2012,75051
37613.833333333336,2,12886,2012,75051
37657.25,3,12888,2012,75051
37700.666666666664,4,12890,2012,75051
37744.083333333336,5,12891,2012,75051
37787.5,6,12893,2012,75051
37830.916666666664,7,12895,2012,75051
37874.333333333336,8,12897,2012,75051
37917.75,9,12898,2012,75051
37961.166666666664,10,12900,2012,75051
38004.583333333336,11,12902,2012,75051
38048.0,12,12904,2012,75051
38219.583333333336,1,12892,2013,75051
38391.166666666664,2,12881,2013,75051
38562.75,3,12870,2013,75051
38734.333333333336,4,12859,2013,75051
38905.916666666664,5,12848,2013,75051
39077.5,6,12837,2013,75051
39249.083333333336,7,12826,2013,75051
39420.666666666664,8,12815,2013,75051
39592.25,9,12804,2013,75051
39763.833333333336,10,12793,2013,75051
39935.416666666664,11,12782,2013,75051
40107.0,12,12771,2013,75051
40124.333333333336,1,12800,2014,75051
40141.666666666664,2,12829,2014,75051
40159.0,3,12859,2014,75051
40176.333333333336,4,12888,2014,75051
40193.666666666664,5,12917,2014,75051
40211.0,6,12947,2014,75051
40228.333333333336,7,12976,2014,75051
40245.666666666664,8,13005,2014,75051
40263.0,9,13035,2014,75051
40280.333333333336,10,13064,2014,75051
40297.666666666664,11,13093,2014,75051
40315.0,12,13123,2014,75051
40330.75,1,13119,2015,75051
40346.5,2,13116,2015,75051
40362.25,3,13113,2015,75051
40378.0,4,13110,2015,75051
40393.75,5,13107,2015,75051
40409.5,6,13104,2015,75051
40425.25,7,13101,2015,75051
40441.0,8,13098,2015,75051
40456.75,9,13095,2015,75051
40472.5,10,13092,2015,75051
40488.25,11,13089,2015,75051
40504.0,12,13086,2015,75051
40442.166666666664,1,13039,2016,75051
40380.333333333336,2,12993,2016,75051
40318.5,3,12947,2016,75051
40256.666666666664,4,12901,2016,75051
40194.833333333336,5,12855,2016,75051
40133.0,6,12809,2016,75051
40071.166666666664,7,12763,2016,75051
40009.333333333336,8,12717,2016,75051
39947.5,9,12671,2016,75051
39885.666666666664,10,12625,2016,75051
39823.833333333336,11,12579,2016,75051
39762.0,12,12533,2016,75051
65805.0,1,28097,2011,75052
65805.0,2,28097,2011,75052
65805.0,3,28097,2011,75052
65805.0,4,28097,2011,75052
65805.0,5,28097,2011,75052
65805.0,6,28097,2011,75052
65805.0,7,28097,2011,75052
65805.0,8,28097,2011,75052
65805.0,9,28097,2011,75052
65805.0,10,28097,2011,75052
65805.0,11,28097,2011,75052
65805.0,12,28097,2011,75052
65950.16666666667,1,28117,2012,75052
66095.33333333333,2,28138,2012,75052
66240.5,3,28159,2012,75052
66385.66666666667,4,28180,2012,75052
66530.83333333333,5,28200,2012,75052
66676.0,6,28221,2012,75052
66821.16666666667,7,28242,2012,75052
66966.33333333333,8,28263,2012,75052
67111.5,9,28283,2012,75052
67256.66666666667,10,28304,2012,75052
67401.83333333333,11,28325,2012,75052
67547.0,12,28346,2012,75052
67480.08333333333,1,28322,2013,75052
67413.16666666667,2,28299,2013,75052
67346.25,3,28276,2013,75052
67279.33333333333,4,28253,2013,75052
67212.41666666667,5,28230,2013,75052
67145.5,6,28207,2013,75052
67078.58333333333,7,28183,2013,75052
67011.66666666667,8,28160,2013,75052
66944.75,9,28137,2013,75052
66877.83333333333,10,28114,2013,75052
66810.91666666667,11,28091,2013,75052
66744.0,12,28068,2013,75052
66934.66666666667,1,28097,2014,75052
67125.33333333333,2,28127,2014,75052
67316.0,3,28156,2014,75052
67506.66666666667,4,28186,2014,75052
67697.33333333333,5,28215,2014,75052
67888.0,6,28245,2014,75052
68078.66666666667,7,28274,2014,75052
68269.33333333333,8,28304,2014,75052
68460.0,9,28333,2014,75052
68650.66666666667,10,28363,2014,75052
68841.33333333333,11,28392,2014,75052
69032.0,12,28422,2014,75052
68997.66666666667,1,28444,2015,75052
68963.33333333333,2,28467,2015,75052
68929.0,3,28489,2015,75052
68894.66666666667,4,28512,2015,75052
68860.33333333333,5,28534,2015,75052
68826.0,6,28557,2015,75052
68791.66666666667,7,28580,2015,75052
68757.33333333333,8,28602,2015,75052
68723.0,9,28625,2015,75052
68688.66666666667,10,28647,2015,75052
68654.33333333333,11,28670,2015,75052
68620.0,12,28693,2015,75052
68913.08333333333,1,28700,2016,75052
69206.16666666667,2,28708,2016,75052
69499.25,3,28715,2016,75052
69792.33333333333,4,28723,2016,75052
70085.41666666667,5,28730,2016,75052
70378.5,6,28738,2016,75052
70671.58333333333,7,28746,2016,75052
70964.66666666667,8,28753,2016,75052
71257.75,9,28761,2016,75052
71550.83333333333,10,28768,2016,75052
71843.91666666667,11,28776,2016,75052
72137.0,12,28784,2016,75052
101089.0,1,1267,2011,75054
101089.0,2,1267,2011,75054
101089.0,3,1267,2011,75054
101089.0,4,1267,2011,75054
101089.0,5,1267,2011,75054
101089.0,6,1267,2011,75054
101089.0,7,1267,2011,75054
101089.0,8,1267,2011,75054
101089.0,9,1267,2011,75054
101089.0,10,1267,2011,75054
101089.0,11,1267,2011,75054
101089.0,12,1267,2011,75054
101331.25,1,1281,2012,75054
101573.5,2,1295,2012,75054
101815.75,3,1309,2012,75054
102058.0,4,1323,2012,75054
102300.25,5,1337,2012,75054
102542.5,6,1352,2012,75054
102784.75,7,1366,2012,75054
103027.0,8,1380,2012,75054
103269.25,9,1394,2012,75054
103511.5,10,1408,2012,75054
103753.75,11,1422,2012,75054
103996.0,12,1437,2012,75054
104079.66666666667,1,1479,2013,75054
104163.33333333333,2,1521,2013,75054
104247.0,3,1563,2013,75054
104330.66666666667,4,1606,2013,75054
104414.33333333333,5,1648,2013,75054
104498.0,6,1690,2013,75054
104581.66666666667,7,1732,2013,75054
104665.33333333333,8,1775,2013,75054
104749.0,9,1817,2013,75054
104832.66666666667,10,1859,2013,75054
104916.33333333333,11,1901,2013,75054
105000.0,12,1944,2013,75054
104927.0,1,1958,2014,75054
104854.0,2,1972,2014,75054
104781.0,3,1986,2014,75054
104708.0,4,2000,2014,75054
104635.0,5,2014,2014,75054
104562.0,6,2029,2014,75054
104489.0,7,2043,2014,75054
104416.0,8,2057,2014,75054
104343.0,9,2071,2014,75054
104270.0,10,2085,2014,75054
104197.0,11,2099,2014,75054
104124.0,12,2114,2014,75054
104765.83333333333,1,2124,2015,75054
105407.66666666667,2,2135,2015,75054
106049.5,3,2145,2015,75054
106691.33333333333,4,2156,2015,75054
107333.16666666667,5,2166,2015,75054
107975.0,6,2177,2015,75054
108616.83333333333,7,2187,2015,75054
109258.66666666667,8,2198,2015,75054
109900.5,9,2208,2015,75054
110542.33333333333,10,2219,2015,75054
111184.16666666667,11,2229,2015,75054
111826.0,12,2240,2015,75054
112004.41666666667,1,2294,2016,75054
112182.83333333333,2,2349,2016,75054
112361.25,3,2404,2016,75054
112539.66666666667,4,2458,2016,75054
112718.08333333333,5,2513,2016,75054
112896.5,6,2568,2016,75054
113074.91666666667,7,2622,2016,75054
113253.33333333333,8,2677,2016,75054
113431.75,9,2732,2016,75054
113610.16666666667,10,2786,2016,75054
113788.58333333333,11,2841,2016,75054
113967.0,12,2896,2016,75054
85048.0,1,16583,2011,75056
85048.0,2,16583,2011,75056
85048.0,3,16583,2011,75056
85048.0,4,16583,2011,75056
85048.0,5,16583,2011,75056
85048.0,6,16583,2011,75056
85048.0,7,16583,2011,75056
85048.0,8,16583,2011,75056
85048.0,9,16583,2011,75056
85048.0,10,16583,2011,75056
85048.0,11,16583,2011,75056
85048.0,12,16583,2011,75056
84751.66666666667,1,16639,2012,75056
84455.33333333333,2,16696,2012,75056
84159.0,3,16752,2012,75056
83862.66666666667,4,16809,2012,75056
83566.33333333333,5,16865,2012,75056
83270.0,6,16922,2012,75056
82973.66666666667,7,16979,2012,75056
82677.33333333333,8,17035,2012,75056
82381.0,9,17092,2012,75056
82084.66666666667,10,17148,2012,75056
81788.33333333333,11,17205,2012,75056
81492.0,12,17262,2012,75056
81305.25,1,17310,2013,75056
81118.5,2,17359,2013,75056
80931.75,3,17408,2013,75056
80745.0,4,17457,2013,75056
80558.25,5,17505,2013,75056
80371.5,6,17554,2013,75056
80184.75,7,17603,2013,75056
79998.0,8,17652,2013,75056
79811.25,9,17700,2013,75056
79624.5,10,17749,2013,75056
79437.75,11,17798,2013,75056
79251.0,12,17847,2013,75056
79236.41666666667,1,17893,2014,75056
79221.83333333333,2,17939,2014,75056
79207.25,3,17985,2014,75056
79192.66666666667,4,18031,2014,75056
79178.08333333333,5,18077,2014,75056
79163.5,6,18123,2014,75056
79148.91666666667,7,18169,2014,75056
79134.33333333333,8,18215,2014,75056
79119.75,9,18261,2014,75056
79105.16666666667,10,18307,2014,75056
79090.58333333333,11,18353,2014,75056
79076.0,12,18400,2014,75056
79179.91666666667,1,18457,2015,75056
79283.83333333333,2,18515,2015,75056
79387.75,3,18573,2015,75056
79491.66666666667,4,18631,2015,75056
79595.58333333333,5,18689,2015,75056
79699.5,6,18747,2015,75056
79803.41666666667,7,18805,2015,75056
79907.33333333333,8,18863,2015,75056
80011.25,9,18921,2015,75056
80115.16666666667,10,18979,2015,75056
80219.08333333333,11,19037,2015,75056
80323.0,12,19095,2015,75056
80374.5,1,19167,2016,75056
80426.0,2,19239,2016,75056
80477.5,3,19311,2016,75056
80529.0,4,19383,2016,75056
80580.5,5,19455,2016,75056
80632.0,6,19528,2016,75056
80683.5,7,19600,2016,75056
80735.0,8,19672,2016,75056
80786.5,9,19744,2016,75056
80838.0,10,19816,2016,75056
80889.5,11,19888,2016,75056
80941.0,12,19961,2016,75056
49092.0,1,4933,2011,75057
49092.0,2,4933,2011,75057
49092.0,3,4933,2011,75057
49092.0,4,4933,2011,75057
49092.0,5,4933,2011,75057
49092.0,6,4933,2011,75057
49092.0,7,4933,2011,75057
49092.0,8,4933,2011,75057
49092.0,9,4933,2011,75057
49092.0,10,4933,2011,75057
49092.0,11,4933,2011,75057
49092.0,12,4933,2011,75057
48988.5,1,4928,2012,75057
48885.0,2,4923,2012,75057
48781.5,3,4918,2012,75057
48678.0,4,4913,2012,75057
48574.5,5,4908,2012,75057
48471.0,6,4904,2012,75057
48367.5,7,4899,2012,75057
48264.0,8,4894,2012,75057
48160.5,9,4889,2012,75057
48057.0,10,4884,2012,75057
47953.5,11,4879,2012,75057
47850.0,12,4875,2012,75057
48057.333333333336,1,4884,2013,75057
48264.666666666664,2,4894,2013,75057
48472.0,3,4904,2013,75057
48679.333333333336,4,4913,2013,75057
48886.666666666664,5,4923,2013,75057
49094.0,6,4933,2013,75057
49301.333333333336,7,4942,2013,75057
49508.666666666664,8,4952,2013,75057
49716.0,9,4962,2013,75057
49923.333333333336,10,4971,2013,75057
50130.666666666664,11,4981,2013,75057
50338.0,12,4991,2013,75057
50436.833333333336,1,4995,2014,75057
50535.666666666664,2,5000,2014,75057
50634.5,3,5004,2014,75057
50733.333333333336,4,5009,2014,75057
50832.166666666664,5,5013,2014,75057
50931.0,6,5018,2014,75057
51029.833333333336,7,5023,2014,75057
51128.666666666664,8,5027,2014,75057
51227.5,9,5032,2014,75057
51326.333333333336,10,5036,2014,75057
51425.166666666664,11,5041,2014,75057
51524.0,12,5046,2014,75057
51364.25,1,5042,2015,75057
51204.5,2,5039,2015,75057
51044.75,3,5035,2015,75057
50885.0,4,5032,2015,75057
50725.25,5,5028,2015,75057
50565.5,6,5025,2015,75057
50405.75,7,5021,2015,75057
50246.0,8,5018,2015,75057
50086.25,9,5014,2015,75057
49926.5,10,5011,2015,75057
49766.75,11,5007,2015,75057
49607.0,12,5004,2015,75057
49617.166666666664,1,5007,2016,75057
49627.333333333336,2,5010,2016,75057
49637.5,3,5013,2016,75057
49647.666666666664,4,5016,2016,75057
49657.833333333336,5,5019,2016,75057
49668.0,6,5022,2016,75057
49678.166666666664,7,5025,2016,75057
49688.333333333336,8,5028,2016,75057
49698.5,9,5031,2016,75057
49708.666666666664,10,5034,2016,75057
49718.833333333336,11,5037,2016,75057
49729.0,12,5041,2016,75057
85139.0,1,927,2011,75058
85139.0,2,927,2011,75058
85139.0,3,927,2011,75058
85139.0,4,927,2011,75058
85139.0,5,927,2011,75058
85139.0,6,927,2011,75058
85139.0,7,927,2011,75058
85139.0,8,927,2011,75058
85139.0,9,927,2011,75058
85139.0,10,927,2011,75058
85139.0,11,927,2011,75058
85139.0,12,927,2011,75058
84901.75,1,933,2012,75058
84664.5,2,940,2012,75058
84427.25,3,947,2012,75058
84190.0,4,954,2012,75058
83952.75,5,960,2012,75058
83715.5,6,967,2012,75058
83478.25,7,974,2012,75058
83241.0,8,981,2012,75058
83003.75,9,987,2012,75058
82766.5,10,994,2012,75058
82529.25,11,1001,2012,75058
82292.0,12,1008,2012,75058
82038.5,1,1008,2013,75058
81785.0,2,1008,2013,75058
81531.5,3,1008,2013,75058
81278.0,4,1009,2013,75058
81024.5,5,1009,2013,75058
80771.0,6,1009,2013,75058
80517.5,7,1009,2013,75058
80264.0,8,1010,2013,75058
80010.5,9,1010,2013,75058
79757.0,10,1010,2013,75058
79503.5,11,1010,2013,75058
79250.0,12,1011,2013,75058
78594.91666666667,1,1012,2014,75058
77939.83333333333,2,1013,2014,75058
77284.75,3,1014,2014,75058
76629.66666666667,4,1015,2014,75058
75974.58333333333,5,1016,2014,75058
75319.5,6,1017,2014,75058
74664.41666666667,7,1018,2014,75058
74009.33333333333,8,1019,2014,75058
73354.25,9,1020,2014,75058
72699.16666666667,10,1021,2014,75058
72044.08333333333,11,1022,2014,75058
71389.0,12,1024,2014,75058
71377.41666666667,1,1017,2015,75058
71365.83333333333,2,1011,2015,75058
71354.25,3,1005,2015,75058
71342.66666666667,4,999,2015,75058
71331.08333333333,5,993,2015,75058
71319.5,6,987,2015,75058
71307.91666666667,7,981,2015,75058
71296.33333333333,8,975,2015,75058
71284.75,9,969,2015,75058
71273.16666666667,10,963,2015,75058
71261.58333333333,11,957,2015,75058
71250.0,12,951,2015,75058
70734.91666666667,1,948,2016,75058
70219.83333333333,2,946,2016,75058
69704.75,3,944,2016,75058
69189.66666666667,4,942,2016,75058
68674.58333333333,5,940,2016,75058
68159.5,6,938,2016,75058
67644.41666666667,7,935,2016,75058
67129.33333333333,8,933,2016,75058
66614.25,9,931,2016,75058
66099.16666666667,10,929,2016,75058
65584.08333333333,11,927,2016,75058
65069.0,12,925,2016,75058
46416.0,1,14829,2011,75060
46416.0,2,14829,2011,75060
46416.0,3,14829,2011,75060
46416.0,4,14829,2011,75060
46416.0,5,14829,2011,75060
46416.0,6,14829,2011,75060
46416.0,7,14829,2011,75060
46416.0,8,14829,2011,75060
46416.0,9,14829,2011,75060
46416.0,10,14829,2011,75060
46416.0,11,14829,2011,75060
46416.0,12,14829,2011,75060
46330.833333333336,1,14809,2012,75060
46245.666666666664,2,14789,2012,75060
46160.5,3,14769,2012,75060
46075.333333333336,4,14749,2012,75060
45990.166666666664,5,14729,2012,75060
45905.0,6,14709,2012,75060
45819.833333333336,7,14689,2012,75060
45734.666666666664,8,14669,2012,75060
45649.5,9,14649,2012,75060
45564.333333333336,10,14629,2012,75060
45479.166666666664,11,14609,2012,75060
45394.0,12,14589,2012,75060
45425.75,1,14587,2013,75060
45457.5,2,14586,2013,75060
45489.25,3,14585,2013,75060
45521.0,4,14584,2013,75060
45552.75,5,14583,2013,75060
45584.5,6,14582,2013,75060
45616.25,7,14581,2013,75060
45648.0,8,14580,2013,75060
45679.75,9,14579,2013,75060
45711.5,10,14578,2013,75060
45743.25,11,14577,2013,75060
45775.0,12,14576,2013,75060
45740.0,1,14582,2014,75060
45705.0,2,14588,2014,75060
45670.0,3,14594,2014,75060
45635.0,4,14600,2014,75060
45600.0,5,14606,2014,75060
45565.0,6,14612,2014,75060
45530.0,7,14618,2014,75060
45495.0,8,14624,2014,75060
45460.0,9,14630,2014,75060
45425.0,10,14636,2014,75060
45390.0,11,14642,2014,75060
45355.0,12,14649,2014,75060
45455.666666666664,1,14641,2015,75060
45556.333333333336,2,14633,2015,75060
45657.0,3,14625,2015,75060
45757.666666666664,4,14617,2015,75060
45858.333333333336,5,14609,2015,75060
45959.0,6,14601,2015,75060
46059.666666666664,7,14593,2015,75060
46160.333333333336,8,14585,2015,75060
46261.0,9,14577,2015,75060
46361.666666666664,10,14569,2015,75060
46462.333333333336,11,14561,2015,75060
46563.0,12,14554,2015,75060
46824.0,1,14555,2016,75060
47085.0,2,14556,2016,75060
47346.0,3,14557,2016,75060
47607.0,4,14558,2016,75060
47868.0,5,14559,2016,75060
48129.0,6,14561,2016,75060
48390.0,7,14562,2016,75060
48651.0,8,14563,2016,75060
48912.0,9,14564,2016,75060
49173.0,10,14565,2016,75060
49434.0,11,14566,2016,75060
49695.0,12,14568,2016,75060
37930.0,1,17657,2011,75061
37930.0,2,17657,2011,75061
37930.0,3,17657,2011,75061
37930.0,4,17657,2011,75061
37930.0,5,17657,2011,75061
37930.0,6,17657,2011,75061
37930.0,7,17657,2011,75061
37930.0,8,17657,2011,75061
37930.0,9,17657,2011,75061
37930.0,10,17657,2011,75061
37930.0,11,17657,2011,75061
37930.0,12,17657,2011,75061
37951.333333333336,1,17626,2012,75061
37972.666666666664,2,17596,2012,75061
37994.0,3,17565,2012,75061
38015.333333333336,4,17535,2012,75061
38036.666666666664,5,17504,2012,75061
38058.0,6,17474,2012,75061
38079.333333333336,7,17444,2012,75061
38100.666666666664,8,17413,2012,75061
38122.0,9,17383,2012,75061
38143.333333333336,10,17352,2012,75061
38164.666666666664,11,17322,2012,75061
38186.0,12,17292,2012,75061
38344.166666666664,1,17300,2013,75061
38502.333333333336,2,17308,2013,75061
38660.5,3,17316,2013,75061
38818.666666666664,4,17325,2013,75061
38976.833333333336,5,17333,2013,75061
39135.0,6,17341,2013,75061
39293.166666666664,7,17349,2013,75061
39451.333333333336,8,17358,2013,75061
39609.5,9,17366,2013,75061
39767.666666666664,10,17374,2013,75061
39925.833333333336,11,17382,2013,75061
40084.0,12,17391,2013,75061
40067.916666666664,1,17398,2014,75061
40051.833333333336,2,17405,2014,75061
40035.75,3,17412,2014,75061
40019.666666666664,4,17419,2014,75061
40003.583333333336,5,17426,2014,75061
39987.5,6,17433,2014,75061
39971.416666666664,7,17440,2014,75061
39955.333333333336,8,17447,2014,75061
39939.25,9,17454,2014,75061
39923.166666666664,10,17461,2014,75061
39907.083333333336,11,17468,2014,75061
39891.0,12,17475,2014,75061
39965.333333333336,1,17471,2015,75061
40039.666666666664,2,17467,2015,75061
40114.0,3,17464,2015,75061
40188.333333333336,4,17460,2015,75061
40262.666666666664,5,17457,2015,75061
40337.0,6,17453,2015,75061
40411.333333333336,7,17449,2015,75061
40485.666666666664,8,17446,2015,75061
40560.0,9,17442,2015,75061
40634.333333333336,10,17439,2015,75061
40708.666666666664,11,17435,2015,75061
40783.0,12,17432,2015,75061
40861.666666666664,1,17443,2016,75061
40940.333333333336,2,17455,2016,75061
41019.0,3,17467,2016,75061
41097.666666666664,4,17479,2016,75061
41176.333333333336,5,17491,2016,75061
41255.0,6,17503,2016,75061
41333.666666666664,7,17515,2016,75061
41412.333333333336,8,17527,2016,75061
41491.0,9,17539,2016,75061
41569.666666666664,10,17551,2016,75061
41648.333333333336,11,17563,2016,75061
41727.0,12,17575,2016,75061
44367.0,1,16520,2011,75062
44367.0,2,16520,2011,75062
44367.0,3,16520,2011,75062
44367.0,4,16520,2011,75062
44367.0,5,16520,2011,75062
44367.0,6,16520,2011,75062
44367.0,7,16520,2011,75062
44367.0,8,16520,2011,75062
44367.0,9,16520,2011,75062
44367.0,10,16520,2011,75062
44367.0,11,16520,2011,75062
44367.0,12,16520,2011,75062
44393.333333333336,1,16528,2012,75062
44419.666666666664,2,16537,2012,75062
44446.0,3,16546,2012,75062
44472.333333333336,4,16554,2012,75062
44498.666666666664,5,16563,2012,75062
44525.0,6,16572,2012,75062
44551.333333333336,7,16580,2012,75062
44577.666666666664,8,16589,2012,75062
44604.0,9,16598,2012,75062
44630.333333333336,10,16606,2012,75062
44656.666666666664,11,16615,2012,75062
44683.0,12,16624,2012,75062
44782.083333333336,1,16608,2013,75062
44881.166666666664,2,16593,2013,75062
44980.25,3,16578,2013,75062
45079.333333333336,4,16563,2013,75062
45178.416666666664,5,16547,2013,75062
45277.5,6,16532,2013,75062
45376.583333333336,7,16517,2013,75062
45475.666666666664,8,16502,2013,75062
45574.75,9,16486,2013,75062
45673.833333333336,10,16471,2013,75062
45772.916666666664,11,16456,2013,75062
45872.0,12,16441,2013,75062
45785.916666666664,1,16435,2014,75062
45699.833333333336,2,16430,2014,75062
45613.75,3,16424,2014,75062
45527.666666666664,4,16419,2014,75062
45441.583333333336,5,16413,2014,75062
45355.5,6,16408,2014,75062
45269.416666666664,7,16403,2014,75062
45183.333333333336,8,16397,2014,75062
45097.25,9,16392,2014,75062
45011.166666666664,10,16386,2014,75062
44925.083333333336,11,16381,2014,75062
44839.0,12,16376,2014,75062
44972.083333333336,1,16374,2015,75062
45105.166666666664,2,16372,2015,75062
45238.25,3,16370,2015,75062
45371.333333333336,4,16368,2015,75062
45504.416666666664,5,16366,2015,75062
45637.5,6,16365,2015,75062
45770.583333333336,7,16363,2015,75062
45903.666666666664,8,16361,2015,75062
46036.75,9,16359,2015,75062
46169.833333333336,10,16357,2015,75062
46302.916666666664,11,16355,2015,75062
46436.0,12,16354,2015,75062
46594.5,1,16367,2016,75062
46753.0,2,16380,2016,75062
46911.5,3,16393,2016,75062
47070.0,4,16407,2016,75062
47228.5,5,16420,2016,75062
47387.0,6,16433,2016,75062
47545.5,7,16446,2016,75062
47704.0,8,16460,2016,75062
47862.5,9,16473,2016,75062
48021.0,10,16486,2016,75062
48179.5,11,16499,2016,75062
48338.0,12,16513,2016,75062
65857.0,1,15477,2011,75063
65857.0,2,15477,2011,75063
65857.0,3,15477,2011,75063
65857.0,4,15477,2011,75063
65857.0,5,15477,2011,75063
65857.0,6,15477,2011,75063
65857.0,7,15477,2011,75063
65857.0,8,15477,2011,75063
65857.0,9,15477,2011,75063
65857.0,10,15477,2011,75063
65857.0,11,15477,2011,75063
65857.0,12,15477,2011,75063
66003.75,1,15472,2012,75063
66150.5,2,15467,2012,75063
66297.25,3,15462,2012,75063
66444.0,4,15457,2012,75063
66590.75,5,15452,2012,75063
66737.5,6,15448,2012,75063
66884.25,7,15443,2012,75063
67031.0,8,15438,2012,75063
67177.75,9,15433,2012,75063
67324.5,10,15428,2012,75063
67471.25,11,15423,2012,75063
67618.0,12,15419,2012,75063
67742.66666666667,1,15425,2013,75063
67867.33333333333,2,15432,2013,75063
67992.0,3,15439,2013,75063
68116.66666666667,4,15446,2013,75063
68241.33333333333,5,15453,2013,75063
68366.0,6,15460,2013,75063
68490.66666666667,7,15467,2013,75063
68615.33333333333,8,15474,2013,75063
68740.0,9,15481,2013,75063
68864.66666666667,10,15488,2013,75063
68989.33333333333,11,15495,2013,75063
69114.0,12,15502,2013,75063
69679.91666666667,1,15501,2014,75063
70245.83333333333,2,15501,2014,75063
70811.75,3,15501,2014,75063
71377.66666666667,4,15501,2014,75063
71943.58333333333,5,15501,2014,75063
72509.5,6,15501,2014,75063
73075.41666666667,7,15501,2014,75063
73641.33333333333,8,15501,2014,75063
74207.25,9,15501,2014,75063
74773.16666666667,10,15501,2014,75063
75339.08333333333,11,15501,2014,75063
75905.0,12,15501,2014,75063
76134.25,1,15542,2015,75063
76363.5,2,15583,2015,75063
76592.75,3,15624,2015,75063
76822.0,4,15665,2015,75063
77051.25,5,15706,2015,75063
77280.5,6,15747,2015,75063
77509.75,7,15788,2015,75063
77739.0,8,15829,2015,75063
77968.25,9,15870,2015,75063
78197.5,10,15911,2015,75063
78426.75,11,15952,2015,75063
78656.0,12,15993,2015,75063
79092.83333333333,1,15970,2016,75063
79529.66666666667,2,15948,2016,75063
79966.5,3,15926,2016,75063
80403.33333333333,4,15903,2016,75063
80840.16666666667,5,15881,2016,75063
81277.0,6,15859,2016,75063
81713.83333333333,7,15836,2016,75063
82150.66666666667,8,15814,2016,75063
82587.5,9,15792,2016,75063
83024.33333333333,10,15769,2016,75063
83461.16666666667,11,15747,2016,75063
83898.0,12,15725,2016,75063
74489.0,1,3897,2011,75065
74489.0,2,3897,2011,75065
74489.0,3,3897,2011,75065
74489.0,4,3897,2011,75065
74489.0,5,3897,2011,75065
74489.0,6,3897,2011,75065
74489.0,7,3897,2011,75065
74489.0,8,3897,2011,75065
74489.0,9,3897,2011,75065
74489.0,10,3897,2011,75065
74489.0,11,3897,2011,75065
74489.0,12,3897,2011,75065
74516.25,1,3912,2012,75065
74543.5,2,3927,2012,75065
74570.75,3,3943,2012,75065
74598.0,4,3958,2012,75065
74625.25,5,3973,2012,75065
74652.5,6,3989,2012,75065
74679.75,7,4004,2012,75065
74707.0,8,4019,2012,75065
74734.25,9,4035,2012,75065
74761.5,10,4050,2012,75065
74788.75,11,4065,2012,75065
74816.0,12,4081,2012,75065
74609.83333333333,1,4080,2013,75065
74403.66666666667,2,4079,2013,75065
74197.5,3,4079,2013,75065
73991.33333333333,4,4078,2013,75065
73785.16666666667,5,4077,2013,75065
73579.0,6,4077,2013,75065
73372.83333333333,7,4076,2013,75065
73166.66666666667,8,4075,2013,75065
72960.5,9,4075,2013,75065
72754.33333333333,10,4074,2013,75065
72548.16666666667,11,4073,2013,75065
72342.0,12,4073,2013,75065
72351.0,1,4081,2014,75065
72360.0,2,4089,2014,75065
72369.0,3,4097,2014,75065
72378.0,4,4106,2014,75065
72387.0,5,4114,2014,75065
72396.0,6,4122,2014,75065
72405.0,7,4130,2014,75065
72414.0,8,4139,2014,75065
72423.0,9,4147,2014,75065
72432.0,10,4155,2014,75065
72441.0,11,4163,2014,75065
72450.0,12,4172,2014,75065
72515.83333333333,1,4184,2015,75065
72581.66666666667,2,4197,2015,75065
72647.5,3,4209,2015,75065
72713.33333333333,4,4222,2015,75065
72779.16666666667,5,4234,2015,75065
72845.0,6,4247,2015,75065
72910.83333333333,7,4259,2015,75065
72976.66666666667,8,4272,2015,75065
73042.5,9,4284,2015,75065
73108.33333333333,10,4297,2015,75065
73174.16666666667,11,4309,2015,75065
73240.0,12,4322,2015,75065
73382.41666666667,1,4327,2016,75065
73524.83333333333,2,4333,2016,75065
73667.25,3,4338,2016,75065
73809.66666666667,4,4344,2016,75065
73952.08333333333,5,4349,2016,75065
74094.5,6,4355,2016,75065
74236.91666666667,7,4361,2016,75065
74379.33333333333,8,4366,2016,75065
