OriginalZip,CalendarYearIssued,Issuedmonth,Total_NewConstructions,Total_RemodelsRepairs,TotalCost_NewConstructions,TotalCost_RemodelRepairs
78750,2003,7,5,1,739380,35569
78750,2003,8,14,2,2097624,64750
78750,2003,9,5,4,715679,130300
78750,2003,10,7,3,864345,56654
78750,2003,11,6,3,842879,31500
78750,2003,12,5,1,748076,9800
78750,2004,1,4,2,523292,73000
78750,2004,2,3,2,496906,131662
78750,2004,3,5,0,523020,0
78750,2004,4,3,3,330044,48991
78750,2004,5,2,4,330416,260698
78750,2004,6,0,4,0,129220
78750,2004,7,0,3,0,61747
78750,2004,8,0,1,0,55000
78750,2004,9,0,3,0,82342
78750,2004,10,2,1,615047,21767
78750,2004,11,2,2,305000,23685
78750,2004,12,3,3,739209,95168
78750,2005,1,0,1,0,55000
78750,2005,2,3,0,455422,0
78750,2005,3,3,8,328580,77042
78750,2005,4,2,1,521828,0
78750,2005,5,1,1,300000,500
78750,2005,6,10,1,1893691,25000
78750,2005,7,0,1,0,12000
78750,2005,8,1,2,158260,130959
78750,2005,10,7,1,1457450,50000
78750,2005,11,0,2,0,193000
78750,2006,1,0,3,0,153900
78750,2006,2,2,1,208670,10500
78750,2006,3,1,4,334650,166685
78750,2006,4,8,4,1774000,224523
78750,2006,5,2,1,330000,25000
78750,2006,7,1,2,210000,68700
78750,2006,8,7,0,1221480,0
78750,2006,9,2,3,381480,130050
78750,2006,10,0,1,0,75000
78750,2006,12,1,2,375000,35000
78750,2007,1,2,2,456950,103000
78750,2007,2,30,3,3926187,175100
78750,2007,3,3,4,110828,168090
78750,2007,4,1,3,245840,166585
78750,2007,5,1,1,151250,3800
78750,2007,6,16,3,2540889,122000
78750,2007,7,0,2,0,82900
78750,2007,8,2,2,92000,31140
78750,2007,9,1,1,35000,120500
78750,2007,10,9,1,632350,60000
78750,2007,11,6,4,0,147468
78750,2007,12,25,2,2050000,65000
78750,2008,1,1,1,120000,2500
78750,2008,2,1,0,59700,0
78750,2008,3,2,5,98000,72260
78750,2008,4,3,4,121750,158675
78750,2008,5,0,7,0,91801
78750,2008,6,1,6,40000,216363
78750,2008,7,2,4,0,63597
78750,2008,8,1,4,432000,90300
78750,2008,9,0,5,0,280791
78750,2008,10,1,5,312265,79861
78750,2008,11,2,3,490791,37700
78750,2008,12,1,1,40000,49500
78750,2009,1,0,4,0,97150
78750,2009,2,0,5,0,76445
78750,2009,3,2,3,598150,11317
78750,2009,4,0,3,0,59000
78750,2009,5,1,5,14133,17974
78750,2009,6,4,7,351500,46215
78750,2009,7,0,12,0,220912
78750,2009,8,2,6,110000,60888
78750,2009,9,1,6,262775,21182
78750,2009,10,0,4,0,62838
78750,2009,11,0,7,0,160523
78750,2009,12,1,6,2000,68939
78750,2010,1,1,10,50000,178738
78750,2010,2,2,4,240269,253473
78750,2010,3,1,12,50000,247959
78750,2010,4,2,11,33000,101170
78750,2010,5,2,9,90000,136847
78750,2010,6,2,10,354300,192154
78750,2010,7,4,12,184000,239077
78750,2010,8,2,9,108000,211323
78750,2010,9,2,9,84000,129330
78750,2010,10,3,14,42545,154337
78750,2010,11,0,18,0,261831
78750,2010,12,3,15,392825,223184
78750,2011,1,1,13,250470,133833
78750,2011,2,4,9,365155,136088
78750,2011,3,2,20,366450,252010
78750,2011,4,4,15,138446,264979
78750,2011,5,4,20,765000,238529
78750,2011,6,9,13,717500,336382
78750,2011,7,3,7,270230,130277
78750,2011,8,7,15,608280,237022
78750,2011,9,2,16,119700,200033
78750,2011,10,3,10,186980,96421
78750,2011,11,2,7,47000,76387
78750,2011,12,1,11,85440,198552
78750,2012,1,6,11,828641,104982
78750,2012,2,5,11,479580,196274
78750,2012,3,22,11,2068040,217086
78750,2012,4,4,14,361600,95368
78750,2012,5,8,10,1002234,104348
78750,2012,6,7,14,775548,259702
78750,2012,7,15,11,1611495,111254
78750,2012,8,1,15,350000,241215
78750,2012,9,2,8,492120,96182
78750,2012,10,20,13,2102348,301337
78750,2012,11,9,5,1180415,33551
78750,2012,12,0,7,0,112716
78750,2013,1,7,9,1026414,148027
78750,2013,2,13,13,2891894,313683
78750,2013,3,8,18,1404398,258585
78750,2013,4,3,12,140000,360253
78750,2013,5,9,15,1935374,354050
78750,2013,6,8,12,817920,147081
78750,2013,7,18,13,2553288,244296
78750,2013,8,2,13,64914,83125
78750,2013,9,3,14,150480,234666
78750,2013,10,1,7,244473,87123
78750,2013,11,1,3,40000,58338
78750,2013,12,5,13,573000,222678
78750,2014,1,1,16,40000,123699
78750,2014,2,2,7,91185,158667
78750,2014,3,1,20,14000,290179
78750,2014,4,3,17,95000,679393
78750,2014,5,1,11,40000,173411
78750,2014,6,4,10,240628,186803
78750,2014,7,2,10,39000,168256
78750,2014,8,2,15,280000,244680
78750,2014,9,2,12,120000,1389348
78750,2014,10,2,16,442400,240177
78750,2014,11,0,11,0,223281
78750,2014,12,0,8,0,128047
78750,2015,1,1,9,33300,93486
78750,2015,2,4,13,553000,188954
78750,2015,3,4,9,158000,135610
78750,2015,4,1,8,40000,81464
78750,2015,5,2,19,925347,129899
78750,2015,6,5,14,635000,150361
78750,2015,7,0,13,0,396512
78750,2015,8,2,12,108000,141085
78750,2015,9,0,16,0,284913
78750,2015,10,1,11,50000,213702
78750,2015,11,0,4,0,260750
78750,2015,12,1,6,740000,83670
78750,2016,1,0,4,0,61894
78750,2016,2,2,13,134588,236733
78750,2016,3,0,12,0,360624
78750,2016,4,2,7,139000,104783
78750,2016,5,0,15,0,299842
78750,2016,6,1,13,35000,322887
78750,2016,7,1,8,450000,119044
78750,2016,8,1,15,35000,549989
78750,2016,9,9,6,1662360,49703
78750,2016,10,0,8,0,482211
78750,2016,11,1,4,50000,160700
78750,2016,12,1,6,389000,341500
78750,2017,1,1,13,10000,480920
78750,2017,2,1,13,380000,168528
78750,2017,3,1,16,50000,384439
78750,2017,4,1,16,30000,274061
78750,2017,5,1,15,500,698595
78750,2017,6,2,12,55300,374697
78750,2017,7,2,12,252000,90877
78750,2017,8,0,12,0,189634
78750,2017,9,0,15,0,338172
78750,2017,10,0,13,0,335895
78750,2017,11,0,13,0,417000
78750,2017,12,0,15,0,336692
78750,2018,1,0,17,0,347279
78750,2018,2,0,20,0,377391
78750,2018,3,0,17,0,314515
78750,2018,4,2,21,113000,392010
78750,2018,5,2,20,62434,270432
78751,1996,1,1,2,136000,9200
78751,1996,2,0,1,0,6100
78751,1996,3,0,3,0,75250
78751,1996,4,0,3,0,59000
78751,1996,5,2,4,215000,97350
78751,1996,6,0,3,0,67156
78751,1996,7,1,4,100000,63600
78751,1996,8,0,6,0,33200
78751,1996,9,0,1,0,3000
78751,1996,10,0,6,0,569340
78751,1996,11,0,7,0,61050
78751,1996,12,0,3,0,43112
78751,1997,1,0,3,0,98537
78751,1997,2,0,11,0,216389
78751,1997,3,4,4,360000,77870
78751,1997,4,1,5,10000,55044
78751,1997,5,0,1,0,3000
78751,1997,6,2,9,125000,217094
78751,1997,7,0,5,0,124500
78751,1997,8,0,5,0,33800
78751,1997,9,1,5,0,121750
78751,1997,10,0,5,0,200870
78751,1997,11,3,3,298123,69900
78751,1997,12,0,2,0,76500
78751,1998,1,0,5,0,168710
78751,1998,2,0,4,0,141800
78751,1998,3,4,8,161000,227525
78751,1998,4,0,6,0,100850
78751,1998,5,0,2,0,193000
78751,1998,6,1,5,83158,125300
78751,1998,7,0,3,0,25065
78751,1998,8,0,3,0,6200
78751,1998,9,2,3,126000,135000
78751,1998,10,0,6,0,212700
78751,1998,11,0,2,0,37000
78751,1998,12,0,6,0,135900
78751,1999,1,3,4,112000,177554
78751,1999,2,0,4,0,95500
78751,1999,3,2,12,9986,125938
78751,1999,4,1,2,40000,127700
78751,1999,5,0,6,0,415800
78751,1999,6,1,5,12150,149250
78751,1999,7,0,4,0,157715
78751,1999,8,1,0,120000,0
78751,1999,9,1,7,85000,249200
78751,1999,10,0,1,0,400
78751,1999,11,2,4,205000,276000
78751,1999,12,1,2,400000,14280
78751,2000,1,0,3,0,90356
78751,2000,2,0,3,0,85500
78751,2000,3,1,1,17750,60000
78751,2000,4,3,3,361000,69000
78751,2000,5,3,6,155000,257632
78751,2000,6,0,7,0,127125
78751,2000,7,0,3,0,43000
78751,2000,8,1,5,230000,148850
78751,2000,9,0,4,0,61444
78751,2000,10,2,9,23000,397550
78751,2000,11,1,7,10900,260742
78751,2000,12,1,5,140000,40044
78751,2001,1,1,1,75000,5000
78751,2001,2,1,1,20000,40000
78751,2001,3,3,2,765000,86030
78751,2001,4,2,4,240000,275890
78751,2001,5,3,4,228000,35800
78751,2001,6,1,6,242000,138032
78751,2001,7,0,5,0,118465
78751,2001,8,1,8,50000,101800
78751,2001,9,0,7,0,150106
78751,2001,10,1,3,31000,5500
78751,2001,11,0,5,0,142975
78751,2001,12,0,5,0,150350
78751,2002,1,1,3,95000,127892
78751,2002,2,0,4,0,92050
78751,2002,3,2,7,209200,176860
78751,2002,4,6,5,934000,238100
78751,2002,5,1,10,36750,177896
78751,2002,6,3,7,133000,133050
78751,2002,7,0,4,0,156000
78751,2002,8,3,4,650000,52866
78751,2002,9,3,8,335000,101722
78751,2002,10,1,4,40000,112544
78751,2002,11,4,8,314138,332500
78751,2002,12,3,4,260000,43500
78751,2003,1,3,3,190000,11692
78751,2003,2,8,5,1200000,146600
78751,2003,3,3,3,291000,269700
78751,2003,4,3,5,560000,71200
78751,2003,5,0,6,0,103775
78751,2003,6,1,3,45000,119703
78751,2003,7,1,4,2000,129200
78751,2003,8,5,4,695000,2550
78751,2003,9,5,3,350000,72600
78751,2003,10,1,5,219000,231920
78751,2003,11,5,6,460000,129250
78751,2003,12,5,6,475847,366300
78751,2004,1,0,3,0,87009
78751,2004,2,1,5,100000,110288
78751,2004,3,18,4,1676950,82800
78751,2004,4,1,10,100000,295695
78751,2004,5,3,5,390000,129042
78751,2004,6,1,11,100000,400781
78751,2004,7,1,7,50000,357208
78751,2004,8,2,8,215000,202600
78751,2004,9,1,4,8500,171800
78751,2004,10,2,4,210000,451444
78751,2004,11,4,6,497000,201000
78751,2004,12,1,9,1000,337500
78751,2005,1,2,7,250000,145500
78751,2005,2,4,4,734000,47355
78751,2005,3,9,7,835000,100100
78751,2005,4,4,3,236000,117700
78751,2005,5,10,6,1286565,56000
78751,2005,6,5,8,483000,122450
78751,2005,7,5,11,970000,756000
78751,2005,8,6,7,490000,594000
78751,2005,9,2,2,280000,172900
78751,2005,10,8,8,1197740,181500
78751,2005,11,0,8,0,168850
78751,2005,12,9,6,1128500,339500
78751,2006,1,8,3,1163000,62500
78751,2006,2,6,12,967225,524700
78751,2006,3,7,10,860060,226500
78751,2006,4,2,8,300000,421618
78751,2006,5,1,8,150000,116700
78751,2006,6,1,6,200000,347500
78751,2006,7,6,10,670000,571880
78751,2006,8,4,9,640000,235400
78751,2006,9,4,16,540400,1140800
78751,2006,10,5,11,715000,314700
78751,2006,11,2,7,275000,50850
78751,2006,12,1,11,250000,63400
78751,2007,1,3,2,619054,23000
78751,2007,2,2,7,380000,197000
78751,2007,3,5,9,345000,500366
78751,2007,4,9,5,1619353,480100
78751,2007,5,2,8,55000,211900
78751,2007,6,1,12,65000,400659
78751,2007,7,1,13,85600,675750
78751,2007,8,6,12,730963,270700
78751,2007,9,3,10,301000,208100
78751,2007,10,5,10,938040,473760
78751,2007,11,1,4,250000,138344
78751,2007,12,6,8,1213000,369500
78751,2008,1,3,6,1150000,467300
78751,2008,2,8,11,1236920,578421
78751,2008,3,3,14,528000,680495
78751,2008,4,3,8,420000,597544
78751,2008,5,0,7,0,191338
78751,2008,6,2,13,172660,220898
78751,2008,7,2,11,70000,646650
78751,2008,8,2,11,208000,208182
78751,2008,9,3,11,400000,228200
78751,2008,10,2,10,130550,42000
78751,2008,11,0,6,0,265100
78751,2008,12,3,13,520620,393107
78751,2009,1,2,6,685965,168000
78751,2009,2,0,13,0,99233
78751,2009,3,1,12,8300,353651
78751,2009,4,2,18,24500,276328
78751,2009,5,6,18,860763,309694
78751,2009,6,1,9,60000,462900
78751,2009,7,1,12,210000,165510
78751,2009,8,2,9,574990,219100
78751,2009,9,1,9,550000,89400
78751,2009,10,0,4,0,37543
78751,2009,11,0,10,0,318450
78751,2009,12,1,4,200000,75900
78751,2010,1,2,11,219500,278662
78751,2010,2,4,12,260945,209496
78751,2010,3,4,14,310000,43374
78751,2010,4,3,27,823872,497360
78751,2010,5,7,18,444750,278720
78751,2010,6,1,7,25000,341900
78751,2010,7,2,13,277000,468950
78751,2010,8,2,18,200000,244496
78751,2010,9,2,10,278900,200966
78751,2010,10,0,12,0,170870
78751,2010,11,3,12,22000,265389
78751,2010,12,1,15,80000,390485
78751,2011,1,2,16,233500,156805
78751,2011,2,1,9,80000,182772
78751,2011,3,1,13,150000,351643
78751,2011,4,5,15,589500,577975
78751,2011,5,0,14,0,295500
78751,2011,6,2,25,380000,432459
78751,2011,7,4,9,111000,89000
78751,2011,8,2,11,150000,384765
78751,2011,9,2,14,470800,266179
78751,2011,10,1,11,215000,89557
78751,2011,11,3,10,685000,66424
78751,2011,12,1,3,40000,30000
78751,2012,1,6,12,679742,147200
78751,2012,2,2,6,215000,242520
78751,2012,3,3,12,333347,207814
78751,2012,4,4,10,300000,157220
78751,2012,5,7,10,865753,588175
78751,2012,6,2,12,125000,166100
78751,2012,7,6,13,681208,206490
78751,2012,8,0,19,0,237455
78751,2012,9,9,9,1659973,345850
78751,2012,10,1,13,45000,215110
78751,2012,11,3,13,523575,178775
78751,2012,12,0,15,0,247281
78751,2013,1,2,9,280000,187676
78751,2013,2,1,7,150000,54510
78751,2013,3,3,11,283000,286272
78751,2013,4,6,13,1044000,399075
78751,2013,5,5,33,1372493,438138
78751,2013,6,8,14,1639986,586591
78751,2013,7,4,8,340031,252180
78751,2013,8,9,12,1695175,336100
78751,2013,9,16,16,2012500,307618
78751,2013,10,3,14,332000,179218
78751,2013,11,6,6,892000,380000
78751,2013,12,1,12,50000,731423
78751,2014,1,4,10,484000,347124
78751,2014,2,10,9,1123470,472349
78751,2014,3,5,6,690000,37505
78751,2014,4,4,9,252000,238075
78751,2014,5,2,10,300000,167340
78751,2014,6,2,12,210000,227550
78751,2014,7,9,18,1060500,652123
78751,2014,8,3,15,575500,548671
78751,2014,9,3,11,335000,764445
78751,2014,10,4,16,697000,215300
78751,2014,11,6,15,798000,366974
78751,2014,12,0,9,0,50593
78751,2015,1,5,15,832600,949120
78751,2015,2,10,7,992700,328884
78751,2015,3,1,11,125000,210995
78751,2015,4,5,10,528360,152365
78751,2015,5,4,9,778000,317900
78751,2015,6,4,6,575000,98221
78751,2015,7,9,12,1425075,331888
78751,2015,8,14,14,1632000,331615
78751,2015,9,11,12,943250,412158
78751,2015,10,11,16,1166535,660790
78751,2015,11,2,9,280000,157773
78751,2015,12,2,11,230000,299149
78751,2016,1,5,14,975000,418961
78751,2016,2,3,17,440000,826390
78751,2016,3,3,11,641000,441251
78751,2016,4,8,6,910000,45750
78751,2016,5,0,14,0,123416
78751,2016,6,5,11,483315,383155
78751,2016,7,5,7,907864,463134
78751,2016,8,4,6,985000,394500
78751,2016,9,6,15,1585000,212042
78751,2016,10,1,11,400000,412850
78751,2016,11,5,5,703375,254200
78751,2016,12,4,11,380000,289574
78751,2017,1,8,11,1122000,795035
78751,2017,2,4,9,680000,36050
78751,2017,3,5,11,737225,211700
78751,2017,4,6,6,678000,212900
78751,2017,5,4,9,574000,372282
78751,2017,6,3,11,277500,1253600
78751,2017,7,7,11,1459000,371000
78751,2017,8,3,8,452500,363100
78751,2017,9,4,12,532529,674999
78751,2017,10,5,9,681200,116765
78751,2017,11,2,6,545000,221300
78751,2017,12,9,9,1755000,328023
78751,2018,1,4,13,744000,681650
78751,2018,2,0,10,0,597030
78751,2018,3,4,12,510000,294500
78751,2018,4,4,18,550000,549575
78751,2018,5,7,12,849500,111950
78752,1996,1,0,3,0,64300
78752,1996,2,0,3,0,5200
78752,1996,3,0,2,0,21020
78752,1996,4,0,5,0,48700
78752,1996,5,0,2,0,0
78752,1996,6,0,3,0,20400
78752,1996,7,0,3,0,25825
78752,1996,9,0,4,0,68200
78752,1996,10,0,2,0,0
78752,1996,11,0,6,0,33700
78752,1996,12,0,1,0,20700
78752,1997,1,0,7,0,124200
78752,1997,2,0,4,0,18731
78752,1997,3,0,1,0,11000
78752,1997,4,0,2,0,65000
78752,1997,5,0,3,0,57000
78752,1997,6,0,3,0,30000
78752,1997,7,0,2,0,2000
78752,1997,8,0,1,0,45000
78752,1997,10,0,2,0,620
78752,1997,11,0,1,0,1460
78752,1998,1,0,1,0,13000
78752,1998,2,0,2,0,1500
78752,1998,3,1,0,1500,0
78752,1998,5,0,3,0,49400
78752,1998,6,0,3,0,41500
78752,1998,7,0,1,0,43000
78752,1998,8,0,4,0,7900
78752,1998,9,0,3,0,3900
78752,1998,11,1,1,65000,21250
78752,1999,3,1,1,65000,6000
78752,1999,4,2,2,65300,18050
78752,1999,5,2,1,100658,20000
78752,1999,7,0,1,0,7000
78752,1999,8,0,1,0,0
78752,1999,11,0,1,0,2500
78752,1999,12,0,1,0,450
78752,2000,3,3,0,142500,0
78752,2000,4,5,0,279500,0
78752,2000,5,4,1,232000,15000
78752,2000,6,8,3,448500,74900
78752,2000,7,1,2,72182,28450
78752,2000,8,5,1,180400,5000
78752,2000,11,1,0,75000,0
78752,2000,12,1,1,97000,30000
78752,2001,1,1,0,111215,0
78752,2001,2,1,1,50000,0
78752,2001,3,0,1,0,35000
78752,2001,4,1,0,131683,0
78752,2001,5,1,1,48000,0
78752,2001,6,5,2,323000,30000
78752,2001,7,1,2,60000,18000
78752,2001,10,0,4,0,176500
78752,2001,12,1,1,195000,800
78752,2002,1,0,1,0,16798
78752,2002,2,0,4,0,131100
78752,2002,3,2,0,180000,0
78752,2002,4,0,2,0,44
78752,2002,5,6,3,438639,11000
78752,2002,6,6,2,421840,11000
78752,2002,7,0,2,0,10600
78752,2002,8,1,0,110000,0
78752,2002,9,9,1,486500,10000
78752,2002,10,1,1,96650,8520
78752,2002,12,0,1,0,23000
78752,2003,1,1,3,100000,113900
78752,2003,2,0,1,0,3500
78752,2003,3,1,1,45000,0
78752,2003,4,2,1,240000,400
78752,2003,5,4,0,434455,0
78752,2003,6,0,1,0,2000
78752,2003,7,0,1,0,0
78752,2003,8,0,1,0,24000
78752,2003,10,0,1,0,2500
78752,2003,11,1,0,3000,0
78752,2003,12,0,1,0,8700
78752,2004,1,1,1,120000,12000
78752,2004,2,3,2,316000,12000
78752,2004,3,2,1,135000,3550
78752,2004,4,0,1,0,0
78752,2004,5,4,1,320000,500
78752,2004,6,1,1,2000,30000
78752,2004,7,0,1,0,32000
78752,2004,8,3,1,196300,52000
78752,2004,9,3,0,280000,0
78752,2004,10,5,1,248000,30000
78752,2004,11,8,0,433000,0
78752,2004,12,2,3,160000,0
78752,2005,1,3,0,420000,0
78752,2005,2,0,3,0,11001
78752,2005,3,3,1,420000,19700
78752,2005,4,4,1,272000,9600
78752,2005,5,2,2,102000,105000
78752,2005,6,0,1,0,1000
78752,2005,7,5,2,465000,3200
78752,2005,8,0,4,0,32000
78752,2005,9,0,2,0,7500
78752,2005,10,6,1,470000,31000
78752,2005,11,1,2,70000,1500
78752,2005,12,3,2,350000,68200
78752,2006,1,1,2,40000,20000
78752,2006,2,2,4,21800,47500
78752,2006,3,0,2,0,45200
78752,2006,5,3,1,344980,35600
78752,2006,6,2,1,145010,36000
78752,2006,7,2,4,170000,38900
78752,2006,8,2,2,220000,59200
78752,2006,9,0,3,0,104000
78752,2006,10,3,2,380000,0
78752,2006,11,5,3,565000,28600
78752,2006,12,0,1,0,0
78752,2007,1,0,2,0,19200
78752,2007,3,3,2,270000,50500
78752,2007,4,0,2,0,163000
78752,2007,5,0,3,0,98612
78752,2007,6,0,5,0,221200
78752,2007,7,2,0,360000,0
78752,2007,8,0,1,0,1500
78752,2007,9,0,2,0,4400
78752,2007,10,0,2,0,12650
78752,2007,11,0,1,0,33250
78752,2007,12,0,2,0,7000
78752,2008,1,0,1,0,7500
78752,2008,2,1,2,180000,85995
78752,2008,3,0,3,0,32647
78752,2008,4,3,4,105500,3544
78752,2008,5,2,2,91500,7500
78752,2008,6,0,2,0,5500
78752,2008,7,1,3,300000,23000
78752,2008,8,0,4,0,73835
78752,2008,9,0,3,0,78000
78752,2008,10,0,3,0,18450
78752,2008,11,0,3,0,33500
78752,2008,12,0,3,0,54000
78752,2009,1,0,5,0,64305
78752,2009,2,0,1,0,700
78752,2009,3,0,1,0,1500
78752,2009,4,0,1,0,0
78752,2009,5,0,2,0,28374
78752,2009,6,1,2,109000,6748
78752,2009,7,1,3,95000,20000
78752,2009,8,2,7,171880,37805
78752,2009,9,1,3,45008,22950
78752,2009,10,0,6,0,82500
78752,2009,11,0,1,0,7500
78752,2009,12,0,7,0,39637
78752,2010,1,0,1,0,7000
78752,2010,2,0,2,0,41800
78752,2010,3,0,5,0,107258
78752,2010,4,1,2,8000,5750
78752,2010,5,0,2,0,23000
78752,2010,6,1,14,95000,98922
78752,2010,7,0,3,0,59750
78752,2010,8,0,3,0,14900
78752,2010,10,5,5,500000,55825
78752,2010,11,1,2,5300,19895
78752,2010,12,0,3,0,13562
78752,2011,1,0,3,0,15300
78752,2011,2,1,1,1000,2500
78752,2011,3,1,6,62000,36267
78752,2011,4,0,7,0,39550
78752,2011,5,0,3,0,28000
78752,2011,6,0,4,0,18800
78752,2011,7,2,6,246248,39072
78752,2011,8,0,9,0,56284
78752,2011,9,1,3,25000,900
78752,2011,10,0,5,0,83238
78752,2011,11,1,4,4000,55000
78752,2011,12,1,4,60000,17900
78752,2012,1,0,5,0,5200
78752,2012,2,0,4,0,66500
78752,2012,3,0,6,0,18718
78752,2012,4,2,4,115000,125025
78752,2012,5,0,6,0,41795
78752,2012,6,1,7,6000,45707
78752,2012,7,0,8,0,256555
78752,2012,8,1,1,23000,3000
78752,2012,9,0,2,0,6600
78752,2012,10,1,8,5000,43975
78752,2012,11,0,2,0,55000
78752,2012,12,0,3,0,50000
78752,2013,1,0,3,0,7990
78752,2013,2,0,4,0,87000
78752,2013,3,1,1,67000,1400
78752,2013,4,1,4,70000,95000
78752,2013,5,2,8,262788,49900
78752,2013,6,1,3,15000,19974
78752,2013,7,0,3,0,27060
78752,2013,8,2,5,240000,25600
78752,2013,9,1,5,76000,142779
78752,2013,10,0,7,0,181309
78752,2013,11,3,6,388074,262641
78752,2013,12,0,6,0,124000
78752,2014,1,1,3,116500,5350
78752,2014,2,2,4,110000,24113
78752,2014,3,0,2,0,6500
78752,2014,4,1,2,115000,9185
78752,2014,5,2,4,275816,22000
78752,2014,6,0,7,0,222841
78752,2014,7,1,4,32500,63342
78752,2014,8,0,7,0,34139
78752,2014,9,2,9,170000,76992
78752,2014,10,3,11,240700,244522
78752,2014,11,1,3,180000,28986
78752,2014,12,0,5,0,40411
78752,2015,1,4,0,280000,0
78752,2015,2,5,5,430000,49755
78752,2015,3,3,2,240000,14800
78752,2015,4,0,6,0,39558
78752,2015,5,3,9,166000,67284
78752,2015,6,0,5,0,80500
78752,2015,7,5,2,921000,6750
78752,2015,8,2,7,270000,255807
78752,2015,9,2,7,270000,152300
78752,2015,10,0,5,0,117105
78752,2015,11,2,2,400000,11900
78752,2015,12,1,2,200000,96000
78752,2016,1,0,8,0,150461
78752,2016,2,0,9,0,60623
78752,2016,3,0,6,0,132745
78752,2016,4,3,8,300000,96775
78752,2016,5,7,3,725000,62400
78752,2016,6,7,9,1377000,193009
78752,2016,7,3,3,624000,33050
78752,2016,8,4,2,884000,3410
78752,2016,9,0,2,0,40000
78752,2016,10,0,3,0,78700
78752,2016,11,0,2,0,11374
78752,2016,12,3,5,539725,211700
78752,2017,1,9,4,1322296,47200
78752,2017,2,0,3,0,14000
78752,2017,3,2,7,700000,277088
78752,2017,4,0,2,0,25635
78752,2017,5,0,9,0,263749
78752,2017,6,4,7,550000,124600
78752,2017,7,2,5,360000,39926
78752,2017,8,3,4,895000,64900
78752,2017,9,2,5,331000,270400
78752,2017,10,4,3,550000,198780
78752,2017,11,7,5,1314999,43440
78752,2017,12,10,4,1613000,71800
78752,2018,1,7,8,898700,224914
78752,2018,2,3,5,310000,172620
78752,2018,3,3,6,650000,48790
78752,2018,4,2,9,350000,228200
78752,2018,5,1,13,105000,167033
78753,1996,1,3,2,233297,20700
78753,1996,2,12,5,1078477,9200
78753,1996,3,2,1,190787,49400
78753,1996,4,1,3,100446,19700
78753,1996,5,3,1,275101,4000
78753,1996,6,0,1,0,18200
78753,1996,7,3,3,255831,8500
78753,1996,8,2,1,179851,200
78753,1996,9,1,1,76940,5000
78753,1996,10,4,1,280373,0
78753,1996,11,1,2,73076,1950
78753,1996,12,6,1,552076,0
78753,1997,1,4,1,356513,700
78753,1997,2,3,3,268615,16300
78753,1997,3,3,3,319158,2858
78753,1997,4,1,3,54000,31096
78753,1997,5,2,8,191763,39800
78753,1997,6,2,3,185099,21800
78753,1997,7,4,2,280537,700
78753,1997,8,15,3,798535,18750
78753,1997,9,9,0,666866,0
78753,1997,10,8,1,406758,4500
78753,1997,11,9,1,583858,2421
78753,1997,12,5,1,258214,3900
78753,1998,1,5,2,261404,30000
78753,1998,2,17,0,1117161,0
78753,1998,3,21,3,1298784,39650
78753,1998,4,12,2,778696,400
78753,1998,5,24,3,1243137,141090
78753,1998,6,4,3,166176,52483
78753,1998,7,15,1,1011096,3250
78753,1998,8,10,2,629664,3000
78753,1998,9,11,4,745096,32301
78753,1998,10,14,1,1232400,1800
78753,1998,11,12,2,947704,30450
78753,1998,12,9,0,753760,0
78753,1999,1,15,0,960296,0
78753,1999,2,19,2,1055224,135001
78753,1999,3,12,1,1052154,5200
78753,1999,4,16,0,945296,0
78753,1999,5,48,1,2172358,0
78753,1999,6,48,2,2104160,42000
78753,1999,7,11,1,746682,34000
78753,1999,8,24,0,1525245,0
78753,1999,9,32,2,2684950,76750
78753,1999,10,12,2,1288771,24700
78753,1999,11,18,1,1347496,1500
78753,1999,12,22,0,1526232,0
78753,2000,1,7,3,461128,1000
78753,2000,2,8,3,517927,26000
78753,2000,3,5,7,323233,19844
78753,2000,4,13,0,866351,0
78753,2000,5,8,1,531718,1500
78753,2000,6,13,1,782882,5200
78753,2000,7,14,3,1119682,7858
78753,2000,8,43,7,3454365,93250
78753,2000,9,34,2,3043788,4195
78753,2000,10,10,1,718755,10000
78753,2000,11,30,1,3133711,1000
78753,2000,12,13,2,1384208,21500
78753,2001,1,6,2,522938,18000
78753,2001,2,0,3,0,24200
78753,2001,3,7,2,640592,28500
78753,2001,4,1,2,79030,1500
78753,2001,5,2,1,222944,1000
78753,2001,6,0,2,0,0
78753,2001,7,3,1,350940,875
78753,2001,8,2,2,200230,1800
78753,2001,9,0,1,0,28750
78753,2001,10,1,1,140000,49500
78753,2001,11,2,1,59200,3975
78753,2002,1,4,2,405784,23700
78753,2002,2,2,3,115000,72400
78753,2002,3,2,1,185000,35000
78753,2002,4,0,1,0,39000
78753,2002,5,1,5,92000,36077
78753,2002,6,0,4,0,127000
78753,2002,7,2,1,250800,40000
78753,2002,8,0,4,0,11430
78753,2002,9,1,2,135000,22000
78753,2002,10,1,3,150000,29600
78753,2002,11,0,1,0,1500
78753,2002,12,2,1,146892,10000
78753,2003,1,0,2,0,58044
78753,2003,2,1,2,156000,1000
78753,2003,3,0,1,0,5788
78753,2003,4,0,2,0,25100
78753,2003,5,1,0,150000,0
78753,2003,7,0,3,0,13570
78753,2003,8,2,1,180100,58257
78753,2003,9,0,1,0,26500
78753,2003,10,0,2,0,4450
78753,2003,12,1,0,75000,0
78753,2004,1,0,2,0,20000
78753,2004,2,0,3,0,41200
78753,2004,3,2,1,162950,100000
