Inventory Measure,Zip Code,Year,Month
26.0,78736,2016,3
22.0,78736,2016,4
24.0,78736,2016,5
26.0,78736,2016,6
26.0,78736,2016,7
25.0,78736,2016,8
20.0,78736,2016,9
27.0,78736,2016,10
28.0,78736,2016,11
34.0,78736,2016,12
28.0,78736,2017,1
24.0,78736,2017,2
23.0,78736,2017,3
21.0,78736,2017,4
28.0,78736,2017,5
22.0,78736,2017,6
22.0,78736,2017,7
28.0,78736,2017,8
24.0,78736,2017,9
18.0,78736,2017,10
17.0,78736,2017,11
19.0,78736,2017,12
17.0,78736,2018,1
17.0,78736,2018,2
18.0,78736,2018,3
22.0,78736,2018,4
361.0,78738,2010,1
356.0,78738,2010,2
376.0,78738,2010,3
380.0,78738,2010,4
344.0,78738,2010,5
332.0,78738,2010,6
312.0,78738,2010,7
305.0,78738,2010,8
305.0,78738,2010,9
294.0,78738,2010,10
304.0,78738,2010,11
293.0,78738,2010,12
276.0,78738,2011,1
278.0,78738,2011,2
301.0,78738,2011,3
330.0,78738,2011,4
328.0,78738,2011,5
356.0,78738,2011,6
372.0,78738,2011,7
273.0,78738,2011,8
259.0,78738,2011,9
259.0,78738,2011,10
241.0,78738,2011,11
200.0,78738,2011,12
187.0,78738,2012,1
199.0,78738,2012,2
238.0,78738,2012,3
241.0,78738,2012,4
252.0,78738,2012,5
260.0,78738,2012,6
234.0,78738,2012,7
207.0,78738,2012,8
188.0,78738,2012,9
178.0,78738,2012,10
178.0,78738,2012,11
177.0,78738,2012,12
174.0,78738,2013,1
190.0,78738,2013,2
198.0,78738,2013,3
202.0,78738,2013,4
211.0,78738,2013,5
220.0,78738,2013,6
217.0,78738,2013,7
204.0,78738,2013,8
183.0,78738,2013,9
201.0,78738,2013,10
190.0,78738,2013,11
178.0,78738,2013,12
166.0,78738,2014,1
185.0,78738,2014,2
194.0,78738,2014,3
231.0,78738,2014,4
205.0,78738,2014,5
227.0,78738,2014,6
240.0,78738,2014,7
227.0,78738,2014,8
235.0,78738,2014,9
229.0,78738,2014,10
228.0,78738,2014,11
220.0,78738,2014,12
242.0,78738,2015,1
254.0,78738,2015,2
272.0,78738,2015,3
287.0,78738,2015,4
296.0,78738,2015,5
312.0,78738,2015,6
348.0,78738,2015,7
331.0,78738,2015,8
304.0,78738,2015,9
292.0,78738,2015,10
276.0,78738,2015,11
258.0,78738,2015,12
212.0,78738,2016,1
219.0,78738,2016,2
252.0,78738,2016,3
252.0,78738,2016,4
264.0,78738,2016,5
315.0,78738,2016,6
325.0,78738,2016,7
305.0,78738,2016,8
274.0,78738,2016,9
286.0,78738,2016,10
277.0,78738,2016,11
266.0,78738,2016,12
260.0,78738,2017,1
277.0,78738,2017,2
312.0,78738,2017,3
332.0,78738,2017,4
328.0,78738,2017,5
332.0,78738,2017,6
316.0,78738,2017,7
296.0,78738,2017,8
280.0,78738,2017,9
276.0,78738,2017,10
266.0,78738,2017,11
246.0,78738,2017,12
231.0,78738,2018,1
246.0,78738,2018,2
262.0,78738,2018,3
261.0,78738,2018,4
184.0,78745,2010,1
182.0,78745,2010,2
205.0,78745,2010,3
233.0,78745,2010,4
234.0,78745,2010,5
250.0,78745,2010,6
254.0,78745,2010,7
230.0,78745,2010,8
229.0,78745,2010,9
242.0,78745,2010,10
256.0,78745,2010,11
242.0,78745,2010,12
234.0,78745,2011,1
256.0,78745,2011,2
234.0,78745,2011,3
250.0,78745,2011,4
240.0,78745,2011,5
262.0,78745,2011,6
259.0,78745,2011,7
217.0,78745,2011,8
208.0,78745,2011,9
201.0,78745,2011,10
172.0,78745,2011,11
163.0,78745,2011,12
146.0,78745,2012,1
138.0,78745,2012,2
130.0,78745,2012,3
114.0,78745,2012,4
112.0,78745,2012,5
106.0,78745,2012,6
102.0,78745,2012,7
115.0,78745,2012,8
100.0,78745,2012,9
100.0,78745,2012,10
86.0,78745,2012,11
59.0,78745,2012,12
52.0,78745,2013,1
52.0,78745,2013,2
57.0,78745,2013,3
46.0,78745,2013,4
49.0,78745,2013,5
52.0,78745,2013,6
65.0,78745,2013,7
76.0,78745,2013,8
75.0,78745,2013,9
72.0,78745,2013,10
71.0,78745,2013,11
65.0,78745,2013,12
43.0,78745,2014,1
41.0,78745,2014,2
36.0,78745,2014,3
39.0,78745,2014,4
32.0,78745,2014,5
45.0,78745,2014,6
51.0,78745,2014,7
62.0,78745,2014,8
66.0,78745,2014,9
72.0,78745,2014,10
66.0,78745,2014,11
51.0,78745,2014,12
40.0,78745,2015,1
45.0,78745,2015,2
59.0,78745,2015,3
68.0,78745,2015,4
67.0,78745,2015,5
58.0,78745,2015,6
82.0,78745,2015,7
108.0,78745,2015,8
96.0,78745,2015,9
98.0,78745,2015,10
96.0,78745,2015,11
61.0,78745,2015,12
56.0,78745,2016,1
60.0,78745,2016,2
57.0,78745,2016,3
61.0,78745,2016,4
58.0,78745,2016,5
70.0,78745,2016,6
98.0,78745,2016,7
113.0,78745,2016,8
127.0,78745,2016,9
136.0,78745,2016,10
127.0,78745,2016,11
122.0,78745,2016,12
114.0,78745,2017,1
107.0,78745,2017,2
93.0,78745,2017,3
98.0,78745,2017,4
89.0,78745,2017,5
90.0,78745,2017,6
108.0,78745,2017,7
120.0,78745,2017,8
118.0,78745,2017,9
116.0,78745,2017,10
113.0,78745,2017,11
98.0,78745,2017,12
77.0,78745,2018,1
80.0,78745,2018,2
88.0,78745,2018,3
92.0,78745,2018,4
224.0,78746,2010,1
240.0,78746,2010,2
258.0,78746,2010,3
278.0,78746,2010,4
281.0,78746,2010,5
293.0,78746,2010,6
312.0,78746,2010,7
284.0,78746,2010,8
281.0,78746,2010,9
272.0,78746,2010,10
255.0,78746,2010,11
239.0,78746,2010,12
207.0,78746,2011,1
210.0,78746,2011,2
242.0,78746,2011,3
268.0,78746,2011,4
276.0,78746,2011,5
286.0,78746,2011,6
278.0,78746,2011,7
252.0,78746,2011,8
216.0,78746,2011,9
191.0,78746,2011,10
168.0,78746,2011,11
154.0,78746,2011,12
132.0,78746,2012,1
145.0,78746,2012,2
189.0,78746,2012,3
192.0,78746,2012,4
200.0,78746,2012,5
212.0,78746,2012,6
213.0,78746,2012,7
203.0,78746,2012,8
184.0,78746,2012,9
177.0,78746,2012,10
157.0,78746,2012,11
130.0,78746,2012,12
101.0,78746,2013,1
100.0,78746,2013,2
120.0,78746,2013,3
132.0,78746,2013,4
139.0,78746,2013,5
136.0,78746,2013,6
155.0,78746,2013,7
146.0,78746,2013,8
143.0,78746,2013,9
133.0,78746,2013,10
120.0,78746,2013,11
98.0,78746,2013,12
79.0,78746,2014,1
81.0,78746,2014,2
80.0,78746,2014,3
96.0,78746,2014,4
88.0,78746,2014,5
110.0,78746,2014,6
113.0,78746,2014,7
123.0,78746,2014,8
119.0,78746,2014,9
125.0,78746,2014,10
122.0,78746,2014,11
88.0,78746,2014,12
76.0,78746,2015,1
88.0,78746,2015,2
96.0,78746,2015,3
105.0,78746,2015,4
131.0,78746,2015,5
148.0,78746,2015,6
153.0,78746,2015,7
156.0,78746,2015,8
143.0,78746,2015,9
142.0,78746,2015,10
139.0,78746,2015,11
104.0,78746,2015,12
95.0,78746,2016,1
110.0,78746,2016,2
143.0,78746,2016,3
168.0,78746,2016,4
170.0,78746,2016,5
196.0,78746,2016,6
192.0,78746,2016,7
197.0,78746,2016,8
182.0,78746,2016,9
172.0,78746,2016,10
171.0,78746,2016,11
148.0,78746,2016,12
128.0,78746,2017,1
130.0,78746,2017,2
149.0,78746,2017,3
176.0,78746,2017,4
195.0,78746,2017,5
205.0,78746,2017,6
202.0,78746,2017,7
197.0,78746,2017,8
186.0,78746,2017,9
171.0,78746,2017,10
146.0,78746,2017,11
134.0,78746,2017,12
117.0,78746,2018,1
122.0,78746,2018,2
129.0,78746,2018,3
132.0,78746,2018,4
88.0,78747,2010,1
88.0,78747,2010,2
99.0,78747,2010,3
102.0,78747,2010,4
92.0,78747,2010,5
95.0,78747,2010,6
116.0,78747,2010,7
108.0,78747,2010,8
114.0,78747,2010,9
121.0,78747,2010,10
130.0,78747,2010,11
130.0,78747,2010,12
122.0,78747,2011,1
122.0,78747,2011,2
108.0,78747,2011,3
110.0,78747,2011,4
114.0,78747,2011,5
126.0,78747,2011,6
117.0,78747,2011,7
103.0,78747,2011,8
85.0,78747,2011,9
84.0,78747,2011,10
77.0,78747,2011,11
83.0,78747,2011,12
80.0,78747,2012,1
86.0,78747,2012,2
76.0,78747,2012,3
74.0,78747,2012,4
71.0,78747,2012,5
64.0,78747,2012,6
62.0,78747,2012,7
77.0,78747,2012,8
84.0,78747,2012,9
86.0,78747,2012,10
72.0,78747,2012,11
66.0,78747,2012,12
57.0,78747,2013,1
61.0,78747,2013,2
60.0,78747,2013,3
59.0,78747,2013,4
71.0,78747,2013,5
76.0,78747,2013,6
72.0,78747,2013,7
72.0,78747,2013,8
63.0,78747,2013,9
58.0,78747,2013,10
54.0,78747,2013,11
56.0,78747,2013,12
53.0,78747,2014,1
56.0,78747,2014,2
56.0,78747,2014,3
60.0,78747,2014,4
54.0,78747,2014,5
54.0,78747,2014,6
68.0,78747,2014,7
76.0,78747,2014,8
72.0,78747,2014,9
61.0,78747,2014,10
64.0,78747,2014,11
54.0,78747,2014,12
54.0,78747,2015,1
56.0,78747,2015,2
55.0,78747,2015,3
53.0,78747,2015,4
56.0,78747,2015,5
52.0,78747,2015,6
56.0,78747,2015,7
59.0,78747,2015,8
54.0,78747,2015,9
50.0,78747,2015,10
46.0,78747,2015,11
46.0,78747,2015,12
39.0,78747,2016,1
33.0,78747,2016,2
38.0,78747,2016,3
44.0,78747,2016,4
42.0,78747,2016,5
47.0,78747,2016,6
70.0,78747,2016,7
70.0,78747,2016,8
70.0,78747,2016,9
72.0,78747,2016,10
56.0,78747,2016,11
50.0,78747,2016,12
59.0,78747,2017,1
50.0,78747,2017,2
45.0,78747,2017,3
50.0,78747,2017,4
56.0,78747,2017,5
63.0,78747,2017,6
62.0,78747,2017,7
58.0,78747,2017,8
55.0,78747,2017,9
57.0,78747,2017,10
56.0,78747,2017,11
52.0,78747,2017,12
46.0,78747,2018,1
50.0,78747,2018,2
36.0,78747,2018,3
62.0,78747,2018,4
238.0,78748,2010,1
238.0,78748,2010,2
281.0,78748,2010,3
292.0,78748,2010,4
287.0,78748,2010,5
318.0,78748,2010,6
342.0,78748,2010,7
334.0,78748,2010,8
347.0,78748,2010,9
335.0,78748,2010,10
326.0,78748,2010,11
277.0,78748,2010,12
283.0,78748,2011,1
304.0,78748,2011,2
286.0,78748,2011,3
342.0,78748,2011,4
326.0,78748,2011,5
329.0,78748,2011,6
304.0,78748,2011,7
291.0,78748,2011,8
256.0,78748,2011,9
244.0,78748,2011,10
228.0,78748,2011,11
205.0,78748,2011,12
206.0,78748,2012,1
194.0,78748,2012,2
192.0,78748,2012,3
164.0,78748,2012,4
164.0,78748,2012,5
162.0,78748,2012,6
168.0,78748,2012,7
150.0,78748,2012,8
135.0,78748,2012,9
116.0,78748,2012,10
110.0,78748,2012,11
90.0,78748,2012,12
76.0,78748,2013,1
84.0,78748,2013,2
100.0,78748,2013,3
103.0,78748,2013,4
89.0,78748,2013,5
98.0,78748,2013,6
99.0,78748,2013,7
107.0,78748,2013,8
111.0,78748,2013,9
99.0,78748,2013,10
92.0,78748,2013,11
98.0,78748,2013,12
73.0,78748,2014,1
68.0,78748,2014,2
58.0,78748,2014,3
55.0,78748,2014,4
49.0,78748,2014,5
56.0,78748,2014,6
95.0,78748,2014,7
102.0,78748,2014,8
86.0,78748,2014,9
86.0,78748,2014,10
86.0,78748,2014,11
73.0,78748,2014,12
58.0,78748,2015,1
58.0,78748,2015,2
68.0,78748,2015,3
66.0,78748,2015,4
85.0,78748,2015,5
96.0,78748,2015,6
125.0,78748,2015,7
146.0,78748,2015,8
129.0,78748,2015,9
128.0,78748,2015,10
122.0,78748,2015,11
95.0,78748,2015,12
72.0,78748,2016,1
66.0,78748,2016,2
83.0,78748,2016,3
84.0,78748,2016,4
100.0,78748,2016,5
121.0,78748,2016,6
150.0,78748,2016,7
166.0,78748,2016,8
163.0,78748,2016,9
162.0,78748,2016,10
119.0,78748,2016,11
100.0,78748,2016,12
98.0,78748,2017,1
88.0,78748,2017,2
85.0,78748,2017,3
90.0,78748,2017,4
102.0,78748,2017,5
121.0,78748,2017,6
142.0,78748,2017,7
171.0,78748,2017,8
168.0,78748,2017,9
144.0,78748,2017,10
139.0,78748,2017,11
124.0,78748,2017,12
89.0,78748,2018,1
83.0,78748,2018,2
96.0,78748,2018,3
117.0,78748,2018,4
136.0,78749,2010,1
148.0,78749,2010,2
168.0,78749,2010,3
210.0,78749,2010,4
184.0,78749,2010,5
198.0,78749,2010,6
202.0,78749,2010,7
186.0,78749,2010,8
169.0,78749,2010,9
151.0,78749,2010,10
144.0,78749,2010,11
131.0,78749,2010,12
130.0,78749,2011,1
139.0,78749,2011,2
141.0,78749,2011,3
140.0,78749,2011,4
146.0,78749,2011,5
160.0,78749,2011,6
164.0,78749,2011,7
151.0,78749,2011,8
127.0,78749,2011,9
111.0,78749,2011,10
98.0,78749,2011,11
92.0,78749,2011,12
86.0,78749,2012,1
90.0,78749,2012,2
78.0,78749,2012,3
76.0,78749,2012,4
74.0,78749,2012,5
64.0,78749,2012,6
70.0,78749,2012,7
78.0,78749,2012,8
66.0,78749,2012,9
52.0,78749,2012,10
57.0,78749,2012,11
46.0,78749,2012,12
30.0,78749,2013,1
29.0,78749,2013,2
29.0,78749,2013,3
33.0,78749,2013,4
30.0,78749,2013,5
29.0,78749,2013,6
36.0,78749,2013,7
38.0,78749,2013,8
44.0,78749,2013,9
36.0,78749,2013,10
29.0,78749,2013,11
26.0,78749,2013,12
19.0,78749,2014,1
14.0,78749,2014,2
14.0,78749,2014,3
15.0,78749,2014,4
22.0,78749,2014,5
34.0,78749,2014,6
53.0,78749,2014,7
54.0,78749,2014,8
52.0,78749,2014,9
48.0,78749,2014,10
41.0,78749,2014,11
33.0,78749,2014,12
26.0,78749,2015,1
18.0,78749,2015,2
26.0,78749,2015,3
33.0,78749,2015,4
45.0,78749,2015,5
42.0,78749,2015,6
54.0,78749,2015,7
60.0,78749,2015,8
49.0,78749,2015,9
48.0,78749,2015,10
38.0,78749,2015,11
25.0,78749,2015,12
18.0,78749,2016,1
22.0,78749,2016,2
23.0,78749,2016,3
30.0,78749,2016,4
44.0,78749,2016,5
46.0,78749,2016,6
56.0,78749,2016,7
66.0,78749,2016,8
67.0,78749,2016,9
54.0,78749,2016,10
39.0,78749,2016,11
34.0,78749,2016,12
30.0,78749,2017,1
28.0,78749,2017,2
29.0,78749,2017,3
36.0,78749,2017,4
43.0,78749,2017,5
54.0,78749,2017,6
76.0,78749,2017,7
84.0,78749,2017,8
73.0,78749,2017,9
70.0,78749,2017,10
53.0,78749,2017,11
30.0,78749,2017,12
23.0,78749,2018,1
24.0,78749,2018,2
20.0,78749,2018,3
148.0,78750,2010,1
138.0,78750,2010,2
150.0,78750,2010,3
155.0,78750,2010,4
154.0,78750,2010,5
158.0,78750,2010,6
164.0,78750,2010,7
158.0,78750,2010,8
163.0,78750,2010,9
159.0,78750,2010,10
143.0,78750,2010,11
121.0,78750,2010,12
120.0,78750,2011,1
120.0,78750,2011,2
148.0,78750,2011,3
155.0,78750,2011,4
154.0,78750,2011,5
161.0,78750,2011,6
162.0,78750,2011,7
151.0,78750,2011,8
138.0,78750,2011,9
132.0,78750,2011,10
114.0,78750,2011,11
110.0,78750,2011,12
108.0,78750,2012,1
94.0,78750,2012,2
92.0,78750,2012,3
90.0,78750,2012,4
88.0,78750,2012,5
92.0,78750,2012,6
81.0,78750,2012,7
101.0,78750,2012,8
94.0,78750,2012,9
89.0,78750,2012,10
76.0,78750,2012,11
66.0,78750,2012,12
50.0,78750,2013,1
50.0,78750,2013,2
60.0,78750,2013,3
72.0,78750,2013,4
64.0,78750,2013,5
48.0,78750,2013,6
60.0,78750,2013,7
66.0,78750,2013,8
63.0,78750,2013,9
56.0,78750,2013,10
42.0,78750,2013,11
40.0,78750,2013,12
32.0,78750,2014,1
38.0,78750,2014,2
34.0,78750,2014,3
37.0,78750,2014,4
44.0,78750,2014,5
42.0,78750,2014,6
51.0,78750,2014,7
56.0,78750,2014,8
60.0,78750,2014,9
51.0,78750,2014,10
43.0,78750,2014,11
37.0,78750,2014,12
32.0,78750,2015,1
30.0,78750,2015,2
26.0,78750,2015,3
35.0,78750,2015,4
42.0,78750,2015,5
44.0,78750,2015,6
54.0,78750,2015,7
56.0,78750,2015,8
52.0,78750,2015,9
52.0,78750,2015,10
44.0,78750,2015,11
30.0,78750,2015,12
28.0,78750,2016,1
30.0,78750,2016,2
48.0,78750,2016,3
58.0,78750,2016,4
71.0,78750,2016,5
73.0,78750,2016,6
80.0,78750,2016,7
84.0,78750,2016,8
82.0,78750,2016,9
72.0,78750,2016,10
65.0,78750,2016,11
53.0,78750,2016,12
43.0,78750,2017,1
46.0,78750,2017,2
53.0,78750,2017,3
60.0,78750,2017,4
65.0,78750,2017,5
76.0,78750,2017,6
96.0,78750,2017,7
95.0,78750,2017,8
84.0,78750,2017,9
83.0,78750,2017,10
69.0,78750,2017,11
45.0,78750,2017,12
34.0,78750,2018,1
40.0,78750,2018,2
45.0,78750,2018,3
52.0,78750,2018,4
78.0,78751,2010,1
82.0,78751,2010,2
97.0,78751,2010,3
105.0,78751,2010,4
103.0,78751,2010,5
113.0,78751,2010,6
106.0,78751,2010,7
91.0,78751,2010,8
93.0,78751,2010,9
88.0,78751,2010,10
92.0,78751,2010,11
85.0,78751,2010,12
79.0,78751,2011,1
86.0,78751,2011,2
100.0,78751,2011,3
106.0,78751,2011,4
94.0,78751,2011,5
103.0,78751,2011,6
104.0,78751,2011,7
101.0,78751,2011,8
95.0,78751,2011,9
91.0,78751,2011,10
77.0,78751,2011,11
62.0,78751,2011,12
50.0,78751,2012,1
40.0,78751,2012,2
46.0,78751,2012,3
46.0,78751,2012,4
44.0,78751,2012,5
42.0,78751,2012,6
48.0,78751,2012,7
46.0,78751,2012,8
40.0,78751,2012,9
36.0,78751,2012,10
30.0,78751,2012,11
28.0,78751,2012,12
26.0,78751,2013,1
21.0,78751,2013,2
21.0,78751,2013,3
30.0,78751,2013,4
37.0,78751,2013,5
36.0,78751,2013,6
41.0,78751,2013,7
44.0,78751,2013,8
35.0,78751,2013,9
33.0,78751,2013,10
30.0,78751,2013,11
22.0,78751,2013,12
19.0,78751,2014,1
19.0,78751,2014,2
25.0,78751,2014,3
19.0,78751,2014,4
23.0,78751,2014,5
18.0,78751,2014,6
21.0,78751,2014,7
24.0,78751,2014,8
24.0,78751,2014,9
25.0,78751,2014,10
30.0,78751,2014,11
23.0,78751,2014,12
18.0,78751,2015,1
21.0,78751,2015,2
20.0,78751,2015,3
24.0,78751,2015,4
32.0,78751,2015,5
32.0,78751,2015,6
38.0,78751,2015,7
42.0,78751,2015,8
42.0,78751,2015,9
47.0,78751,2015,10
43.0,78751,2015,11
34.0,78751,2015,12
26.0,78751,2016,1
32.0,78751,2016,2
34.0,78751,2016,3
38.0,78751,2016,4
37.0,78751,2016,5
43.0,78751,2016,6
55.0,78751,2016,7
59.0,78751,2016,8
55.0,78751,2016,9
58.0,78751,2016,10
61.0,78751,2016,11
40.0,78751,2016,12
36.0,78751,2017,1
35.0,78751,2017,2
35.0,78751,2017,3
46.0,78751,2017,4
51.0,78751,2017,5
50.0,78751,2017,6
54.0,78751,2017,7
48.0,78751,2017,8
50.0,78751,2017,9
50.0,78751,2017,10
42.0,78751,2017,11
32.0,78751,2017,12
25.0,78751,2018,1
27.0,78751,2018,2
28.0,78751,2018,3
36.0,78751,2018,4
125.0,78753,2010,1
120.0,78753,2010,2
132.0,78753,2010,3
134.0,78753,2010,4
120.0,78753,2010,5
126.0,78753,2010,6
130.0,78753,2010,7
127.0,78753,2010,8
133.0,78753,2010,9
126.0,78753,2010,10
119.0,78753,2010,11
106.0,78753,2010,12
104.0,78753,2011,1
110.0,78753,2011,2
106.0,78753,2011,3
110.0,78753,2011,4
112.0,78753,2011,5
112.0,78753,2011,6
116.0,78753,2011,7
115.0,78753,2011,8
98.0,78753,2011,9
88.0,78753,2011,10
86.0,78753,2011,11
72.0,78753,2011,12
60.0,78753,2012,1
63.0,78753,2012,2
64.0,78753,2012,3
62.0,78753,2012,4
71.0,78753,2012,5
64.0,78753,2012,6
65.0,78753,2012,7
65.0,78753,2012,8
54.0,78753,2012,9
46.0,78753,2012,10
41.0,78753,2012,11
32.0,78753,2012,12
31.0,78753,2013,1
31.0,78753,2013,2
30.0,78753,2013,3
28.0,78753,2013,4
34.0,78753,2013,5
36.0,78753,2013,6
41.0,78753,2013,7
36.0,78753,2013,8
39.0,78753,2013,9
36.0,78753,2013,10
29.0,78753,2013,11
20.0,78753,2013,12
17.0,78753,2014,1
12.0,78753,2014,2
12.0,78753,2014,3
17.0,78753,2014,4
16.0,78753,2014,5
28.0,78753,2014,6
34.0,78753,2014,7
40.0,78753,2014,8
52.0,78753,2014,9
51.0,78753,2014,10
44.0,78753,2014,11
44.0,78753,2014,12
37.0,78753,2015,1
25.0,78753,2015,2
21.0,78753,2015,3
28.0,78753,2015,4
30.0,78753,2015,5
39.0,78753,2015,6
44.0,78753,2015,7
47.0,78753,2015,8
40.0,78753,2015,9
44.0,78753,2015,10
41.0,78753,2015,11
39.0,78753,2015,12
42.0,78753,2016,1
32.0,78753,2016,2
35.0,78753,2016,3
44.0,78753,2016,4
36.0,78753,2016,5
33.0,78753,2016,6
42.0,78753,2016,7
49.0,78753,2016,8
56.0,78753,2016,9
52.0,78753,2016,10
42.0,78753,2016,11
36.0,78753,2016,12
38.0,78753,2017,1
34.0,78753,2017,2
31.0,78753,2017,3
33.0,78753,2017,4
35.0,78753,2017,5
30.0,78753,2017,6
28.0,78753,2017,7
32.0,78753,2017,8
38.0,78753,2017,9
32.0,78753,2017,10
30.0,78753,2017,11
32.0,78753,2017,12
22.0,78753,2018,1
24.0,78753,2018,2
34.0,78753,2018,3
33.0,78753,2018,4
124.0,78757,2010,1
136.0,78757,2010,2
165.0,78757,2010,3
185.0,78757,2010,4
178.0,78757,2010,5
195.0,78757,2010,6
198.0,78757,2010,7
186.0,78757,2010,8
176.0,78757,2010,9
172.0,78757,2010,10
159.0,78757,2010,11
140.0,78757,2010,12
133.0,78757,2011,1
128.0,78757,2011,2
136.0,78757,2011,3
128.0,78757,2011,4
120.0,78757,2011,5
118.0,78757,2011,6
123.0,78757,2011,7
120.0,78757,2011,8
112.0,78757,2011,9
115.0,78757,2011,10
108.0,78757,2011,11
106.0,78757,2011,12
104.0,78757,2012,1
89.0,78757,2012,2
82.0,78757,2012,3
72.0,78757,2012,4
71.0,78757,2012,5
64.0,78757,2012,6
70.0,78757,2012,7
71.0,78757,2012,8
66.0,78757,2012,9
63.0,78757,2012,10
51.0,78757,2012,11
52.0,78757,2012,12
45.0,78757,2013,1
44.0,78757,2013,2
46.0,78757,2013,3
42.0,78757,2013,4
37.0,78757,2013,5
22.0,78757,2013,6
30.0,78757,2013,7
33.0,78757,2013,8
38.0,78757,2013,9
36.0,78757,2013,10
47.0,78757,2013,11
36.0,78757,2013,12
31.0,78757,2014,1
28.0,78757,2014,2
23.0,78757,2014,3
30.0,78757,2014,4
27.0,78757,2014,5
30.0,78757,2014,6
34.0,78757,2014,7
34.0,78757,2014,8
36.0,78757,2014,9
32.0,78757,2014,10
38.0,78757,2014,11
25.0,78757,2014,12
38.0,78757,2015,1
36.0,78757,2015,2
38.0,78757,2015,3
47.0,78757,2015,4
50.0,78757,2015,5
47.0,78757,2015,6
51.0,78757,2015,7
52.0,78757,2015,8
43.0,78757,2015,9
52.0,78757,2015,10
52.0,78757,2015,11
38.0,78757,2015,12
36.0,78757,2016,1
39.0,78757,2016,2
43.0,78757,2016,3
53.0,78757,2016,4
52.0,78757,2016,5
48.0,78757,2016,6
63.0,78757,2016,7
64.0,78757,2016,8
68.0,78757,2016,9
72.0,78757,2016,10
69.0,78757,2016,11
54.0,78757,2016,12
44.0,78757,2017,1
48.0,78757,2017,2
50.0,78757,2017,3
56.0,78757,2017,4
75.0,78757,2017,5
78.0,78757,2017,6
88.0,78757,2017,7
96.0,78757,2017,8
94.0,78757,2017,9
86.0,78757,2017,10
77.0,78757,2017,11
64.0,78757,2017,12
51.0,78757,2018,1
46.0,78757,2018,2
52.0,78757,2018,3
61.0,78757,2018,4
