Median Rental Price,Zip Code,Year,Month
829.5,78753,2014,6
825.0,78753,2014,7
834.5,78753,2014,8
840.0,78753,2014,9
823.5,78753,2014,10
834.5,78753,2014,11
822.0,78753,2014,12
816.0,78753,2015,1
821.0,78753,2015,2
820.0,78753,2015,3
821.0,78753,2015,4
825.0,78753,2015,5
825.0,78753,2015,6
821.0,78753,2015,7
845.5,78753,2015,8
845.0,78753,2015,9
829.5,78753,2015,10
823.5,78753,2015,11
834.5,78753,2015,12
834.5,78753,2016,1
829.5,78753,2016,2
805.0,78753,2016,3
822.0,78753,2016,4
799.0,78753,2016,5
829.5,78753,2016,6
823.5,78753,2016,7
808.5,78753,2016,8
823.5,78753,2016,9
821.0,78753,2016,10
821.0,78753,2016,11
812.0,78753,2016,12
850.0,78753,2017,1
840.0,78753,2017,2
845.5,78753,2017,3
856.0,78753,2017,4
885.0,78753,2017,5
887.5,78753,2017,6
894.5,78753,2017,7
887.5,78753,2017,8
885.0,78753,2017,9
894.5,78753,2017,10
895.0,78753,2017,11
885.0,78753,2017,12
890.0,78753,2018,1
896.0,78753,2018,2
898.0,78753,2018,3
890.0,78753,2018,4
1625.0,78754,2017,2
1600.0,78754,2017,3
1637.5,78754,2017,4
1650.0,78754,2017,5
1649.0,78754,2017,6
1695.0,78754,2017,7
1630.0,78754,2017,8
1650.0,78754,2017,9
1650.0,78754,2017,10
1650.0,78754,2017,11
1595.0,78754,2017,12
1600.0,78754,2018,1
1695.0,78754,2018,2
1687.5,78754,2018,3
1725.0,78754,2018,4
1622.5,78757,2015,3
1750.0,78757,2015,4
1695.0,78757,2015,5
1647.5,78757,2015,6
1575.0,78757,2015,7
1775.0,78757,2015,8
1695.0,78757,2015,9
1695.0,78757,2015,10
1700.0,78757,2015,11
1562.5,78757,2015,12
1575.0,78757,2016,1
1650.0,78757,2016,2
1685.0,78757,2016,3
1725.0,78757,2016,4
1695.0,78757,2016,5
1500.0,78757,2016,6
1650.0,78757,2016,7
1749.0,78757,2016,8
1600.0,78757,2016,9
1625.0,78757,2016,10
1450.0,78757,2016,11
1625.0,78757,2016,12
1725.0,78757,2017,1
1795.0,78757,2017,2
1795.0,78757,2017,3
1795.0,78757,2017,4
1800.0,78757,2017,5
1700.0,78757,2017,6
1700.0,78757,2017,7
1850.0,78757,2017,8
1795.0,78757,2017,9
1795.0,78757,2017,10
1795.0,78757,2017,11
1799.5,78757,2017,12
1795.0,78757,2018,1
1850.0,78757,2018,2
1795.0,78757,2018,3
1760.0,78757,2018,4
1200.0,78758,2011,6
1250.0,78758,2011,7
1225.0,78758,2011,8
1172.5,78758,2011,9
1097.5,78758,2011,10
1105.5,78758,2011,11
1150.0,78758,2011,12
1125.0,78758,2012,1
1195.0,78758,2012,2
1175.0,78758,2012,3
1037.5,78758,2012,4
1150.0,78758,2012,5
1150.0,78758,2012,6
1150.0,78758,2012,7
995.0,78758,2012,8
962.5,78758,2012,9
1025.0,78758,2012,10
999.0,78758,2012,11
999.0,78758,2012,12
882.5,78758,2013,1
900.0,78758,2013,2
850.0,78758,2013,3
850.5,78758,2013,4
895.0,78758,2013,5
880.0,78758,2013,6
930.0,78758,2013,7
975.0,78758,2013,8
1012.0,78758,2013,9
1010.0,78758,2013,10
1010.0,78758,2013,11
996.0,78758,2013,12
1008.0,78758,2014,1
995.0,78758,2014,2
1042.0,78758,2014,3
1050.0,78758,2014,4
1018.0,78758,2014,5
1014.0,78758,2014,6
1029.0,78758,2014,7
1010.0,78758,2014,8
1018.0,78758,2014,9
1010.0,78758,2014,10
1050.0,78758,2014,11
1014.0,78758,2014,12
1010.0,78758,2015,1
1044.0,78758,2015,2
1044.0,78758,2015,3
1042.0,78758,2015,4
1040.0,78758,2015,5
1050.0,78758,2015,6
1143.0,78758,2015,7
1109.0,78758,2015,8
1110.0,78758,2015,9
1088.0,78758,2015,10
1040.0,78758,2015,11
1040.0,78758,2015,12
1010.0,78758,2016,1
1010.0,78758,2016,2
1042.0,78758,2016,3
1050.0,78758,2016,4
1018.0,78758,2016,5
1069.0,78758,2016,6
1069.0,78758,2016,7
1009.0,78758,2016,8
1050.0,78758,2016,9
1040.0,78758,2016,10
1044.0,78758,2016,11
996.0,78758,2016,12
1094.0,78758,2017,1
1097.5,78758,2017,2
1116.0,78758,2017,3
1116.0,78758,2017,4
1145.0,78758,2017,5
1150.0,78758,2017,6
1200.0,78758,2017,7
1215.5,78758,2017,8
1195.0,78758,2017,9
1195.0,78758,2017,10
1150.0,78758,2017,11
1118.0,78758,2017,12
1150.0,78758,2018,1
1118.0,78758,2018,2
1110.0,78758,2018,3
1117.0,78758,2018,4
1020.0,78759,2013,2
945.0,78759,2013,3
957.5,78759,2013,4
925.0,78759,2013,5
997.0,78759,2013,6
956.5,78759,2013,7
987.5,78759,2013,8
1006.0,78759,2013,9
1134.0,78759,2013,10
1118.0,78759,2013,11
1038.5,78759,2013,12
1028.5,78759,2014,1
1020.0,78759,2014,2
1022.5,78759,2014,3
1079.0,78759,2014,4
1054.0,78759,2014,5
1054.0,78759,2014,6
1225.0,78759,2014,7
1232.0,78759,2014,8
1064.5,78759,2014,9
1064.5,78759,2014,10
1045.0,78759,2014,11
1038.5,78759,2014,12
1032.0,78759,2015,1
1045.0,78759,2015,2
1064.5,78759,2015,3
1079.0,78759,2015,4
1085.0,78759,2015,5
1232.0,78759,2015,6
1224.5,78759,2015,7
1227.5,78759,2015,8
1250.0,78759,2015,9
1212.5,78759,2015,10
1150.0,78759,2015,11
1092.5,78759,2015,12
1150.0,78759,2016,1
1183.0,78759,2016,2
1150.0,78759,2016,3
1020.0,78759,2016,4
1017.5,78759,2016,5
1064.5,78759,2016,6
1134.0,78759,2016,7
1118.0,78759,2016,8
1064.5,78759,2016,9
1085.0,78759,2016,10
1050.0,78759,2016,11
1050.0,78759,2016,12
1166.5,78759,2017,1
1230.0,78759,2017,2
1307.0,78759,2017,3
1344.0,78759,2017,4
1400.0,78759,2017,5
1515.0,78759,2017,6
1500.0,78759,2017,7
1375.0,78759,2017,8
