Median Listing Price,Zip Code,Year,Month
567000.0,78731,2013,7
575000.0,78731,2013,8
597000.0,78731,2013,9
559250.0,78731,2013,10
549000.0,78731,2013,11
567500.0,78731,2013,12
575000.0,78731,2014,1
639900.0,78731,2014,2
625000.0,78731,2014,3
643500.0,78731,2014,4
612000.0,78731,2014,5
674950.0,78731,2014,6
585000.0,78731,2014,7
599000.0,78731,2014,8
579000.0,78731,2014,9
579000.0,78731,2014,10
599000.0,78731,2014,11
609450.0,78731,2014,12
595000.0,78731,2015,1
599999.0,78731,2015,2
637200.0,78731,2015,3
605000.0,78731,2015,4
625000.0,78731,2015,5
630000.0,78731,2015,6
649000.0,78731,2015,7
649000.0,78731,2015,8
649900.0,78731,2015,9
649450.0,78731,2015,10
635000.0,78731,2015,11
632400.0,78731,2015,12
644450.0,78731,2016,1
699000.0,78731,2016,2
699900.0,78731,2016,3
699999.0,78731,2016,4
699000.0,78731,2016,5
679900.0,78731,2016,6
699447.5,78731,2016,7
699897.5,78731,2016,8
732000.0,78731,2016,9
725000.0,78731,2016,10
699000.0,78731,2016,11
685000.0,78731,2016,12
674900.0,78731,2017,1
672500.0,78731,2017,2
682000.0,78731,2017,3
747000.0,78731,2017,4
771950.0,78731,2017,5
767400.0,78731,2017,6
749900.0,78731,2017,7
709500.0,78731,2017,8
737450.0,78731,2017,9
724000.0,78731,2017,10
695000.0,78731,2017,11
740000.0,78731,2017,12
739000.0,78731,2018,1
749000.0,78731,2018,2
745000.0,78731,2018,3
750000.0,78731,2018,4
430500.0,78732,2010,1
429900.0,78732,2010,2
415450.0,78732,2010,3
410250.0,78732,2010,4
431000.0,78732,2010,5
430000.0,78732,2010,6
429900.0,78732,2010,7
419500.0,78732,2010,8
441495.0,78732,2010,9
449925.0,78732,2010,10
439000.0,78732,2010,11
439000.0,78732,2010,12
458495.0,78732,2011,1
450000.0,78732,2011,2
449000.0,78732,2011,3
449000.0,78732,2011,4
454900.0,78732,2011,5
465000.0,78732,2011,6
456500.0,78732,2011,7
452500.0,78732,2011,8
440000.0,78732,2011,9
439990.0,78732,2011,10
449995.0,78732,2011,11
471950.0,78732,2011,12
461500.0,78732,2012,1
464500.0,78732,2012,2
477000.0,78732,2012,3
471500.0,78732,2012,4
475000.0,78732,2012,5
485000.0,78732,2012,6
462400.0,78732,2012,7
459000.0,78732,2012,8
474950.0,78732,2012,9
498375.0,78732,2012,10
554900.0,78732,2012,11
500000.0,78732,2012,12
511000.0,78732,2013,1
525173.0,78732,2013,2
500000.0,78732,2013,3
509000.0,78732,2013,4
499000.0,78732,2013,5
495000.0,78732,2013,6
484499.5,78732,2013,7
489581.0,78732,2013,8
485000.0,78732,2013,9
485000.0,78732,2013,10
515000.0,78732,2013,11
525000.0,78732,2013,12
569900.0,78732,2014,1
524950.0,78732,2014,2
482450.0,78732,2014,3
475000.0,78732,2014,4
475000.0,78732,2014,5
489900.0,78732,2014,6
452613.0,78732,2014,7
452806.5,78732,2014,8
474450.0,78732,2014,9
474950.0,78732,2014,10
529900.0,78732,2014,11
529900.0,78732,2014,12
529900.0,78732,2015,1
539900.0,78732,2015,2
544950.0,78732,2015,3
544950.0,78732,2015,4
552684.0,78732,2015,5
564950.0,78732,2015,6
553842.0,78732,2015,7
536017.5,78732,2015,8
550000.0,78732,2015,9
550000.0,78732,2015,10
534900.0,78732,2015,11
514900.0,78732,2015,12
525000.0,78732,2016,1
539450.0,78732,2016,2
550000.0,78732,2016,3
565000.0,78732,2016,4
550000.0,78732,2016,5
565000.0,78732,2016,6
575000.0,78732,2016,7
599900.0,78732,2016,8
605000.0,78732,2016,9
587000.0,78732,2016,10
597450.0,78732,2016,11
597000.0,78732,2016,12
559000.0,78732,2017,1
549900.0,78732,2017,2
555070.0,78732,2017,3
552535.0,78732,2017,4
579995.0,78732,2017,5
577999.0,78732,2017,6
589000.0,78732,2017,7
599000.0,78732,2017,8
584900.0,78732,2017,9
572500.0,78732,2017,10
570000.0,78732,2017,11
572995.0,78732,2017,12
570990.0,78732,2018,1
571000.0,78732,2018,2
587500.0,78732,2018,3
579900.0,78732,2018,4
1120000.0,78733,2015,12
1022500.0,78733,2016,1
850000.0,78733,2016,2
825000.0,78733,2016,3
739900.0,78733,2016,4
819000.0,78733,2016,5
850000.0,78733,2016,6
969000.0,78733,2016,7
887000.0,78733,2016,8
839000.0,78733,2016,9
819000.0,78733,2016,10
799000.0,78733,2016,11
877500.0,78733,2016,12
995000.0,78733,2017,1
899000.0,78733,2017,2
953500.0,78733,2017,3
975000.0,78733,2017,4
925000.0,78733,2017,5
900000.0,78733,2017,6
957000.0,78733,2017,7
1000000.0,78733,2017,8
850000.0,78733,2017,9
849000.0,78733,2017,10
1000000.0,78733,2017,11
1047500.0,78733,2017,12
1099000.0,78733,2018,1
1100000.0,78733,2018,2
1089000.0,78733,2018,3
1049000.0,78733,2018,4
349900.0,78734,2010,1
349900.0,78734,2010,2
349900.0,78734,2010,3
349900.0,78734,2010,4
350000.0,78734,2010,5
349900.0,78734,2010,6
345000.0,78734,2010,7
349900.0,78734,2010,8
349900.0,78734,2010,9
349900.0,78734,2010,10
350000.0,78734,2010,11
349950.0,78734,2010,12
349450.0,78734,2011,1
325000.0,78734,2011,2
359000.0,78734,2011,3
365900.0,78734,2011,4
365000.0,78734,2011,5
350000.0,78734,2011,6
336000.0,78734,2011,7
329400.0,78734,2011,8
334950.0,78734,2011,9
327990.0,78734,2011,10
326500.0,78734,2011,11
329990.0,78734,2011,12
334500.0,78734,2012,1
325000.0,78734,2012,2
359000.0,78734,2012,3
359000.0,78734,2012,4
365000.0,78734,2012,5
359000.0,78734,2012,6
374950.0,78734,2012,7
369495.0,78734,2012,8
364500.0,78734,2012,9
388495.5,78734,2012,10
374900.0,78734,2012,11
369950.0,78734,2012,12
389000.0,78734,2013,1
390291.0,78734,2013,2
379500.0,78734,2013,3
379000.0,78734,2013,4
389000.0,78734,2013,5
399900.0,78734,2013,6
423995.0,78734,2013,7
425000.0,78734,2013,8
425000.0,78734,2013,9
435995.0,78734,2013,10
434995.0,78734,2013,11
430950.0,78734,2013,12
422450.0,78734,2014,1
419000.0,78734,2014,2
439990.0,78734,2014,3
449950.0,78734,2014,4
450000.0,78734,2014,5
466950.0,78734,2014,6
477950.0,78734,2014,7
450000.0,78734,2014,8
450000.0,78734,2014,9
483995.0,78734,2014,10
480680.0,78734,2014,11
475630.0,78734,2014,12
445990.0,78734,2015,1
453990.0,78734,2015,2
450000.0,78734,2015,3
449900.0,78734,2015,4
449900.0,78734,2015,5
450000.0,78734,2015,6
449900.0,78734,2015,7
465990.0,78734,2015,8
472500.0,78734,2015,9
475000.0,78734,2015,10
499000.0,78734,2015,11
506338.5,78734,2015,12
488250.0,78734,2016,1
450000.0,78734,2016,2
450000.0,78734,2016,3
481950.0,78734,2016,4
489500.0,78734,2016,5
492000.0,78734,2016,6
500000.0,78734,2016,7
499950.0,78734,2016,8
506360.0,78734,2016,9
506360.0,78734,2016,10
499925.0,78734,2016,11
499900.0,78734,2016,12
499400.0,78734,2017,1
492990.0,78734,2017,2
495000.0,78734,2017,3
517000.0,78734,2017,4
525000.0,78734,2017,5
525000.0,78734,2017,6
509750.0,78734,2017,7
499950.0,78734,2017,8
525000.0,78734,2017,9
499000.0,78734,2017,10
475000.0,78734,2017,11
469950.0,78734,2017,12
464900.0,78734,2018,1
474500.0,78734,2018,2
482000.0,78734,2018,3
494500.0,78734,2018,4
802500.0,78735,2016,1
935000.0,78735,2016,2
975000.0,78735,2016,3
985000.0,78735,2016,4
975000.0,78735,2016,5
850000.0,78735,2016,6
925000.0,78735,2016,7
935000.0,78735,2016,8
925000.0,78735,2016,9
899894.0,78735,2016,10
899888.0,78735,2016,11
899000.0,78735,2016,12
975000.0,78735,2017,1
1022488.0,78735,2017,2
975000.0,78735,2017,3
925000.0,78735,2017,4
975000.0,78735,2017,5
836500.0,78735,2017,6
799000.0,78735,2017,7
780000.0,78735,2017,8
487000.0,78736,2015,1
457000.0,78736,2015,2
439000.0,78736,2015,3
402450.0,78736,2015,4
369000.0,78736,2015,5
369900.0,78736,2015,6
365000.0,78736,2015,7
384950.0,78736,2015,8
447250.0,78736,2015,9
433000.0,78736,2015,10
429000.0,78736,2015,11
440000.0,78736,2015,12
442500.0,78736,2016,1
445000.0,78736,2016,2
430000.0,78736,2016,3
430000.0,78736,2016,4
394500.0,78736,2016,5
385000.0,78736,2016,6
390000.0,78736,2016,7
390000.0,78736,2016,8
339000.0,78736,2016,9
390000.0,78736,2016,10
429500.0,78736,2016,11
469900.0,78736,2016,12
499000.0,78736,2017,1
452495.0,78736,2017,2
449900.0,78736,2017,3
425000.0,78736,2017,4
449900.0,78736,2017,5
454990.0,78736,2017,6
439900.0,78736,2017,7
452490.0,78736,2017,8
452990.0,78736,2017,9
457990.0,78736,2017,10
495000.0,78736,2017,11
465615.5,78736,2017,12
463528.0,78736,2018,1
460990.0,78736,2018,2
465990.0,78736,2018,3
493410.5,78736,2018,4
319230.0,78737,2010,1
322200.0,78737,2010,2
325752.0,78737,2010,3
329000.0,78737,2010,4
349000.0,78737,2010,5
335000.0,78737,2010,6
336000.0,78737,2010,7
331560.0,78737,2010,8
316796.5,78737,2010,9
319945.0,78737,2010,10
310000.0,78737,2010,11
315444.5,78737,2010,12
320000.0,78737,2011,1
319945.0,78737,2011,2
325008.0,78737,2011,3
330475.0,78737,2011,4
338840.0,78737,2011,5
332400.0,78737,2011,6
329000.0,78737,2011,7
329000.0,78737,2011,8
318305.0,78737,2011,9
319900.0,78737,2011,10
319100.0,78737,2011,11
319000.0,78737,2011,12
317990.0,78737,2012,1
314990.0,78737,2012,2
316490.0,78737,2012,3
319900.0,78737,2012,4
315000.0,78737,2012,5
314900.0,78737,2012,6
315995.0,78737,2012,7
324900.0,78737,2012,8
330490.0,78737,2012,9
319990.0,78737,2012,10
319900.0,78737,2012,11
318490.0,78737,2012,12
317565.0,78737,2013,1
337990.0,78737,2013,2
349995.0,78737,2013,3
355545.0,78737,2013,4
361990.0,78737,2013,5
372990.0,78737,2013,6
377990.0,78737,2013,7
374990.0,78737,2013,8
378816.0,78737,2013,9
375990.0,78737,2013,10
380000.0,78737,2013,11
386994.0,78737,2013,12
379065.5,78737,2014,1
390225.0,78737,2014,2
400990.0,78737,2014,3
403115.0,78737,2014,4
409990.0,78737,2014,5
407022.5,78737,2014,6
410490.0,78737,2014,7
409990.0,78737,2014,8
410990.0,78737,2014,9
419000.0,78737,2014,10
419990.0,78737,2014,11
418945.0,78737,2014,12
424990.0,78737,2015,1
434490.0,78737,2015,2
435490.0,78737,2015,3
442990.0,78737,2015,4
442990.0,78737,2015,5
444006.5,78737,2015,6
439995.0,78737,2015,7
449495.0,78737,2015,8
444994.5,78737,2015,9
439000.0,78737,2015,10
437990.0,78737,2015,11
425495.0,78737,2015,12
439990.0,78737,2016,1
435000.0,78737,2016,2
439700.0,78737,2016,3
440000.0,78737,2016,4
450000.0,78737,2016,5
466000.0,78737,2016,6
468495.0,78737,2016,7
464750.0,78737,2016,8
488190.0,78737,2016,9
499634.0,78737,2016,10
500000.0,78737,2016,11
496945.0,78737,2016,12
483244.0,78737,2017,1
475000.0,78737,2017,2
479319.5,78737,2017,3
477360.0,78737,2017,4
479900.0,78737,2017,5
486044.0,78737,2017,6
480219.0,78737,2017,7
481490.0,78737,2017,8
496139.0,78737,2017,9
493788.0,78737,2017,10
489914.0,78737,2017,11
489000.0,78737,2017,12
492990.0,78737,2018,1
489900.0,78737,2018,2
489945.0,78737,2018,3
494000.0,78737,2018,4
449000.0,78738,2010,1
463455.0,78738,2010,2
474750.0,78738,2010,3
478873.5,78738,2010,4
484172.5,78738,2010,5
479000.0,78738,2010,6
480415.5,78738,2010,7
475000.0,78738,2010,8
465637.0,78738,2010,9
445831.0,78738,2010,10
449000.0,78738,2010,11
447000.0,78738,2010,12
459800.0,78738,2011,1
449778.0,78738,2011,2
471916.0,78738,2011,3
473683.0,78738,2011,4
461839.0,78738,2011,5
449900.0,78738,2011,6
444900.0,78738,2011,7
429700.0,78738,2011,8
435245.0,78738,2011,9
443900.0,78738,2011,10
427394.0,78738,2011,11
425900.0,78738,2011,12
425000.0,78738,2012,1
420990.0,78738,2012,2
425449.5,78738,2012,3
449450.0,78738,2012,4
459000.0,78738,2012,5
469900.0,78738,2012,6
488900.0,78738,2012,7
471900.0,78738,2012,8
439772.0,78738,2012,9
431118.0,78738,2012,10
445450.0,78738,2012,11
442000.0,78738,2012,12
455000.0,78738,2013,1
460000.0,78738,2013,2
502400.0,78738,2013,3
509450.0,78738,2013,4
519000.0,78738,2013,5
499900.0,78738,2013,6
508400.0,78738,2013,7
501900.0,78738,2013,8
475900.0,78738,2013,9
499990.0,78738,2013,10
538900.0,78738,2013,11
515900.0,78738,2013,12
505990.0,78738,2014,1
520000.0,78738,2014,2
534950.0,78738,2014,3
538000.0,78738,2014,4
528995.0,78738,2014,5
525495.0,78738,2014,6
538995.0,78738,2014,7
525000.0,78738,2014,8
534900.0,78738,2014,9
548000.0,78738,2014,10
554990.0,78738,2014,11
549990.0,78738,2014,12
549990.0,78738,2015,1
547720.5,78738,2015,2
549990.0,78738,2015,3
555990.0,78738,2015,4
559900.0,78738,2015,5
554445.0,78738,2015,6
544465.5,78738,2015,7
510495.0,78738,2015,8
506445.0,78738,2015,9
516990.0,78738,2015,10
513495.0,78738,2015,11
523798.0,78738,2015,12
523990.0,78738,2016,1
554900.0,78738,2016,2
549987.5,78738,2016,3
549975.0,78738,2016,4
589000.0,78738,2016,5
565990.0,78738,2016,6
570490.0,78738,2016,7
559000.0,78738,2016,8
565950.0,78738,2016,9
548990.0,78738,2016,10
552409.5,78738,2016,11
558490.0,78738,2016,12
538490.0,78738,2017,1
526490.0,78738,2017,2
538945.0,78738,2017,3
540000.0,78738,2017,4
549450.0,78738,2017,5
568950.0,78738,2017,6
550000.0,78738,2017,7
534400.0,78738,2017,8
549900.0,78738,2017,9
546901.5,78738,2017,10
539000.0,78738,2017,11
541560.0,78738,2017,12
539950.0,78738,2018,1
555950.0,78738,2018,2
558900.0,78738,2018,3
564450.0,78738,2018,4
329500.0,78739,2010,1
329900.0,78739,2010,2
331795.0,78739,2010,3
331990.0,78739,2010,4
344000.0,78739,2010,5
340990.0,78739,2010,6
335600.0,78739,2010,7
340409.0,78739,2010,8
344500.0,78739,2010,9
344500.0,78739,2010,10
350000.0,78739,2010,11
349925.0,78739,2010,12
349950.0,78739,2011,1
357350.0,78739,2011,2
349700.0,78739,2011,3
357500.0,78739,2011,4
351450.0,78739,2011,5
359000.0,78739,2011,6
349250.0,78739,2011,7
354500.0,78739,2011,8
347000.0,78739,2011,9
349500.0,78739,2011,10
349500.0,78739,2011,11
360750.0,78739,2011,12
365000.0,78739,2012,1
365000.0,78739,2012,2
369900.0,78739,2012,3
374447.5,78739,2012,4
379000.0,78739,2012,5
374950.0,78739,2012,6
375900.0,78739,2012,7
372725.0,78739,2012,8
379700.0,78739,2012,9
389000.0,78739,2012,10
392747.5,78739,2012,11
383070.0,78739,2012,12
379950.0,78739,2013,1
387207.5,78739,2013,2
395000.0,78739,2013,3
399900.0,78739,2013,4
406381.5,78739,2013,5
405000.0,78739,2013,6
407500.0,78739,2013,7
411250.0,78739,2013,8
410950.0,78739,2013,9
425000.0,78739,2013,10
419000.0,78739,2013,11
424975.0,78739,2013,12
440000.0,78739,2014,1
515997.5,78739,2014,2
462500.0,78739,2014,3
450000.0,78739,2014,4
462040.0,78739,2014,5
443500.0,78739,2014,6
454250.0,78739,2014,7
454500.0,78739,2014,8
453000.0,78739,2014,9
444000.0,78739,2014,10
439000.0,78739,2014,11
440217.5,78739,2014,12
445750.0,78739,2015,1
442000.0,78739,2015,2
443995.0,78739,2015,3
459900.0,78739,2015,4
449950.0,78739,2015,5
447495.0,78739,2015,6
449950.0,78739,2015,7
443990.0,78739,2015,8
445990.0,78739,2015,9
451990.0,78739,2015,10
449900.0,78739,2015,11
454495.0,78739,2015,12
449999.0,78739,2016,1
463640.0,78739,2016,2
477152.5,78739,2016,3
449900.0,78739,2016,4
450000.0,78739,2016,5
459949.5,78739,2016,6
460000.0,78739,2016,7
465000.0,78739,2016,8
469950.0,78739,2016,9
474950.0,78739,2016,10
475000.0,78739,2016,11
474900.0,78739,2016,12
470500.0,78739,2017,1
479900.0,78739,2017,2
512500.0,78739,2017,3
509410.0,78739,2017,4
500000.0,78739,2017,5
494900.0,78739,2017,6
499950.0,78739,2017,7
499900.0,78739,2017,8
506495.0,78739,2017,9
512725.0,78739,2017,10
505990.0,78739,2017,11
497350.0,78739,2017,12
487990.0,78739,2018,1
511930.0,78739,2018,2
514990.0,78739,2018,3
511930.0,78739,2018,4
280000.0,78741,2015,10
278990.0,78741,2015,11
285000.0,78741,2015,12
280990.0,78741,2016,1
278990.0,78741,2016,2
296990.0,78741,2016,3
296990.0,78741,2016,4
278812.0,78741,2016,5
291995.0,78741,2016,6
310950.0,78741,2016,7
312000.0,78741,2016,8
316495.0,78741,2016,9
329900.0,78741,2016,10
325000.0,78741,2016,11
315000.0,78741,2016,12
309900.0,78741,2017,1
319945.0,78741,2017,2
329450.0,78741,2017,3
339900.0,78741,2017,4
329900.0,78741,2017,5
330000.0,78741,2017,6
317498.5,78741,2017,7
319000.0,78741,2017,8
326020.0,78741,2017,9
325045.0,78741,2017,10
323500.0,78741,2017,11
330000.0,78741,2017,12
338295.0,78741,2018,1
295990.0,78741,2018,2
289450.0,78741,2018,3
152945.0,78744,2013,11
156995.0,78744,2013,12
149990.0,78744,2014,1
149900.0,78744,2014,2
144000.0,78744,2014,3
150500.0,78744,2014,4
169990.0,78744,2014,5
174700.0,78744,2014,6
168990.0,78744,2014,7
175000.0,78744,2014,8
181174.0,78744,2014,9
188988.0,78744,2014,10
185752.0,78744,2014,11
187995.0,78744,2014,12
190657.5,78744,2015,1
197495.0,78744,2015,2
199000.0,78744,2015,3
199990.0,78744,2015,4
204990.0,78744,2015,5
209450.0,78744,2015,6
229485.0,78744,2015,7
230712.5,78744,2015,8
239500.0,78744,2015,9
241900.0,78744,2015,10
246900.0,78744,2015,11
262922.5,78744,2015,12
255017.5,78744,2016,1
252290.5,78744,2016,2
250967.5,78744,2016,3
241672.5,78744,2016,4
240900.0,78744,2016,5
238580.0,78744,2016,6
225000.0,78744,2016,7
233592.5,78744,2016,8
236050.0,78744,2016,9
228610.0,78744,2016,10
239000.0,78744,2016,11
240000.0,78744,2016,12
235000.0,78744,2017,1
222500.0,78744,2017,2
245250.0,78744,2017,3
250000.0,78744,2017,4
249900.0,78744,2017,5
246000.0,78744,2017,6
230000.0,78744,2017,7
238975.0,78744,2017,8
260450.0,78744,2017,9
252242.5,78744,2017,10
258995.0,78744,2017,11
261495.0,78744,2017,12
264995.0,78744,2018,1
267490.0,78744,2018,2
264990.0,78744,2018,3
267995.0,78744,2018,4
185900.0,78745,2010,1
187000.0,78745,2010,2
185900.0,78745,2010,3
182000.0,78745,2010,4
179991.0,78745,2010,5
179941.5,78745,2010,6
179900.0,78745,2010,7
179000.0,78745,2010,8
183250.0,78745,2010,9
179900.0,78745,2010,10
178950.0,78745,2010,11
178250.0,78745,2010,12
179900.0,78745,2011,1
179954.5,78745,2011,2
179909.0,78745,2011,3
175000.0,78745,2011,4
174700.0,78745,2011,5
179649.5,78745,2011,6
175000.0,78745,2011,7
174500.0,78745,2011,8
169900.0,78745,2011,9
169250.0,78745,2011,10
168900.0,78745,2011,11
165000.0,78745,2011,12
165000.0,78745,2012,1
169950.0,78745,2012,2
169900.0,78745,2012,3
179450.0,78745,2012,4
179900.0,78745,2012,5
179900.0,78745,2012,6
185000.0,78745,2012,7
183500.0,78745,2012,8
188000.0,78745,2012,9
184250.0,78745,2012,10
199900.0,78745,2012,11
205500.0,78745,2012,12
209900.0,78745,2013,1
210000.0,78745,2013,2
212000.0,78745,2013,3
219000.0,78745,2013,4
210000.0,78745,2013,5
208420.0,78745,2013,6
215000.0,78745,2013,7
215000.0,78745,2013,8
215000.0,78745,2013,9
221250.0,78745,2013,10
232990.0,78745,2013,11
239825.0,78745,2013,12
239900.0,78745,2014,1
258745.0,78745,2014,2
239900.0,78745,2014,3
239825.0,78745,2014,4
243500.0,78745,2014,5
249900.0,78745,2014,6
249950.0,78745,2014,7
259000.0,78745,2014,8
250245.0,78745,2014,9
265000.0,78745,2014,10
265000.0,78745,2014,11
256750.0,78745,2014,12
265745.0,78745,2015,1
275000.0,78745,2015,2
279000.0,78745,2015,3
290455.0,78745,2015,4
285000.0,78745,2015,5
285000.0,78745,2015,6
294500.0,78745,2015,7
289990.0,78745,2015,8
298000.0,78745,2015,9
285000.0,78745,2015,10
289500.0,78745,2015,11
299500.0,78745,2015,12
295000.0,78745,2016,1
295000.0,78745,2016,2
294900.0,78745,2016,3
295000.0,78745,2016,4
299500.0,78745,2016,5
299000.0,78745,2016,6
305339.5,78745,2016,7
300000.0,78745,2016,8
308833.0,78745,2016,9
299999.0,78745,2016,10
300893.0,78745,2016,11
306990.0,78745,2016,12
305993.0,78745,2017,1
310380.0,78745,2017,2
315000.0,78745,2017,3
314250.0,78745,2017,4
309990.0,78745,2017,5
310000.0,78745,2017,6
315990.0,78745,2017,7
316094.0,78745,2017,8
319000.0,78745,2017,9
319000.0,78745,2017,10
315000.0,78745,2017,11
315000.0,78745,2017,12
320000.0,78745,2018,1
324900.0,78745,2018,2
325000.0,78745,2018,3
329000.0,78745,2018,4
1137500.0,78746,2014,4
1200000.0,78746,2014,5
1100000.0,78746,2014,6
1090000.0,78746,2014,7
1024250.0,78746,2014,8
1050000.0,78746,2014,9
1171500.0,78746,2014,10
1171500.0,78746,2014,11
1200000.0,78746,2014,12
1087500.0,78746,2015,1
1200000.0,78746,2015,2
1125000.0,78746,2015,3
1237500.0,78746,2015,4
1225000.0,78746,2015,5
1160000.0,78746,2015,6
1200000.0,78746,2015,7
1199450.0,78746,2015,8
1149500.0,78746,2015,9
1199000.0,78746,2015,10
1174500.0,78746,2015,11
1250000.0,78746,2015,12
1287500.0,78746,2016,1
1350000.0,78746,2016,2
1495000.0,78746,2016,3
1450000.0,78746,2016,4
1350000.0,78746,2016,5
1349500.0,78746,2016,6
1312500.0,78746,2016,7
1299997.5,78746,2016,8
1299000.0,78746,2016,9
1295000.0,78746,2016,10
1299950.0,78746,2016,11
1275000.0,78746,2016,12
1299999.0,78746,2017,1
1329500.0,78746,2017,2
1287500.0,78746,2017,3
1295000.0,78746,2017,4
1299000.0,78746,2017,5
1292500.0,78746,2017,6
1252000.0,78746,2017,7
1250000.0,78746,2017,8
1350000.0,78746,2017,9
1299000.0,78746,2017,10
1372500.0,78746,2017,11
1362500.0,78746,2017,12
1299000.0,78746,2018,1
1295000.0,78746,2018,2
1299000.0,78746,2018,3
1375000.0,78746,2018,4
185000.0,78747,2010,1
189900.0,78747,2010,2
189000.0,78747,2010,3
185500.0,78747,2010,4
183232.0,78747,2010,5
180727.0,78747,2010,6
178500.0,78747,2010,7
187971.0,78747,2010,8
179000.0,78747,2010,9
176445.0,78747,2010,10
189000.0,78747,2010,11
181890.0,78747,2010,12
178500.0,78747,2011,1
182500.0,78747,2011,2
178000.0,78747,2011,3
189500.0,78747,2011,4
199000.0,78747,2011,5
183495.0,78747,2011,6
189900.0,78747,2011,7
163996.5,78747,2011,8
165225.0,78747,2011,9
154900.0,78747,2011,10
148975.0,78747,2011,11
148500.0,78747,2011,12
152447.5,78747,2012,1
153490.0,78747,2012,2
160094.0,78747,2012,3
171995.0,78747,2012,4
162995.0,78747,2012,5
163492.5,78747,2012,6
164990.0,78747,2012,7
169740.0,78747,2012,8
170995.0,78747,2012,9
176330.0,78747,2012,10
184765.0,78747,2012,11
188469.0,78747,2012,12
180405.0,78747,2013,1
186630.0,78747,2013,2
192340.5,78747,2013,3
195000.0,78747,2013,4
194840.0,78747,2013,5
195000.0,78747,2013,6
197665.0,78747,2013,7
192554.0,78747,2013,8
195990.0,78747,2013,9
202105.0,78747,2013,10
204052.5,78747,2013,11
207015.0,78747,2013,12
207432.5,78747,2014,1
207432.5,78747,2014,2
209500.0,78747,2014,3
215000.0,78747,2014,4
222900.0,78747,2014,5
224400.0,78747,2014,6
227825.0,78747,2014,7
226422.5,78747,2014,8
230650.0,78747,2014,9
230900.0,78747,2014,10
234900.0,78747,2014,11
235976.5,78747,2014,12
230414.0,78747,2015,1
238950.0,78747,2015,2
240900.0,78747,2015,3
249572.5,78747,2015,4
251240.0,78747,2015,5
254000.0,78747,2015,6
249900.0,78747,2015,7
247489.0,78747,2015,8
248714.5,78747,2015,9
240217.0,78747,2015,10
245000.0,78747,2015,11
249452.0,78747,2015,12
249999.5,78747,2016,1
244000.0,78747,2016,2
250376.5,78747,2016,3
251340.0,78747,2016,4
249900.0,78747,2016,5
269900.0,78747,2016,6
265000.0,78747,2016,7
249999.5,78747,2016,8
242160.0,78747,2016,9
249350.0,78747,2016,10
255000.0,78747,2016,11
260000.0,78747,2016,12
268500.0,78747,2017,1
281200.0,78747,2017,2
279000.0,78747,2017,3
280000.0,78747,2017,4
282900.0,78747,2017,5
282900.0,78747,2017,6
281950.0,78747,2017,7
286950.0,78747,2017,8
289950.0,78747,2017,9
278450.0,78747,2017,10
279900.0,78747,2017,11
279700.0,78747,2017,12
294400.0,78747,2018,1
300000.0,78747,2018,2
289000.0,78747,2018,3
289000.0,78747,2018,4
189900.0,78748,2010,1
190000.0,78748,2010,2
188445.0,78748,2010,3
188600.0,78748,2010,4
189900.0,78748,2010,5
184900.0,78748,2010,6
182800.0,78748,2010,7
179990.0,78748,2010,8
188500.0,78748,2010,9
189304.5,78748,2010,10
185372.0,78748,2010,11
188777.0,78748,2010,12
189100.0,78748,2011,1
187900.0,78748,2011,2
186350.0,78748,2011,3
188014.5,78748,2011,4
187664.5,78748,2011,5
190691.5,78748,2011,6
194318.0,78748,2011,7
192900.0,78748,2011,8
188000.0,78748,2011,9
187444.0,78748,2011,10
187422.0,78748,2011,11
185000.0,78748,2011,12
187322.0,78748,2012,1
188000.0,78748,2012,2
187486.5,78748,2012,3
193000.0,78748,2012,4
192500.0,78748,2012,5
193507.5,78748,2012,6
194770.0,78748,2012,7
194900.0,78748,2012,8
185000.0,78748,2012,9
179945.0,78748,2012,10
189900.0,78748,2012,11
194900.0,78748,2012,12
202000.0,78748,2013,1
208500.0,78748,2013,2
214950.0,78748,2013,3
210150.0,78748,2013,4
215000.0,78748,2013,5
224350.0,78748,2013,6
225000.0,78748,2013,7
220000.0,78748,2013,8
223990.0,78748,2013,9
229990.0,78748,2013,10
244900.0,78748,2013,11
255000.0,78748,2013,12
255000.0,78748,2014,1
246494.0,78748,2014,2
238500.0,78748,2014,3
239900.0,78748,2014,4
243200.0,78748,2014,5
245000.0,78748,2014,6
237999.0,78748,2014,7
250000.0,78748,2014,8
250000.0,78748,2014,9
252500.0,78748,2014,10
249900.0,78748,2014,11
249950.0,78748,2014,12
255050.0,78748,2015,1
259990.0,78748,2015,2
260990.0,78748,2015,3
266445.0,78748,2015,4
265000.0,78748,2015,5
268817.5,78748,2015,6
270000.0,78748,2015,7
275000.0,78748,2015,8
280990.0,78748,2015,9
279900.0,78748,2015,10
275990.0,78748,2015,11
275990.0,78748,2015,12
279495.0,78748,2016,1
287445.0,78748,2016,2
287945.0,78748,2016,3
285995.0,78748,2016,4
296990.0,78748,2016,5
310000.0,78748,2016,6
306412.5,78748,2016,7
303945.0,78748,2016,8
290999.5,78748,2016,9
285000.0,78748,2016,10
279945.0,78748,2016,11
279900.0,78748,2016,12
275500.0,78748,2017,1
276900.0,78748,2017,2
284700.0,78748,2017,3
285869.5,78748,2017,4
299000.0,78748,2017,5
290000.5,78748,2017,6
