Sales,Zip Code,Year,Month
6.0,78726,2013,5
6.0,78726,2013,6
4.0,78726,2013,7
3.0,78726,2013,8
4.0,78726,2013,9
4.0,78726,2013,10
7.0,78726,2013,11
8.0,78726,2013,12
3.0,78726,2014,1
4.0,78726,2014,2
1.0,78726,2014,3
3.0,78726,2014,4
5.0,78726,2014,5
7.0,78726,2014,6
1.0,78726,2014,7
1.0,78726,2014,8
2.0,78726,2014,9
1.0,78726,2014,10
3.0,78726,2014,12
2.0,78726,2015,1
1.0,78726,2015,2
3.0,78726,2015,3
1.0,78726,2015,4
4.0,78726,2015,5
9.0,78726,2015,6
13.0,78726,2015,7
18.0,78726,2015,8
3.0,78726,2015,9
7.0,78726,2015,10
7.0,78726,2015,11
9.0,78726,2015,12
3.0,78726,2016,1
8.0,78726,2016,2
15.0,78726,2016,3
13.0,78726,2016,4
18.0,78726,2016,5
2.0,78726,2016,6
44.0,78727,2008,6
42.0,78727,2008,7
24.0,78727,2008,8
29.0,78727,2008,9
20.0,78727,2008,10
20.0,78727,2008,11
28.0,78727,2008,12
15.0,78727,2009,1
17.0,78727,2009,2
23.0,78727,2009,3
29.0,78727,2009,4
35.0,78727,2009,5
35.0,78727,2009,6
40.0,78727,2009,7
31.0,78727,2009,8
28.0,78727,2009,9
35.0,78727,2009,10
23.0,78727,2009,11
17.0,78727,2009,12
13.0,78727,2010,1
20.0,78727,2010,2
22.0,78727,2010,3
35.0,78727,2010,4
68.0,78727,2010,5
27.0,78727,2010,6
23.0,78727,2010,7
23.0,78727,2010,8
22.0,78727,2010,9
15.0,78727,2010,10
11.0,78727,2010,11
26.0,78727,2010,12
16.0,78727,2011,1
13.0,78727,2011,2
19.0,78727,2011,3
27.0,78727,2011,4
27.0,78727,2011,5
30.0,78727,2011,6
38.0,78727,2011,7
32.0,78727,2011,8
26.0,78727,2011,9
17.0,78727,2011,10
13.0,78727,2011,11
16.0,78727,2011,12
19.0,78727,2012,1
16.0,78727,2012,2
27.0,78727,2012,3
25.0,78727,2012,4
31.0,78727,2012,5
32.0,78727,2012,6
34.0,78727,2012,7
36.0,78727,2012,8
22.0,78727,2012,9
26.0,78727,2012,10
15.0,78727,2012,11
7.0,78727,2012,12
8.0,78727,2013,1
9.0,78727,2013,2
8.0,78727,2013,3
5.0,78727,2013,4
15.0,78727,2013,5
19.0,78727,2013,6
8.0,78727,2013,7
13.0,78727,2013,8
7.0,78727,2013,9
6.0,78727,2013,10
5.0,78727,2013,11
14.0,78727,2013,12
4.0,78727,2014,1
3.0,78727,2014,2
6.0,78727,2014,3
8.0,78727,2014,4
7.0,78727,2014,5
13.0,78727,2014,6
7.0,78727,2014,7
10.0,78727,2014,8
2.0,78727,2014,9
2.0,78727,2014,10
2.0,78727,2014,11
8.0,78727,2014,12
5.0,78727,2015,1
4.0,78727,2015,2
7.0,78727,2015,3
8.0,78727,2015,4
7.0,78727,2015,5
10.0,78727,2015,6
31.0,78727,2015,7
39.0,78727,2015,8
28.0,78727,2015,9
36.0,78727,2015,10
26.0,78727,2015,11
25.0,78727,2015,12
21.0,78727,2016,1
17.0,78727,2016,2
22.0,78727,2016,3
34.0,78727,2016,4
24.0,78727,2016,5
7.0,78727,2016,6
23.0,78728,2008,6
17.0,78728,2008,7
15.0,78728,2008,8
10.0,78728,2008,9
10.0,78728,2008,10
9.0,78728,2008,11
12.0,78728,2008,12
8.0,78728,2009,1
10.0,78728,2009,2
7.0,78728,2009,3
8.0,78728,2009,4
14.0,78728,2009,5
19.0,78728,2009,6
10.0,78728,2009,7
15.0,78728,2009,8
22.0,78728,2009,9
16.0,78728,2009,10
17.0,78728,2009,11
12.0,78728,2009,12
6.0,78728,2010,1
4.0,78728,2010,2
20.0,78728,2010,3
20.0,78728,2010,4
15.0,78728,2010,5
10.0,78728,2010,6
6.0,78728,2010,7
7.0,78728,2010,8
6.0,78728,2010,9
4.0,78728,2010,10
12.0,78728,2010,11
11.0,78728,2010,12
5.0,78728,2011,1
6.0,78728,2011,2
7.0,78728,2011,3
8.0,78728,2011,4
11.0,78728,2011,5
13.0,78728,2011,6
14.0,78728,2011,7
18.0,78728,2011,8
11.0,78728,2011,9
3.0,78728,2011,10
8.0,78728,2011,11
8.0,78728,2011,12
9.0,78728,2012,1
12.0,78728,2012,2
9.0,78728,2012,3
7.0,78728,2012,4
16.0,78728,2012,5
23.0,78728,2012,6
23.0,78728,2012,7
21.0,78728,2012,8
16.0,78728,2012,9
17.0,78728,2012,10
20.0,78728,2012,11
9.0,78728,2012,12
5.0,78728,2013,1
7.0,78728,2013,2
7.0,78728,2013,3
7.0,78728,2013,4
9.0,78728,2013,5
13.0,78728,2013,6
10.0,78728,2013,7
12.0,78728,2013,8
15.0,78728,2013,9
14.0,78728,2013,10
10.0,78728,2013,11
18.0,78728,2013,12
5.0,78728,2014,1
7.0,78728,2014,2
4.0,78728,2014,3
8.0,78728,2014,4
6.0,78728,2014,5
16.0,78728,2014,6
19.0,78728,2014,7
11.0,78728,2014,8
15.0,78728,2014,9
4.0,78728,2014,10
6.0,78728,2014,11
11.0,78728,2014,12
4.0,78728,2015,1
3.0,78728,2015,2
7.0,78728,2015,3
11.0,78728,2015,4
4.0,78728,2015,5
11.0,78728,2015,6
16.0,78728,2015,7
17.0,78728,2015,8
14.0,78728,2015,9
13.0,78728,2015,10
9.0,78728,2015,11
8.0,78728,2015,12
10.0,78728,2016,1
6.0,78728,2016,2
18.0,78728,2016,3
18.0,78728,2016,4
17.0,78728,2016,5
29.0,78729,2008,6
35.0,78729,2008,7
30.0,78729,2008,8
27.0,78729,2008,9
17.0,78729,2008,10
23.0,78729,2008,11
21.0,78729,2008,12
12.0,78729,2009,1
17.0,78729,2009,2
37.0,78729,2009,3
23.0,78729,2009,4
27.0,78729,2009,5
44.0,78729,2009,6
35.0,78729,2009,7
24.0,78729,2009,8
26.0,78729,2009,9
32.0,78729,2009,10
36.0,78729,2009,11
26.0,78729,2009,12
8.0,78729,2010,1
16.0,78729,2010,2
23.0,78729,2010,3
43.0,78729,2010,4
31.0,78729,2010,5
24.0,78729,2010,6
15.0,78729,2010,7
21.0,78729,2010,8
18.0,78729,2010,9
12.0,78729,2010,10
11.0,78729,2010,11
12.0,78729,2010,12
21.0,78729,2011,1
15.0,78729,2011,2
21.0,78729,2011,3
18.0,78729,2011,4
20.0,78729,2011,5
31.0,78729,2011,6
29.0,78729,2011,7
24.0,78729,2011,8
23.0,78729,2011,9
25.0,78729,2011,10
22.0,78729,2011,11
24.0,78729,2011,12
20.0,78729,2012,1
18.0,78729,2012,2
18.0,78729,2012,3
20.0,78729,2012,4
32.0,78729,2012,5
34.0,78729,2012,6
37.0,78729,2012,7
32.0,78729,2012,8
30.0,78729,2012,9
31.0,78729,2012,10
17.0,78729,2012,11
21.0,78729,2012,12
15.0,78729,2013,1
24.0,78729,2013,2
36.0,78729,2013,3
35.0,78729,2013,4
34.0,78729,2013,5
37.0,78729,2013,6
36.0,78729,2013,7
42.0,78729,2013,8
31.0,78729,2013,9
30.0,78729,2013,10
11.0,78729,2013,11
24.0,78729,2013,12
16.0,78729,2014,1
19.0,78729,2014,2
20.0,78729,2014,3
25.0,78729,2014,4
26.0,78729,2014,5
29.0,78729,2014,6
34.0,78729,2014,7
32.0,78729,2014,8
28.0,78729,2014,9
29.0,78729,2014,10
25.0,78729,2014,11
27.0,78729,2014,12
13.0,78729,2015,1
18.0,78729,2015,2
26.0,78729,2015,3
22.0,78729,2015,4
38.0,78729,2015,5
33.0,78729,2015,6
36.0,78729,2015,7
36.0,78729,2015,8
35.0,78729,2015,9
30.0,78729,2015,10
20.0,78729,2015,11
20.0,78729,2015,12
21.0,78729,2016,1
21.0,78729,2016,2
15.0,78729,2016,3
27.0,78729,2016,4
34.0,78729,2016,5
8.0,78729,2016,6
20.0,78730,2008,6
15.0,78730,2008,7
21.0,78730,2008,8
14.0,78730,2008,9
12.0,78730,2008,10
7.0,78730,2008,11
11.0,78730,2008,12
17.0,78730,2009,1
6.0,78730,2009,2
9.0,78730,2009,3
12.0,78730,2009,4
8.0,78730,2009,5
9.0,78730,2009,6
14.0,78730,2009,7
5.0,78730,2009,8
14.0,78730,2009,9
12.0,78730,2009,10
12.0,78730,2009,11
8.0,78730,2009,12
5.0,78730,2010,1
6.0,78730,2010,2
9.0,78730,2010,3
8.0,78730,2010,4
5.0,78730,2010,5
15.0,78730,2010,6
2.0,78730,2010,7
9.0,78730,2010,8
20.0,78730,2010,9
9.0,78730,2010,10
3.0,78730,2010,11
21.0,78730,2010,12
9.0,78730,2011,1
6.0,78730,2011,2
10.0,78730,2011,3
14.0,78730,2011,4
23.0,78730,2011,5
23.0,78730,2011,6
9.0,78730,2011,7
8.0,78730,2011,8
15.0,78730,2011,9
7.0,78730,2011,10
16.0,78730,2011,11
13.0,78730,2011,12
4.0,78730,2012,1
10.0,78730,2012,2
14.0,78730,2012,3
27.0,78730,2012,4
22.0,78730,2012,5
18.0,78730,2012,6
13.0,78730,2012,7
26.0,78730,2012,8
15.0,78730,2012,9
15.0,78730,2012,10
19.0,78730,2012,11
8.0,78730,2012,12
6.0,78730,2013,1
14.0,78730,2013,2
14.0,78730,2013,3
4.0,78730,2013,4
13.0,78730,2013,5
5.0,78730,2013,6
10.0,78730,2013,7
11.0,78730,2013,8
5.0,78730,2013,9
10.0,78730,2013,10
4.0,78730,2013,11
20.0,78730,2013,12
3.0,78730,2014,1
4.0,78730,2014,2
6.0,78730,2014,3
5.0,78730,2014,4
11.0,78730,2014,5
7.0,78730,2014,6
8.0,78730,2014,7
5.0,78730,2014,8
3.0,78730,2014,9
3.0,78730,2014,10
3.0,78730,2014,11
7.0,78730,2014,12
3.0,78730,2015,1
3.0,78730,2015,2
5.0,78730,2015,3
5.0,78730,2015,4
7.0,78730,2015,5
6.0,78730,2015,6
15.0,78730,2015,7
12.0,78730,2015,8
21.0,78730,2015,9
26.0,78730,2015,10
12.0,78730,2015,11
17.0,78730,2015,12
7.0,78730,2016,1
12.0,78730,2016,2
12.0,78730,2016,3
19.0,78730,2016,4
22.0,78730,2016,5
5.0,78730,2016,6
48.0,78731,2008,6
33.0,78731,2008,7
27.0,78731,2008,8
24.0,78731,2008,9
18.0,78731,2008,10
21.0,78731,2008,11
18.0,78731,2008,12
8.0,78731,2009,1
17.0,78731,2009,2
16.0,78731,2009,3
18.0,78731,2009,4
18.0,78731,2009,5
25.0,78731,2009,6
25.0,78731,2009,7
23.0,78731,2009,8
29.0,78731,2009,9
23.0,78731,2009,10
24.0,78731,2009,11
22.0,78731,2009,12
13.0,78731,2010,1
15.0,78731,2010,2
29.0,78731,2010,3
26.0,78731,2010,4
15.0,78731,2010,5
26.0,78731,2010,6
20.0,78731,2010,7
25.0,78731,2010,8
17.0,78731,2010,9
14.0,78731,2010,10
13.0,78731,2010,11
24.0,78731,2010,12
12.0,78731,2011,1
14.0,78731,2011,2
21.0,78731,2011,3
25.0,78731,2011,4
20.0,78731,2011,5
37.0,78731,2011,6
22.0,78731,2011,7
30.0,78731,2011,8
18.0,78731,2011,9
19.0,78731,2011,10
25.0,78731,2011,11
24.0,78731,2011,12
17.0,78731,2012,1
19.0,78731,2012,2
28.0,78731,2012,3
41.0,78731,2012,4
50.0,78731,2012,5
50.0,78731,2012,6
38.0,78731,2012,7
34.0,78731,2012,8
22.0,78731,2012,9
42.0,78731,2012,10
24.0,78731,2012,11
15.0,78731,2012,12
11.0,78731,2013,1
8.0,78731,2013,2
10.0,78731,2013,3
17.0,78731,2013,4
18.0,78731,2013,5
9.0,78731,2013,6
15.0,78731,2013,7
8.0,78731,2013,8
10.0,78731,2013,9
8.0,78731,2013,10
9.0,78731,2013,11
9.0,78731,2013,12
5.0,78731,2014,1
8.0,78731,2014,2
11.0,78731,2014,3
11.0,78731,2014,4
10.0,78731,2014,5
12.0,78731,2014,6
9.0,78731,2014,7
6.0,78731,2014,8
6.0,78731,2014,9
8.0,78731,2014,10
8.0,78731,2014,11
5.0,78731,2014,12
4.0,78731,2015,1
12.0,78731,2015,2
7.0,78731,2015,3
11.0,78731,2015,4
12.0,78731,2015,5
16.0,78731,2015,6
30.0,78731,2015,7
43.0,78731,2015,8
21.0,78731,2015,9
26.0,78731,2015,10
15.0,78731,2015,11
38.0,78731,2015,12
13.0,78731,2016,1
17.0,78731,2016,2
33.0,78731,2016,3
34.0,78731,2016,4
27.0,78731,2016,5
6.0,78731,2016,6
45.0,78732,2008,6
42.0,78732,2008,7
55.0,78732,2008,8
31.0,78732,2008,9
27.0,78732,2008,10
34.0,78732,2008,11
49.0,78732,2008,12
92.0,78732,2009,1
23.0,78732,2009,2
23.0,78732,2009,3
21.0,78732,2009,4
23.0,78732,2009,5
42.0,78732,2009,6
57.0,78732,2009,7
31.0,78732,2009,8
27.0,78732,2009,9
27.0,78732,2009,10
33.0,78732,2009,11
75.0,78732,2009,12
10.0,78732,2010,1
16.0,78732,2010,2
36.0,78732,2010,3
29.0,78732,2010,4
36.0,78732,2010,5
56.0,78732,2010,6
36.0,78732,2010,7
39.0,78732,2010,8
28.0,78732,2010,9
20.0,78732,2010,10
25.0,78732,2010,11
125.0,78732,2010,12
13.0,78732,2011,1
101.0,78732,2011,2
29.0,78732,2011,3
18.0,78732,2011,4
28.0,78732,2011,5
50.0,78732,2011,6
33.0,78732,2011,7
32.0,78732,2011,8
27.0,78732,2011,9
33.0,78732,2011,10
22.0,78732,2011,11
51.0,78732,2011,12
17.0,78732,2012,1
23.0,78732,2012,2
28.0,78732,2012,3
35.0,78732,2012,4
37.0,78732,2012,5
41.0,78732,2012,6
37.0,78732,2012,7
42.0,78732,2012,8
27.0,78732,2012,9
35.0,78732,2012,10
23.0,78732,2012,11
30.0,78732,2012,12
4.0,78732,2013,1
20.0,78732,2013,2
21.0,78732,2013,3
17.0,78732,2013,4
20.0,78732,2013,5
20.0,78732,2013,6
35.0,78732,2013,7
16.0,78732,2013,8
8.0,78732,2013,9
9.0,78732,2013,10
6.0,78732,2013,11
8.0,78732,2013,12
4.0,78732,2014,1
3.0,78732,2014,2
3.0,78732,2014,3
7.0,78732,2014,4
10.0,78732,2014,5
15.0,78732,2014,6
4.0,78732,2014,7
19.0,78732,2014,8
8.0,78732,2014,9
6.0,78732,2014,10
3.0,78732,2014,11
3.0,78732,2014,12
10.0,78732,2015,1
8.0,78732,2015,2
6.0,78732,2015,3
15.0,78732,2015,4
11.0,78732,2015,5
17.0,78732,2015,6
36.0,78732,2015,7
29.0,78732,2015,8
35.0,78732,2015,9
28.0,78732,2015,10
16.0,78732,2015,11
21.0,78732,2015,12
8.0,78732,2016,1
13.0,78732,2016,2
25.0,78732,2016,3
30.0,78732,2016,4
32.0,78732,2016,5
9.0,78732,2016,6
18.0,78733,2008,6
18.0,78733,2008,7
20.0,78733,2008,8
12.0,78733,2008,9
7.0,78733,2008,10
8.0,78733,2008,11
20.0,78733,2008,12
3.0,78733,2009,1
3.0,78733,2009,2
13.0,78733,2009,3
8.0,78733,2009,4
17.0,78733,2009,5
10.0,78733,2009,6
13.0,78733,2009,7
8.0,78733,2009,8
12.0,78733,2009,9
15.0,78733,2009,10
8.0,78733,2009,11
6.0,78733,2009,12
6.0,78733,2010,1
5.0,78733,2010,2
9.0,78733,2010,3
15.0,78733,2010,4
10.0,78733,2010,5
20.0,78733,2010,6
10.0,78733,2010,7
4.0,78733,2010,8
5.0,78733,2010,9
5.0,78733,2010,10
9.0,78733,2010,11
6.0,78733,2010,12
5.0,78733,2011,1
6.0,78733,2011,2
7.0,78733,2011,3
10.0,78733,2011,4
14.0,78733,2011,5
21.0,78733,2011,6
13.0,78733,2011,7
9.0,78733,2011,8
15.0,78733,2011,9
5.0,78733,2011,10
5.0,78733,2011,11
11.0,78733,2011,12
3.0,78733,2012,1
6.0,78733,2012,2
12.0,78733,2012,3
14.0,78733,2012,4
13.0,78733,2012,5
20.0,78733,2012,6
9.0,78733,2012,7
11.0,78733,2012,8
9.0,78733,2012,9
10.0,78733,2012,10
11.0,78733,2012,11
4.0,78733,2012,12
5.0,78733,2013,1
4.0,78733,2013,2
5.0,78733,2013,3
7.0,78733,2013,4
9.0,78733,2013,5
7.0,78733,2013,6
7.0,78733,2013,7
6.0,78733,2013,8
3.0,78733,2013,9
7.0,78733,2013,10
2.0,78733,2013,11
3.0,78733,2013,12
2.0,78733,2014,1
2.0,78733,2014,2
5.0,78733,2014,3
4.0,78733,2014,4
4.0,78733,2014,5
1.0,78733,2014,6
10.0,78733,2014,7
7.0,78733,2014,8
2.0,78733,2014,10
5.0,78733,2015,1
1.0,78733,2015,2
6.0,78733,2015,3
9.0,78733,2015,4
8.0,78733,2015,5
7.0,78733,2015,6
20.0,78733,2015,7
5.0,78733,2015,8
12.0,78733,2015,9
11.0,78733,2015,10
12.0,78733,2015,11
7.0,78733,2015,12
4.0,78733,2016,1
4.0,78733,2016,2
8.0,78733,2016,3
12.0,78733,2016,4
14.0,78733,2016,5
50.0,78734,2008,6
49.0,78734,2008,7
48.0,78734,2008,8
32.0,78734,2008,9
33.0,78734,2008,10
19.0,78734,2008,11
39.0,78734,2008,12
34.0,78734,2009,1
20.0,78734,2009,2
31.0,78734,2009,3
31.0,78734,2009,4
36.0,78734,2009,5
39.0,78734,2009,6
44.0,78734,2009,7
36.0,78734,2009,8
31.0,78734,2009,9
29.0,78734,2009,10
28.0,78734,2009,11
33.0,78734,2009,12
18.0,78734,2010,1
30.0,78734,2010,2
29.0,78734,2010,3
37.0,78734,2010,4
74.0,78734,2010,5
53.0,78734,2010,6
35.0,78734,2010,7
27.0,78734,2010,8
28.0,78734,2010,9
27.0,78734,2010,10
31.0,78734,2010,11
47.0,78734,2010,12
25.0,78734,2011,1
28.0,78734,2011,2
27.0,78734,2011,3
49.0,78734,2011,4
38.0,78734,2011,5
36.0,78734,2011,6
33.0,78734,2011,7
42.0,78734,2011,8
35.0,78734,2011,9
12.0,78734,2011,10
33.0,78734,2011,11
60.0,78734,2011,12
16.0,78734,2012,1
25.0,78734,2012,2
43.0,78734,2012,3
29.0,78734,2012,4
52.0,78734,2012,5
43.0,78734,2012,6
55.0,78734,2012,7
36.0,78734,2012,8
33.0,78734,2012,9
44.0,78734,2012,10
40.0,78734,2012,11
31.0,78734,2012,12
14.0,78734,2013,1
26.0,78734,2013,2
21.0,78734,2013,3
27.0,78734,2013,4
42.0,78734,2013,5
20.0,78734,2013,6
33.0,78734,2013,7
24.0,78734,2013,8
14.0,78734,2013,9
10.0,78734,2013,10
13.0,78734,2013,11
21.0,78734,2013,12
12.0,78734,2014,1
10.0,78734,2014,2
21.0,78734,2014,3
21.0,78734,2014,4
16.0,78734,2014,5
29.0,78734,2014,6
16.0,78734,2014,7
24.0,78734,2014,8
9.0,78734,2014,9
17.0,78734,2014,10
26.0,78734,2014,11
17.0,78734,2014,12
8.0,78734,2015,1
18.0,78734,2015,2
20.0,78734,2015,3
17.0,78734,2015,4
23.0,78734,2015,5
18.0,78734,2015,6
42.0,78734,2015,7
59.0,78734,2015,8
40.0,78734,2015,9
30.0,78734,2015,10
33.0,78734,2015,11
35.0,78734,2015,12
17.0,78734,2016,1
25.0,78734,2016,2
45.0,78734,2016,3
40.0,78734,2016,4
36.0,78734,2016,5
9.0,78734,2016,6
23.0,78735,2008,6
32.0,78735,2008,7
15.0,78735,2008,8
19.0,78735,2008,9
39.0,78735,2008,10
6.0,78735,2008,11
20.0,78735,2008,12
15.0,78735,2009,1
17.0,78735,2009,2
9.0,78735,2009,3
11.0,78735,2009,4
17.0,78735,2009,5
12.0,78735,2009,6
16.0,78735,2009,7
15.0,78735,2009,8
12.0,78735,2009,9
23.0,78735,2009,10
13.0,78735,2009,11
13.0,78735,2009,12
6.0,78735,2010,1
10.0,78735,2010,2
22.0,78735,2010,3
18.0,78735,2010,4
13.0,78735,2010,5
22.0,78735,2010,6
19.0,78735,2010,7
10.0,78735,2010,8
15.0,78735,2010,9
16.0,78735,2010,10
15.0,78735,2010,11
19.0,78735,2010,12
10.0,78735,2011,1
10.0,78735,2011,2
13.0,78735,2011,3
13.0,78735,2011,4
14.0,78735,2011,5
17.0,78735,2011,6
19.0,78735,2011,7
15.0,78735,2011,8
11.0,78735,2011,9
11.0,78735,2011,10
21.0,78735,2011,11
31.0,78735,2011,12
6.0,78735,2012,1
15.0,78735,2012,2
27.0,78735,2012,3
22.0,78735,2012,4
25.0,78735,2012,5
28.0,78735,2012,6
27.0,78735,2012,7
14.0,78735,2012,8
15.0,78735,2012,9
14.0,78735,2012,10
16.0,78735,2012,11
10.0,78735,2012,12
8.0,78735,2013,1
11.0,78735,2013,2
18.0,78735,2013,3
10.0,78735,2013,4
12.0,78735,2013,5
10.0,78735,2013,6
15.0,78735,2013,7
11.0,78735,2013,8
13.0,78735,2013,9
5.0,78735,2013,10
7.0,78735,2013,11
7.0,78735,2013,12
1.0,78735,2014,1
7.0,78735,2014,2
2.0,78735,2014,3
4.0,78735,2014,4
9.0,78735,2014,5
7.0,78735,2014,6
10.0,78735,2014,7
7.0,78735,2014,8
3.0,78735,2014,9
4.0,78735,2014,10
3.0,78735,2014,11
4.0,78735,2014,12
6.0,78735,2015,1
6.0,78735,2015,2
2.0,78735,2015,3
4.0,78735,2015,4
4.0,78735,2015,5
12.0,78735,2015,6
26.0,78735,2015,7
15.0,78735,2015,8
15.0,78735,2015,9
20.0,78735,2015,10
9.0,78735,2015,11
22.0,78735,2015,12
7.0,78735,2016,1
12.0,78735,2016,2
15.0,78735,2016,3
14.0,78735,2016,4
11.0,78735,2016,5
8.0,78736,2008,6
7.0,78736,2008,7
10.0,78736,2008,8
8.0,78736,2008,9
2.0,78736,2008,10
1.0,78736,2008,11
10.0,78736,2008,12
2.0,78736,2009,1
8.0,78736,2009,2
8.0,78736,2009,3
6.0,78736,2009,4
9.0,78736,2009,5
9.0,78736,2009,6
14.0,78736,2009,7
5.0,78736,2009,8
9.0,78736,2009,9
14.0,78736,2009,10
11.0,78736,2009,11
4.0,78736,2009,12
5.0,78736,2010,1
5.0,78736,2010,2
42.0,78736,2010,3
6.0,78736,2010,4
8.0,78736,2010,5
3.0,78736,2010,6
9.0,78736,2010,7
6.0,78736,2010,8
3.0,78736,2010,9
5.0,78736,2010,10
6.0,78736,2010,11
6.0,78736,2010,12
6.0,78736,2011,2
6.0,78736,2011,3
5.0,78736,2011,4
9.0,78736,2011,5
5.0,78736,2011,6
7.0,78736,2011,7
16.0,78736,2011,8
9.0,78736,2011,9
8.0,78736,2011,10
4.0,78736,2011,11
7.0,78736,2011,12
3.0,78736,2012,1
2.0,78736,2012,2
14.0,78736,2012,3
9.0,78736,2012,4
14.0,78736,2012,5
10.0,78736,2012,6
8.0,78736,2012,7
11.0,78736,2012,8
13.0,78736,2012,9
14.0,78736,2012,10
8.0,78736,2012,11
1.0,78736,2012,12
4.0,78736,2013,1
6.0,78736,2013,2
7.0,78736,2013,3
8.0,78736,2013,4
8.0,78736,2013,5
8.0,78736,2013,6
7.0,78736,2013,7
7.0,78736,2013,8
2.0,78736,2013,9
7.0,78736,2013,10
3.0,78736,2013,11
7.0,78736,2013,12
6.0,78736,2014,1
2.0,78736,2014,2
5.0,78736,2014,3
3.0,78736,2014,4
4.0,78736,2014,5
5.0,78736,2014,6
5.0,78736,2014,7
7.0,78736,2014,8
6.0,78736,2014,9
4.0,78736,2014,10
6.0,78736,2014,11
3.0,78736,2014,12
1.0,78736,2015,1
4.0,78736,2015,2
1.0,78736,2015,3
8.0,78736,2015,4
1.0,78736,2015,5
4.0,78736,2015,6
10.0,78736,2015,7
17.0,78736,2015,8
10.0,78736,2015,9
9.0,78736,2015,10
10.0,78736,2015,11
10.0,78736,2015,12
8.0,78736,2016,1
8.0,78736,2016,2
11.0,78736,2016,3
13.0,78736,2016,4
12.0,78736,2016,5
2.0,78736,2016,6
37.0,78737,2008,6
37.0,78737,2008,7
40.0,78737,2008,8
36.0,78737,2008,9
17.0,78737,2008,10
20.0,78737,2008,11
24.0,78737,2008,12
11.0,78737,2009,1
17.0,78737,2009,2
23.0,78737,2009,3
40.0,78737,2009,4
14.0,78737,2009,5
25.0,78737,2009,6
25.0,78737,2009,7
26.0,78737,2009,8
24.0,78737,2009,9
14.0,78737,2009,10
27.0,78737,2009,11
23.0,78737,2009,12
11.0,78737,2010,1
13.0,78737,2010,2
22.0,78737,2010,3
24.0,78737,2010,4
37.0,78737,2010,5
58.0,78737,2010,6
15.0,78737,2010,7
25.0,78737,2010,8
26.0,78737,2010,9
27.0,78737,2010,10
17.0,78737,2010,11
24.0,78737,2010,12
13.0,78737,2011,1
13.0,78737,2011,2
24.0,78737,2011,3
16.0,78737,2011,4
27.0,78737,2011,5
18.0,78737,2011,6
23.0,78737,2011,7
43.0,78737,2011,8
17.0,78737,2011,9
15.0,78737,2011,10
16.0,78737,2011,11
17.0,78737,2011,12
21.0,78737,2012,1
19.0,78737,2012,2
32.0,78737,2012,3
39.0,78737,2012,4
41.0,78737,2012,5
40.0,78737,2012,6
42.0,78737,2012,7
72.0,78737,2012,8
22.0,78737,2012,9
33.0,78737,2012,10
19.0,78737,2012,11
24.0,78737,2012,12
15.0,78737,2013,1
24.0,78737,2013,2
18.0,78737,2013,3
33.0,78737,2013,4
23.0,78737,2013,5
29.0,78737,2013,6
40.0,78737,2013,7
35.0,78737,2013,8
31.0,78737,2013,9
42.0,78737,2013,10
25.0,78737,2013,11
42.0,78737,2013,12
17.0,78737,2014,1
18.0,78737,2014,2
28.0,78737,2014,3
21.0,78737,2014,4
33.0,78737,2014,5
31.0,78737,2014,6
33.0,78737,2014,7
31.0,78737,2014,8
20.0,78737,2014,9
30.0,78737,2014,10
13.0,78737,2014,11
37.0,78737,2014,12
20.0,78737,2015,1
11.0,78737,2015,2
24.0,78737,2015,3
15.0,78737,2015,4
12.0,78737,2015,5
13.0,78737,2015,6
14.0,78737,2015,7
22.0,78737,2015,8
15.0,78737,2015,9
20.0,78737,2015,10
7.0,78737,2015,11
11.0,78737,2015,12
6.0,78737,2016,1
8.0,78737,2016,2
12.0,78737,2016,3
19.0,78737,2016,4
4.0,78737,2016,5
40.0,78738,2008,6
29.0,78738,2008,7
45.0,78738,2008,8
21.0,78738,2008,9
29.0,78738,2008,10
15.0,78738,2008,11
38.0,78738,2008,12
26.0,78738,2009,1
21.0,78738,2009,2
15.0,78738,2009,3
20.0,78738,2009,4
23.0,78738,2009,5
39.0,78738,2009,6
27.0,78738,2009,7
35.0,78738,2009,8
21.0,78738,2009,9
21.0,78738,2009,10
21.0,78738,2009,11
48.0,78738,2009,12
38.0,78738,2010,1
24.0,78738,2010,2
49.0,78738,2010,3
34.0,78738,2010,4
48.0,78738,2010,5
87.0,78738,2010,6
37.0,78738,2010,7
26.0,78738,2010,8
25.0,78738,2010,9
28.0,78738,2010,10
29.0,78738,2010,11
69.0,78738,2010,12
16.0,78738,2011,1
49.0,78738,2011,2
52.0,78738,2011,3
38.0,78738,2011,4
44.0,78738,2011,5
44.0,78738,2011,6
73.0,78738,2011,7
48.0,78738,2011,8
31.0,78738,2011,9
56.0,78738,2011,10
35.0,78738,2011,11
50.0,78738,2011,12
39.0,78738,2012,1
43.0,78738,2012,2
35.0,78738,2012,3
43.0,78738,2012,4
38.0,78738,2012,5
66.0,78738,2012,6
54.0,78738,2012,7
55.0,78738,2012,8
39.0,78738,2012,9
36.0,78738,2012,10
40.0,78738,2012,11
49.0,78738,2012,12
20.0,78738,2013,1
30.0,78738,2013,2
50.0,78738,2013,3
42.0,78738,2013,4
47.0,78738,2013,5
44.0,78738,2013,6
56.0,78738,2013,7
50.0,78738,2013,8
36.0,78738,2013,9
33.0,78738,2013,10
45.0,78738,2013,11
56.0,78738,2013,12
22.0,78738,2014,1
33.0,78738,2014,2
